Unnamed: 0,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
1598,Uganda,From RDC,RDC,Air,60,2250,6525,2,0.05,3622,9181,India,5524
2803,Haiti,Direct Drop,EXW,Air,240,2064,2951,1,0.01,751,4754,India,14446
3516,South Africa,Direct Drop,DDP,Truck,60,22,543,24,0.41,3622,9181,India,8074
4196,Mozambique,From RDC,RDC,Truck,240,5625,11362,2,0.01,2157,1166,India,6624
1503,Nigeria,From RDC,RDC,Air,60,4836,99138,20,0.34,531,2228,India,7633
5893,Nigeria,From RDC,RDC,Air Charter,60,22623,56783,2,0.04,2809,12398,India,7633
150,Nigeria,Direct Drop,EXW,Air,60,166,356,2,0.04,3622,9181,India,7633
2404,Uganda,Direct Drop,EXW,Air,60,114996,931467,8,0.13,15435,55180,India,5524
2086,South Africa,Direct Drop,DDP,Air,60,303125,779031,2,0.04,15006,19134,India,8074
6332,Zimbabwe,From RDC,RDC,Truck,60,71030,382141,5,0.09,3622,9181,India,6980
2576,Côte d'Ivoire,Direct Drop,EXW,Air,60,7228,33248,4,0.08,338,2845,India,9091
2540,South Africa,Direct Drop,DDP,Truck,240,8,141,17,0.07,3622,9181,India,8074
2402,South Africa,Direct Drop,DDP,Air,30,1110,8680,7,0.26,76,-84,India,8074
859,Côte d'Ivoire,From RDC,RDC,Air,60,3996,6993,1,0.03,3622,9181,India,9091
5590,Zambia,From RDC,RDC,Truck,30,54850,492004,8,0.3,2236,4447, Nashik,6339
6114,Nigeria,From RDC,RDC,Air Charter,60,10383,19727,1,0.03,767,2963,India,7633
2706,Haiti,Direct Drop,EXW,Air,60,3024,11944,3,0.07,140,694, Nashik,14325
366,Nigeria,Direct Drop,EXW,Air,1000,20,527,26,0.03,1920,19134,India,7633
1432,Uganda,From RDC,RDC,Air,60,10372,119900,11,0.19,1312,13569, Nashik,4961
5656,Tanzania,From RDC,RDC,Truck,30,31512,191277,6,0.2,2635,2300, Nashik,5091
1779,South Africa,Direct Drop,DDP,Truck,60,33,1671,50,0.84,3622,9181, Latina,7877
3794,Nigeria,From RDC,RDC,Air Charter,60,586,4395,7,0.12,30,9181, Nashik,7134
3871,Nigeria,From RDC,RDC,Air Charter,60,105160,1179895,11,0.19,28277,20326,India,7633
1818,Haiti,Direct Drop,CIP,Air,200,192,2417,12,0.06,3622,9181,France,7294
5672,Tanzania,From RDC,RDC,Air,60,60000,495600,8,0.14,7857,39857,India,5659
841,Mozambique,From RDC,RDC,Air,90,271,4593,16,0.19,3622,9181,India,6624
1189,Côte d'Ivoire,From RDC,RDC,Air,240,2712,5207,1,0.01,3622,9181,India,9091
175,Vietnam,Direct Drop,EXW,Air,30,2016,24917,12,0.41,120,4921, Nashik,3641
3824,Côte d'Ivoire,From RDC,RDC,Air,60,5670,7994,1,0.02,317,11648,India,9091
2093,Uganda,Direct Drop,DDP,Air,120,144,10800,75,0.62,47,-551, Latina,4823
3214,South Africa,Direct Drop,DDP,Ocean,30,86843,577505,6,0.22,8106,9748,India,8074
5633,Côte d'Ivoire,From RDC,RDC,Truck,30,56228,204669,3,0.12,6242,16129,India,9091
3647,Uganda,Direct Drop,EXW,Air,120,15321,390685,25,0.21,3888,16405,India,5524
1030,Haiti,From RDC,RDC,Air,180,34,576,16,0.09,14,-104, Haarlem,7467
4192,Haiti,From RDC,RDC,Air,30,49425,208573,4,0.14,4235,28352,India,14446
300,South Africa,Direct Drop,DDP,Truck,60,350,1736,4,0.08,3622,9181,France,8670
1472,Mozambique,From RDC,RDC,Air,30,1844,6306,3,0.11,3622,9181,Puerto Rico,11824
283,Vietnam,Direct Drop,EXW,Air,60,500,12500,25,0.42,124,4217,India,3157
3872,Mozambique,From RDC,RDC,Truck,240,2930,5713,1,0.01,1102,1779,India,6624
6076,Uganda,From RDC,RDC,Truck,120,26960,541087,20,0.17,3622,9181,India,5524
5416,"Congo, DRC",From RDC,RDC,Air,60,2651,14421,5,0.09,155,2028,India,6583
1813,Vietnam,Direct Drop,EXW,Air,60,1769,3714,2,0.04,1961,6308, Nashik,3641
1271,Mozambique,From RDC,RDC,Air,90,720,10987,15,0.17,3622,9181,India,6624
2298,Zimbabwe,Direct Drop,CIP,Air,60,164950,593820,3,0.06,9210,6510, Nashik,6420
3455,Vietnam,Direct Drop,FCA,Air,120,5000,304000,60,0.51,3622,9181,Germany,9157
4336,Mozambique,From RDC,RDC,Truck,60,6275,71911,11,0.19,3622,9181, Nashik,6074
2008,Haiti,Direct Drop,EXW,Ocean,30,46500,499410,10,0.36,5342,8195, Nashik,14325
4982,Uganda,From RDC,RDC,Air,30,7051,98431,13,0.47,3622,9181, Nashik,4961
2764,South Africa,Direct Drop,DDP,Air,240,11980,37737,3,0.01,4621,3762,India,8074
5913,Côte d'Ivoire,From RDC,RDC,Truck,30,2790,62775,22,0.75,3622,9181, Nashik,8608
2707,South Africa,Direct Drop,DDP,Truck,60,33,650,19,0.33,3622,9181,India,8074
99,Vietnam,Direct Drop,CIP,Air,60,400,2800,7,0.12,81,2013,France,9916
3478,South Africa,Direct Drop,DDP,Truck,60,872,14909,17,0.29,3622,9181,India,8074
744,Mozambique,From RDC,RDC,Air,60,38975,280620,7,0.12,13123,8161,India,6624
6009,Côte d'Ivoire,From RDC,RDC,Truck,30,5800,23432,4,0.13,3622,9181, Nashik,8608
480,Nigeria,Direct Drop,EXW,Air,540,34,1547,45,0.08,159,976,Switzerland,4123
6121,Zimbabwe,From RDC,RDC,Air,60,20000,75000,3,0.06,1920,4055,India,6980
6311,"Congo, DRC",From RDC,RDC,Air,60,89,979,11,0.18,3622,9181, Nashik,6020
4568,"Congo, DRC",From RDC,RDC,Air,30,53,322,6,0.2,220,1110, Nashik,6020
1157,Zambia,From RDC,RDC,Air,60,1119,1958,1,0.03,1581,4663,India,6906
1437,Nigeria,From RDC,RDC,Air Charter,30,22730,596662,26,0.88,1977,6445, Port Elizabeth,5168
3464,Vietnam,Direct Drop,EXW,Air,60,8698,36096,4,0.07,3622,9181, Nashik,3641
402,Zimbabwe,Direct Drop,CIP,Air,100,5,1750,350,3.5,3622,9181,Thailand,8622
2195,South Africa,Direct Drop,DDP,Ocean,30,48000,310560,6,0.22,3247,6180,India,8074
949,Zimbabwe,From RDC,RDC,Truck,30,4000,42480,10,0.35,9020,13958,India,6980
2067,South Africa,Direct Drop,DDP,Truck,240,54,382,7,0.03,3622,9181,India,8074
4947,Zimbabwe,From RDC,RDC,Truck,60,4451,13130,2,0.05,228,6423,India,6980
4526,Zimbabwe,From RDC,RDC,Truck,90,1152,11185,9,0.11,3622,9181,India,6980
668,Mozambique,From RDC,RDC,Air,90,151,4892,32,0.36,3622,9181,Puerto Rico,11824
218,Rwanda,Direct Drop,CIP,Air,60,38784,271488,7,0.12,4124,9500,India,5921
1962,South Africa,Direct Drop,DDP,Truck,30,1,22,22,0.75,3622,9181,India,8074
6403,Nigeria,From RDC,RDC,Air Charter,60,28029,116320,4,0.07,1698,9181, Nashik,7134
2972,South Africa,Direct Drop,DDP,Truck,30,3,6,2,0.07,3622,9181,India,8074
2213,South Africa,Direct Drop,DDP,Air,60,26369,76997,2,0.05,3110,4159,India,8074
3441,Tanzania,Direct Drop,EXW,Air,60,53051,379314,7,0.12,4611,20225,India,5659
2377,South Africa,Direct Drop,DDP,Truck,240,27,478,17,0.07,3622,9181,India,8074
4328,Zambia,From RDC,RDC,Truck,60,80000,180800,2,0.04,3622,9181,India,6906
4283,Mozambique,From RDC,RDC,Truck,60,3167,7664,2,0.04,775,2855, Nashik,6074
2145,Nigeria,Direct Drop,EXW,Air,30,1200,1836,1,0.05,52,-572,India,7633
777,Côte d'Ivoire,From RDC,RDC,Air,60,32256,301593,9,0.16,5589,21758,India,9091
3311,Côte d'Ivoire,Direct Drop,EXW,Air,30,3200,64000,20,0.67,430,2587, Nashik,8608
3295,South Africa,Direct Drop,DDP,Truck,60,3,197,65,1.1,3622,9181, Haarlem,9211
3757,South Africa,Direct Drop,DDP,Truck,60,24,425,17,0.3,3622,9181,India,8074
1491,Zambia,From RDC,RDC,,60,1381,2416,1,0.03,232,320,India,6906
5957,"Congo, DRC",From RDC,RDC,Air,30,200,824,4,0.14,3622,9181,India,6583
4405,Côte d'Ivoire,From RDC,RDC,Truck,30,30004,93612,3,0.1,3622,9181,India,9091
2755,South Africa,Direct Drop,DDP,Air,30,34044,158985,4,0.16,2892,5105,India,8074
4851,Zimbabwe,From RDC,RDC,Truck,60,112100,642333,5,0.1,3622,9181,India,6980
3388,"Congo, DRC",Direct Drop,EXW,Air,30,550,6050,11,0.37,54,961,India,6583
517,South Africa,Direct Drop,DDP,Truck,60,700,2457,3,0.06,3622,9181,India,8074
5993,Zambia,From RDC,RDC,Truck,30,133000,1912540,14,0.48,15075,9809, Nashik,6339
5385,Côte d'Ivoire,From RDC,RDC,Air,240,13000,18590,1,0.01,3622,9181,India,9091
5584,Haiti,From RDC,RDC,Air,60,2250,32917,14,0.24,3622,9181, Nashik,14325
6329,Uganda,From RDC,RDC,Truck,30,1150,4738,4,0.14,70,494,India,5524
2829,South Africa,Direct Drop,DDP,Truck,60,12,789,65,1.1,3622,9181, Haarlem,9211
5033,"Congo, DRC",From RDC,RDC,Air,240,440,818,1,0.01,3622,9181,India,6583
568,Zimbabwe,From RDC,RDC,Air,30,1860,23101,12,0.41,4091,11130,India,6980
360,Vietnam,Direct Drop,EXW,Air,30,672,9179,13,0.46,3622,9181, Nashik,3641
2751,Vietnam,Direct Drop,EXW,Air,60,12937,29755,2,0.04,875,1181,India,3157
759,Uganda,From RDC,RDC,Air,60,1893,22337,11,0.2,215,1408,India,5524
3034,Uganda,Direct Drop,EXW,Air,30,7035,105525,15,0.5,440,1242, Nashik,4961
6107,Mozambique,From RDC,RDC,Truck,60,42000,340620,8,0.14,3622,9181,India,6624
5266,Tanzania,From RDC,RDC,Truck,30,137269,579275,4,0.14,8474,2279,India,5659
6258,Nigeria,From RDC,RDC,Air Charter,30,20418,88614,4,0.14,3622,9181, Nashik,7134
214,Vietnam,Direct Drop,EXW,Air,60,1500,41475,27,0.46,3622,9181,India,3157
5836,Uganda,From RDC,RDC,Air,60,3000,26280,8,0.15,3622,9181,India,5524
3690,South Africa,Direct Drop,DDP,Truck,60,10,278,27,0.46,3622,9181,India,8074
4129,Uganda,From RDC,RDC,Truck,60,45116,506201,11,0.19,5285,10065,India,5524
4503,Haiti,From RDC,RDC,Air,100,2583,12501,4,0.05,3622,9181,India,14446
4966,Uganda,From RDC,RDC,Truck,30,112873,1366892,12,0.4,12838,110318, Nashik,4961
2244,Uganda,Direct Drop,EXW,Air,30,677,8801,13,0.43,46,458,India,5524
725,Haiti,From RDC,RDC,Air,60,7380,21475,2,0.05,3622,9181,India,14446
5485,Nigeria,From RDC,RDC,Air Charter,30,35000,411250,11,0.39,2825,9181, Nashik,7134
49,South Africa,Direct Drop,DDP,Air,30,3025,47522,15,0.52,3622,9181,India,8074
5078,Rwanda,From RDC,RDC,Truck,60,2196,7905,3,0.06,192,1232,India,5921
887,Mozambique,From RDC,RDC,Truck,60,16610,224235,13,0.22,2298,2733,India,6624
6418,Côte d'Ivoire,From RDC,RDC,Truck,30,3400,45968,13,0.45,247,1414, Nashik,8608
4462,Nigeria,From RDC,RDC,Air Charter,30,22826,228260,10,0.33,2500,8736, Nashik,7134
516,Vietnam,Direct Drop,CIP,Air,60,480,3360,7,0.12,3622,9181,France,9916
3616,Uganda,Direct Drop,EXW,Air,30,196,439,2,0.07,12,-83,India,5524
139,Vietnam,Direct Drop,EXW,Air,30,150,1950,13,0.43,30,3111,India,3157
5218,Uganda,From RDC,RDC,Truck,30,6600,131472,19,0.66,720,3647, Nashik,4961
5724,Nigeria,From RDC,RDC,Air Charter,30,19573,264626,13,0.45,1947,27812,India,7633
2955,South Africa,Direct Drop,DDP,Truck,90,47,857,18,0.2,3622,9181,India,8074
463,Vietnam,Direct Drop,EXW,Air,60,1300,10075,7,0.13,270,2850,India,3157
4334,Rwanda,From RDC,RDC,Truck,60,20124,45480,2,0.04,3622,9181,India,5921
3834,Zambia,From RDC,RDC,Air,60,10131,23605,2,0.04,493,1859,India,6906
594,Côte d'Ivoire,From RDC,RDC,Air,60,12833,94964,7,0.12,1316,2056,India,9091
450,Nigeria,Direct Drop,FCA,Air,120,159,6534,41,0.34,3622,9181,Germany,4614
3182,South Africa,Direct Drop,DDP,Truck,30,228,7598,33,1.11,3622,9181,India,8074
5402,Tanzania,From RDC,RDC,Air,100,28464,37003,1,0.01,3622,9181,India,5659
312,South Africa,Direct Drop,DDP,Air,200,500,1000,2,0.01,3622,9181,India,8074
5125,Haiti,From RDC,RDC,Air,240,1069,2052,1,0.01,396,5036,India,14446
4256,Mozambique,From RDC,RDC,Truck,240,60968,118887,1,0.01,3622,9181,India,6624
451,Vietnam,Direct Drop,EXW,Air,60,19392,130896,6,0.11,1899,4209,India,3157
5239,Zimbabwe,From RDC,RDC,Truck,60,76,224,2,0.05,248,-519,India,6980
890,Nigeria,From RDC,RDC,Air,60,1887,17832,9,0.16,273,1446,India,7633
5564,Zimbabwe,From RDC,RDC,Truck,240,808,10100,12,0.05,298,360,India,6980
4507,Zambia,From RDC,RDC,Truck,30,28271,127784,4,0.15,2507,8553,India,6906
5763,Uganda,From RDC,RDC,Truck,30,101900,978240,9,0.32,3622,9181, Nashik,4961
6078,Haiti,From RDC,RDC,Air,60,16374,110197,6,0.11,3622,9181, Nashik,14325
999,Côte d'Ivoire,From RDC,RDC,Air,60,70000,212800,3,0.05,3681,9666,India,9091
389,South Africa,Direct Drop,DDP,Air,200,650,741,1,0.01,3622,9181,France,8670
2330,Vietnam,Direct Drop,EXW,Air,30,4536,34020,7,0.25,266,2678, Nashik,3641
1476,Zambia,From RDC,RDC,,240,350,7525,21,0.09,124,-126,India,6906
2240,South Africa,Direct Drop,DDP,Truck,200,500,3894,7,0.04,3622,9181,Canada,15035
5834,Nigeria,From RDC,RDC,Air,60,33000,289080,8,0.15,2654,9181, Nashik,7134
5842,Nigeria,From RDC,RDC,Air Charter,60,2300,37812,16,0.27,336,5147,India,7633
5413,Mozambique,From RDC,RDC,Truck,60,74930,607682,8,0.14,9100,5507, Nashik,6074
5473,Uganda,From RDC,RDC,Truck,60,19942,223749,11,0.19,3622,9181,India,5524
4035,Côte d'Ivoire,From RDC,RDC,Truck,30,30196,96929,3,0.11,3591,4153,India,9091
758,Tanzania,From RDC,RDC,Truck,60,123317,912545,7,0.12,13253,63506,India,5659
3309,Uganda,Direct Drop,EXW,Air,30,961,1201,1,0.04,53,203,India,5524
5677,"Congo, DRC",From RDC,RDC,Air,60,40,160,4,0.07,3622,9181, Nashik,6020
1293,Côte d'Ivoire,From RDC,RDC,Air,30,998,26197,26,0.88,3622,9181, Port Elizabeth,5690
5719,Zimbabwe,From RDC,RDC,Truck,60,51747,116948,2,0.04,3622,9181,India,6980
5429,Uganda,From RDC,RDC,Truck,120,3663,69230,18,0.16,3622,9181,Germany,5868
1907,Haiti,Direct Drop,FCA,Air,120,15560,287393,18,0.15,3834,15386,Germany,7877
4454,Côte d'Ivoire,From RDC,RDC,Air,60,9009,67837,7,0.13,3622,9181, Nashik,8608
5192,Zambia,From RDC,RDC,Truck,60,3653,19835,5,0.09,3622,9181,India,6906
368,Rwanda,Direct Drop,CIP,Air,60,45168,414642,9,0.15,3953,22071,India,5921
1937,South Africa,Direct Drop,DDP,Truck,30,540,25796,47,1.59,3622,9181, Port Elizabeth,573
1151,Mozambique,From RDC,RDC,Air,60,9838,172165,17,0.29,3622,9181,India,6624
4104,Côte d'Ivoire,From RDC,RDC,Air,60,6050,17545,2,0.05,442,4028,India,9091
2916,South Africa,Direct Drop,DDP,Truck,240,34,932,27,0.11,3622,9181,India,8074
6393,Nigeria,From RDC,RDC,Air Charter,120,50000,1089000,21,0.18,3622,9181,India,7633
191,South Africa,Direct Drop,DDP,Air,90,824,15515,18,0.21,3622,9181,India,8074
5135,Nigeria,From RDC,RDC,Air Charter,60,20,122,6,0.1,2,9181,India,7633
6496,Nigeria,From RDC,RDC,Air Charter,60,15000,97800,6,0.11,1547,2410,India,7633
174,South Africa,Direct Drop,DDP,Truck,60,1350,6979,5,0.09,3622,9181,France,8670
4215,Uganda,From RDC,RDC,Truck,30,15155,62438,4,0.14,3622,9181,India,5524
3932,Zambia,From RDC,RDC,Truck,60,2548,33022,12,0.22,3090,10188,India,6906
4287,Côte d'Ivoire,From RDC,RDC,Truck,60,10080,27820,2,0.05,5466,18079, Nashik,8608
2477,South Africa,Direct Drop,DDP,Air,30,63785,498798,7,0.26,4141,4404,India,8074
2292,Uganda,Direct Drop,CIP,Air,120,807,53746,66,0.55,119,-679, Port Elizabeth,3989
5648,Haiti,From RDC,RDC,Air,60,3024,6834,2,0.04,3622,9181,India,14446
6322,Haiti,From RDC,RDC,Air,60,432,1274,2,0.05,3622,9181,India,14446
3328,Uganda,Direct Drop,EXW,Ocean,60,165374,1339529,8,0.13,3622,9181, Nashik,4961
3014,South Africa,Direct Drop,DDP,Truck,60,4500,20364,4,0.08,3622,9181,India,8074
1164,Zambia,From RDC,RDC,,60,60060,372372,6,0.1,3622,9181,India,6906
3181,Tanzania,Direct Drop,EXW,Ocean,30,65763,821379,12,0.42,8182,6814, Nashik,5091
3159,Haiti,Direct Drop,EXW,Air,60,2460,17220,7,0.12,173,312,India,14446
4828,Mozambique,From RDC,RDC,Air,60,3000,7980,2,0.04,210,894,India,6624
4581,Zambia,From RDC,RDC,Truck,60,50000,269000,5,0.09,10381,7510,India,6906
1661,Uganda,From RDC,RDC,Air,60,6500,48100,7,0.12,667,2609,India,5524
508,South Africa,Direct Drop,DDP,Air,60,3344,23675,7,0.12,3622,9181,India,8074
166,South Africa,Direct Drop,DDP,,30,30,1271,42,1.41,3622,9181, Port Elizabeth,573
5459,Côte d'Ivoire,From RDC,RDC,Air,60,4000,85680,21,0.36,3622,9181, Nashik,8608
4447,Nigeria,From RDC,RDC,Air Charter,30,11807,138732,11,0.39,952,9181, Nashik,7134
3049,Vietnam,Direct Drop,FCA,Air,120,4400,267608,60,0.51,1073,475,Germany,9157
4999,Zambia,From RDC,RDC,Truck,30,176213,2283720,12,0.43,19962,30401, Nashik,6339
103,Rwanda,Direct Drop,CIP,Air,60,47879,569281,11,0.2,5311,29408,India,5921
2858,Côte d'Ivoire,Direct Drop,FCA,Air,120,10560,381849,36,0.3,2598,14873,Germany,5008
3753,South Africa,Direct Drop,DDP,Ocean,30,11711,80923,6,0.23,1093,4460,India,8074
5714,Côte d'Ivoire,From RDC,RDC,Truck,60,1821,3168,1,0.03,3622,9181,India,9091
1752,Zambia,From RDC,RDC,Truck,30,22059,137206,6,0.21,3622,9181,India,6906
6383,Mozambique,From RDC,RDC,Truck,60,67609,650398,9,0.16,3622,9181,India,6624
4247,Zambia,From RDC,RDC,Truck,30,46190,190302,4,0.14,4539,3496,India,6906
1658,Haiti,From RDC,RDC,Air,60,3000,24450,8,0.14,3622,9181,India,14446
152,Vietnam,Direct Drop,EXW,Air,240,1000,5050,5,0.02,3822,24124,India,3157
6421,Zambia,From RDC,RDC,Truck,120,45711,924276,20,0.17,3622,9181,Germany,7464
1583,Nigeria,From RDC,RDC,Ocean,60,13334,152007,11,0.19,1626,16096, Nashik,7134
2722,South Africa,Direct Drop,DDP,Truck,30,5000,177172,35,1.18,3622,9181, Nashik,7527
5136,Nigeria,From RDC,RDC,Air Charter,60,20000,224400,11,0.19,2347,8736,India,7633
5294,Tanzania,From RDC,RDC,Air,30,90000,342900,3,0.13,7867,20567,India,5659
5057,Uganda,From RDC,RDC,Truck,120,3426,69273,20,0.17,698,1676,Germany,5868
2209,Zambia,Direct Drop,EXW,Air,60,40000,240000,6,0.1,3533,19188,India,6906
3127,Tanzania,Direct Drop,EXW,Air,60,33022,268468,8,0.14,4190,15066,India,5659
4523,Uganda,From RDC,RDC,Air,30,720,14342,19,0.66,79,1305, Nashik,4961
1822,South Africa,Direct Drop,DDP,Truck,30,6,71,11,0.39,3622,9181,India,8074
5004,Zambia,From RDC,RDC,Truck,60,2997,6773,2,0.04,2764,3356,India,6906
6008,"Congo, DRC",From RDC,RDC,Air,240,738,1549,2,0.01,3622,9181,India,6583
309,Vietnam,Direct Drop,CIP,Air,60,260,3315,12,0.21,56,1246,France,9916
4076,Côte d'Ivoire,From RDC,RDC,Truck,30,10000,31200,3,0.1,24636,45181,India,9091
2879,South Africa,Direct Drop,DDP,Truck,60,73,667,9,0.15,3622,9181,India,8074
4395,Zimbabwe,From RDC,RDC,Truck,60,19996,78984,3,0.07,1119,417, Nashik,6420
495,South Africa,Direct Drop,DDP,Air,60,5550,68098,12,0.2,3622,9181,India,8074
205,Vietnam,Direct Drop,EXW,Air,30,6552,42588,6,0.22,524,3453, Nashik,3641
1434,Zambia,From RDC,RDC,Truck,30,92000,1058000,11,0.38,7579,5759, Nashik,6339
1135,Côte d'Ivoire,From RDC,RDC,,60,9000,67500,7,0.12,969,2155,India,9091
868,Haiti,From RDC,RDC,Air,60,120,180,1,0.02,3622,9181,India,14446
305,Côte d'Ivoire,Direct Drop,EXW,Air,1000,12,629,52,0.05,12,-464,India,9091
1849,South Africa,Direct Drop,DDP,Ocean,90,1515,15119,9,0.11,201,3134,India,8074
2641,"Congo, DRC",Direct Drop,EXW,Air,30,1014,1267,1,0.04,3622,9181,India,6583
1988,South Africa,Direct Drop,DDP,Ocean,240,3971,8418,2,0.01,1472,2524,India,8074
6339,Côte d'Ivoire,From RDC,RDC,Air,60,620,8153,13,0.22,3622,9181, Nashik,8608
1534,Haiti,From RDC,RDC,Air,60,3115,25387,8,0.14,178,1599,India,14446
843,Uganda,From RDC,RDC,Air,30,1717,21325,12,0.41,3622,9181,India,5524
1987,Côte d'Ivoire,Direct Drop,CIP,Air,60,415,2905,7,0.12,3622,9181,France,4338
3501,South Africa,Direct Drop,DDP,Truck,30,172,457,2,0.09,3622,9181,India,8074
5647,Zimbabwe,From RDC,RDC,Truck,30,810,11307,13,0.47,52,600, Nashik,6420
3002,Haiti,Direct Drop,EXW,Air,60,384,1121,2,0.05,20,-50,India,14446
4993,Nigeria,From RDC,RDC,Air Charter,60,41222,288554,7,0.12,3622,9181,India,7633
1538,Zimbabwe,From RDC,RDC,Truck,60,6295,51304,8,0.14,3622,9181,India,6980
211,South Africa,Direct Drop,DDP,Truck,30,300,7440,24,0.83,3622,9181, Port Elizabeth,573
1957,Haiti,Direct Drop,EXW,Air,120,5240,157200,30,0.25,3622,9181,India,14446
4233,Nigeria,From RDC,RDC,Air,60,84000,924000,11,0.18,11160,86294, Nashik,7134
3700,Haiti,Direct Drop,EXW,Ocean,30,35616,126436,3,0.12,3622,9181,India,14446
3658,South Africa,Direct Drop,DDP,Truck,30,125,1949,15,0.52,3622,9181,India,8074
3405,South Africa,Direct Drop,DDP,Truck,30,141,2682,19,0.63,3622,9181,India,8074
1349,Nigeria,From RDC,RDC,Air,60,307,893,2,0.05,3622,9181,India,7633
2522,South Africa,Direct Drop,DDP,Truck,90,12,59,4,0.06,3622,9181,France,8670
4962,Côte d'Ivoire,From RDC,RDC,Truck,120,17500,539350,30,0.26,6649,26350,Germany,5008
680,Côte d'Ivoire,From RDC,RDC,,60,1051,37625,35,0.6,373,850,India,9091
180,South Africa,Direct Drop,DDP,Truck,60,130,644,4,0.08,3622,9181,France,8670
6188,Uganda,From RDC,RDC,Air,30,2000,20000,10,0.33,168,905, Nashik,4961
2628,South Africa,Direct Drop,DDP,Ocean,30,97753,238517,2,0.08,5778,13558,India,8074
6099,Côte d'Ivoire,From RDC,RDC,Truck,240,106,222,2,0.01,3622,9181,India,9091
278,Vietnam,Direct Drop,EXW,Air,60,600,900,1,0.02,3622,9181,India,3157
2480,South Africa,Direct Drop,DDP,Ocean,30,3619,25007,6,0.23,338,5147,India,8074
289,South Africa,Direct Drop,DDP,Truck,60,4,56,14,0.23,3622,9181,France,8670
6040,Nigeria,From RDC,RDC,Air Charter,30,8917,29693,3,0.11,857,33218,India,7633
993,Nigeria,From RDC,RDC,Air,60,1200,23400,19,0.32,3622,9181,India,7633
2236,Haiti,Direct Drop,EXW,Ocean,100,1200,5520,4,0.05,6433,6727,India,14446
3751,South Africa,Direct Drop,DDP,Truck,60,98,691,7,0.12,3622,9181,India,8074
3625,Haiti,Direct Drop,EXW,Ocean,240,1650,2359,1,0.01,3622,9181,India,14446
4836,Nigeria,From RDC,RDC,Air,60,4674,40944,8,0.15,376,9181, Nashik,7134
5199,Côte d'Ivoire,From RDC,RDC,Truck,30,9920,108326,10,0.36,3622,9181, Nashik,8608
4112,Côte d'Ivoire,From RDC,RDC,Air,240,400,5856,14,0.06,146,4254,India,9091
270,Vietnam,Direct Drop,EXW,Air,30,38300,641525,16,0.56,3622,9181,India,3157
3752,South Africa,Direct Drop,DDP,Truck,60,15,289,19,0.32,3622,9181,India,8074
5302,Uganda,From RDC,RDC,Air,60,7126,55012,7,0.13,3622,9181, Nashik,4961
2646,South Africa,Direct Drop,DDP,Truck,90,25,659,26,0.29,3622,9181,India,8074
5039,Côte d'Ivoire,From RDC,RDC,Truck,30,4400,17776,4,0.13,11043,38329, Nashik,8608
111,Vietnam,Direct Drop,EXW,Air,30,8400,85596,10,0.34,613,2247, Nashik,3641
1391,Zambia,From RDC,RDC,Truck,30,50000,600500,12,0.4,3841,2558, Nashik,6339
220,Vietnam,Direct Drop,EXW,Air,60,800,1400,1,0.03,3622,9181,India,3157
3789,Nigeria,From RDC,RDC,Air Charter,30,8000,41040,5,0.17,687,9181,India,7633
83,Vietnam,Direct Drop,EXW,Air,240,1000,2100,2,0.01,3622,9181,India,3157
4030,Mozambique,From RDC,RDC,Truck,60,440,765,1,0.03,27,-200,India,6624
5362,Zambia,From RDC,RDC,Truck,30,100619,1237613,12,0.41,47387,29981,India,6906
461,Côte d'Ivoire,Direct Drop,CIP,Air,60,1389,7833,5,0.09,3622,9181,France,4338
5702,Zimbabwe,From RDC,RDC,Truck,60,290000,1087500,3,0.06,16192,17090, Nashik,6420
551,Zambia,From RDC,RDC,,120,3769,154905,41,0.34,821,3068,Germany,7464
3703,Vietnam,Direct Drop,EXW,Air,30,1344,10080,7,0.25,86,2573, Nashik,3641
3750,South Africa,Direct Drop,DDP,Ocean,60,130828,316603,2,0.04,6525,9984,India,8074
5455,Nigeria,From RDC,RDC,Air Charter,60,28,210,7,0.13,3622,9181,India,7633
3781,Zimbabwe,From RDC,RDC,Air,30,1900,9747,5,0.17,4000,2302,India,6980
6118,Côte d'Ivoire,From RDC,RDC,Truck,120,21497,422631,19,0.16,21,21007, Nashik,8608
3263,Haiti,Direct Drop,EXW,Air,30,3905,78100,20,0.67,3622,9181, Nashik,14325
2450,Vietnam,Direct Drop,EXW,Air,240,370,684,1,0.01,2998,3531,India,3157
2329,South Africa,Direct Drop,DDP,Air,60,7600,121448,15,0.27,782,1534,India,8074
2146,Nigeria,Direct Drop,EXW,Air,30,300,330,1,0.04,13,-635,Cyprus,3799
4698,Côte d'Ivoire,From RDC,RDC,Truck,60,2085,8340,4,0.07,699,7127, Nashik,8608
4176,Mozambique,From RDC,RDC,Truck,240,2823,5928,2,0.01,1098,2567,India,6624
650,Tanzania,From RDC,RDC,Truck,60,4794,122007,25,0.42,475,2588, Nashik,5091
708,Zimbabwe,From RDC,RDC,Air,60,37240,275576,7,0.12,4080,12317,India,6980
5543,Nigeria,From RDC,RDC,Air Charter,30,55488,605928,10,0.36,3622,9181, Nashik,7134
2855,Haiti,Direct Drop,EXW,Air,120,740,27750,37,0.31,203,1228,India,14446
6266,Zambia,From RDC,RDC,Truck,60,20000,317800,15,0.26,3622,9181, Nashik,6339
