,0
362,"  (0, 0)	-0.22679080041325675
  (0, 1)	2.436432902151333
  (0, 2)	2.031104974223575
  (0, 3)	-0.2280299846826724
  (0, 4)	-0.355659173060014
  (0, 5)	0.821556354775865
  (0, 6)	-0.28420143403131465
  (0, 10)	4.122731597850715
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
363,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.486728637907937
  (0, 2)	-0.45053596530570705
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	-0.0051983000057367924
  (0, 6)	2.719173749824235
  (0, 9)	3.712268167078368
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
364,"  (0, 0)	2.164456214062103
  (0, 1)	-0.5007346213300394
  (0, 2)	-0.4542364406445456
  (0, 3)	-0.4024812496821336
  (0, 4)	-0.6893189471787337
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
365,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.46602516241318487
  (0, 2)	-0.42915605480325314
  (0, 3)	-0.2716428009325377
  (0, 4)	-0.4223911278837579
  (0, 5)	-0.6817566217474907
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 28)	3.52330411772946
  (0, 40)	2.103542762656433"
366,"  (0, 0)	6.14986790485437
  (0, 1)	-0.5004761216360074
  (0, 2)	-0.45019353325942646
  (0, 3)	1.429257032812209
  (0, 4)	-0.4891230827075019
  (0, 5)	-0.6813710085689546
  (0, 6)	-1.2444982040163224
  (0, 11)	2.9141347293510997
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 44)	40.84524370662216"
367,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.3207013344227795
  (0, 2)	-0.37361854768431085
  (0, 3)	-0.4024812496821336
  (0, 4)	-0.32229319564814196
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
368,"  (0, 0)	-0.6253319694924834
  (0, 1)	0.4552912470893771
  (0, 2)	1.0619283905916692
  (0, 3)	0.03364691281651941
  (0, 4)	0.745418081531761
  (0, 5)	0.05765664809566298
  (0, 6)	-0.7714531737798052
  (0, 12)	4.963728285804211
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
369,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.21340046142727642
  (0, 2)	-0.2937794114744884
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.22219526341252607
  (0, 5)	-0.3437666707605159
  (0, 6)	-0.4953822511011884
  (0, 10)	4.122731597850715
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
370,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.36803027840283714
  (0, 2)	-0.4323898284015964
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.6893189471787337
  (0, 5)	-0.6424240775367989
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
371,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.4381071954577189
  (0, 2)	-0.42314140160326025
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.28892721823627
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.7065630681710622
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
372,"  (0, 0)	1.3673738759036498
  (0, 1)	-0.4996301226373569
  (0, 2)	-0.4511876908131443
  (0, 3)	0.16448536156611532
  (0, 4)	-0.45575710529562985
  (0, 5)	-0.6977595686567428
  (0, 6)	0.03948116376850999
  (0, 9)	3.712268167078368
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 31)	7.326117094120656"
373,"  (0, 0)	2.164456214062103
  (0, 1)	-0.45427517632081704
  (0, 2)	-0.44358514707596325
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.7226849245906055
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.5541289147588078
  (0, 12)	4.963728285804211
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
374,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.3790752653296629
  (0, 2)	-0.41282149388591716
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.5892210149431176
  (0, 5)	-0.0051983000057367924
  (0, 6)	-1.6154085118154096
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
375,"  (0, 0)	-0.22679080041325675
  (0, 1)	1.4962225150122437
  (0, 2)	0.06663860188210811
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	1.4414295392727983
  (0, 6)	-0.14750985061881458
  (0, 18)	4.3212117576229225
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 28)	3.52330411772946
  (0, 40)	2.103542762656433"
376,"  (0, 0)	-0.22679080041325675
  (0, 1)	1.1437229322412086
  (0, 2)	0.3767605276668635
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.5224890601193738
  (0, 5)	0.4531029626845309
  (0, 6)	-0.17592326964276123
  (0, 17)	4.372228959178189
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
377,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.48416714093980084
  (0, 2)	-0.4496025618247164
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
378,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.5007346213300394
  (0, 2)	-0.45333893729743924
  (0, 3)	0.2080981778159806
  (0, 4)	0.2449284203536814
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
379,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.34472387796019577
  (0, 2)	-0.21189120608450304
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.7065630681710622
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
380,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.14384611572507527
  (0, 2)	0.5280298841113119
  (0, 3)	-0.009965903433345894
  (0, 4)	-0.021999398941294282
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.3936314937857038
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
381,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4973271253632528
  (0, 2)	-0.45380287748917425
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.6893189471787337
  (0, 5)	-0.0051983000057367924
  (0, 6)	2.719173749824235
  (0, 9)	3.712268167078368
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
382,"  (0, 0)	0.5702915377451966
  (0, 1)	-0.024695684783848974
  (0, 2)	1.5706443339266019
  (0, 3)	1.0367416865634214
  (0, 4)	0.2449284203536814
  (0, 5)	0.2776489664505622
  (0, 6)	-0.9046890710947982
  (0, 8)	3.128039359299917
  (0, 19)	2.04362447656144
  (0, 25)	5.412630686041086
  (0, 27)	2.000575788029838
  (0, 39)	4.472436630062954"
383,"  (0, 0)	2.164456214062103
  (0, 1)	-0.50113412085718
  (0, 2)	-0.45438004118008263
  (0, 3)	-0.315255617182403
  (0, 4)	-0.6893189471787337
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
384,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.495353127699735
  (0, 2)	-0.4530600208726462
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.5224890601193738
  (0, 5)	-0.7018085070313729
  (0, 6)	-0.7065630681710622
  (0, 15)	3.339872017081845
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
385,"  (0, 0)	0.30459742502571213
  (0, 1)	-0.34199230922215
  (0, 2)	-0.430133643064409
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.7226849245906055
  (0, 5)	-0.4417124181087094
  (0, 6)	-0.17592326964276123
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
386,"  (0, 0)	-0.22679080041325675
  (0, 1)	1.575934420662867
  (0, 2)	1.525175433587813
  (0, 3)	-0.1844171684328071
  (0, 4)	-0.28892721823627
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.7065630681710622
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
387,"  (0, 0)	2.164456214062103
  (0, 1)	-0.4533351774334276
  (0, 2)	-0.44319853024951744
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.7226849245906055
  (0, 5)	-0.0051983000057367924
  (0, 6)	2.719173749824235
  (0, 9)	3.712268167078368
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 29)	4.537951372605795
  (0, 40)	2.103542762656433"
388,"  (0, 0)	0.5702915377451966
  (0, 1)	-0.49540012764410446
  (0, 2)	-0.42609073567928984
  (0, 3)	1.2548057678127478
  (0, 4)	0.3783923300011694
  (0, 5)	-0.6832990744616355
  (0, 6)	0.30672088864238656
  (0, 10)	4.122731597850715
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 39)	4.472436630062954"
389,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.10147009391138041
  (0, 2)	-0.3431200031752562
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 29)	4.537951372605795
  (0, 40)	2.103542762656433"
390,"  (0, 0)	2.164456214062103
  (0, 1)	-0.35230879701124895
  (0, 2)	-0.42033014496524707
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.7226849245906055
  (0, 5)	-0.2490986354298801
  (0, 6)	-0.2999440040310689
  (0, 7)	5.735178911963309
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
391,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.33381431890186203
  (0, 2)	-0.18506552142668367
  (0, 3)	0.03364691281651941
  (0, 4)	0.778784058943633
  (0, 5)	-0.26760806799961745
  (0, 6)	-0.9227354318262238
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
392,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.31304034349055565
  (0, 2)	-0.4004939402198161
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	0.3279714862495356
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
393,"  (0, 0)	0.5702915377451966
  (0, 1)	-0.4984081240837506
  (0, 2)	-0.44578886298670445
  (0, 3)	0.557000707814903
  (0, 4)	-0.055365376353166275
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.6177326374180188
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 39)	4.472436630062954"
394,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.45270067818443976
  (0, 2)	-0.3804892810000052
  (0, 3)	-0.009965903433345894
  (0, 4)	-0.021999398941294282
  (0, 5)	-0.6611263166958044
  (0, 6)	-0.9227354318262238
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
395,"  (0, 0)	0.5702915377451966
  (0, 1)	0.6737234885464952
  (0, 2)	2.5528609508047735
  (0, 3)	0.3825494428154418
  (0, 4)	-0.15546330858878218
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.10321937401141734
  (0, 11)	2.9141347293510997
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 28)	3.52330411772946
  (0, 40)	2.103542762656433"
396,"  (0, 0)	0.5702915377451966
  (0, 1)	-0.2025199743057438
  (0, 2)	0.20906547919598845
  (0, 3)	0.2517109940658459
  (0, 4)	-0.22219526341252607
  (0, 5)	-0.19646243655968948
  (0, 6)	-0.5744790662219047
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 39)	4.472436630062954"
397,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.49657512625334127
  (0, 2)	-0.4506823273900044
  (0, 3)	-0.2716428009325377
  (0, 4)	0.011366578470577714
  (0, 5)	-0.70007324772796
  (0, 6)	-0.7065630681710622
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
398,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.46602516241318487
  (0, 2)	-0.33993041435707816
  (0, 3)	0.6442263403146337
  (0, 4)	0.778784058943633
  (0, 5)	-0.0051983000057367924
  (0, 6)	-1.6154085118154096
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
399,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.28331287867686505
  (0, 2)	-0.4173283414627713
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.6893189471787337
  (0, 5)	-0.6202513197709677
  (0, 6)	-1.6154085118154096
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
400,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.5010636209406257
  (0, 2)	-0.45408731701148797
  (0, 3)	0.12087254531625001
  (0, 4)	0.9456139460029929
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
401,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4985256239446743
  (0, 2)	-0.4539464780247113
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.6559529697668617
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.5541289147588078
  (0, 12)	4.963728285804211
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
402,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4225502138714239
  (0, 2)	-0.37342523927108795
  (0, 3)	-0.1844171684328071
  (0, 4)	-0.2555612408243981
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.9227354318262238
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
403,"  (0, 0)	2.164456214062103
  (0, 1)	-0.40795673114470304
  (0, 2)	-0.4312189317272176
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.7226849245906055
  (0, 5)	-0.41973246693214633
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 29)	4.537951372605795
  (0, 40)	2.103542762656433"
404,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.4911231327064826
  (0, 2)	-0.44551823120819234
  (0, 3)	-0.2280299846826724
  (0, 4)	-0.355659173060014
  (0, 5)	-0.0051983000057367924
  (0, 6)	-1.4295693927939208
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
405,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.3899322524790108
  (0, 2)	-0.3992512432776688
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.28892721823627
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.8728199659733445
  (0, 14)	4.394704435480066
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 33)	2.46416498527817"
406,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.0862241839281034
  (0, 2)	-0.28117846448111494
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	-0.0051983000057367924
  (0, 6)	-0.3936314937857038
  (0, 17)	4.372228959178189
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
407,"  (0, 0)	2.164456214062103
  (0, 1)	-0.49102913281774363
  (0, 2)	-0.4521183327453746
  (0, 3)	-0.4897068821818642
  (0, 4)	-0.7226849245906055
  (0, 5)	-0.0051983000057367924
  (0, 6)	-1.6154085118154096
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
408,"  (0, 0)	-0.6253319694924834
  (0, 1)	1.1658599060392296
  (0, 2)	0.4330049912684496
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.2555612408243981
  (0, 5)	0.4706483623079277
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 29)	4.537951372605795
  (0, 40)	2.103542762656433"
409,"  (0, 0)	0.5702915377451966
  (0, 1)	-0.45500367545854387
  (0, 2)	-0.12375913894741769
  (0, 3)	2.0834492765601884
  (0, 4)	0.9456139460029929
  (0, 5)	-0.6102253771290266
  (0, 6)	0.6883822198559402
  (0, 16)	3.6741717998941303
  (0, 19)	2.04362447656144
  (0, 25)	5.412630686041086
  (0, 27)	2.000575788029838
  (0, 39)	4.472436630062954"
410,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.5012046207737342
  (0, 2)	-0.4543192871073554
  (0, 3)	0.2080981778159806
  (0, 4)	0.2449284203536814
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
411,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.37143777436962383
  (0, 2)	-0.28663252328276134
  (0, 3)	-0.05357871968321119
  (0, 4)	-0.15546330858878218
  (0, 5)	-0.430915249109696
  (0, 6)	-0.9227354318262238
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
412,"  (0, 0)	-0.22679080041325675
  (0, 1)	0.8833432404343374
  (0, 2)	0.9415883802628865
  (0, 3)	-0.1844171684328071
  (0, 4)	-0.28892721823627
  (0, 5)	0.5612674592639335
  (0, 6)	-0.6547277767084567
  (0, 14)	4.394704435480066
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
413,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.2892113716952337
  (0, 2)	-0.28849933024474256
  (0, 3)	-0.2716428009325377
  (0, 4)	-0.3890251504718859
  (0, 5)	-0.5153645352091226
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
414,"  (0, 0)	-0.22679080041325675
  (0, 1)	1.3082227375343582
  (0, 2)	1.931346786805512
  (0, 3)	-0.05357871968321119
  (0, 4)	-0.12209733117691018
  (0, 5)	1.799085762365119
  (0, 6)	-0.4953822511011884
  (0, 10)	4.122731597850715
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 33)	2.46416498527817"
415,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.45953917009019785
  (0, 2)	-0.36618445842150976
  (0, 3)	0.2517109940658459
  (0, 4)	1.2459077427098404
  (0, 5)	-0.6578486046782467
  (0, 6)	-0.7065630681710622
  (0, 15)	3.339872017081845
  (0, 19)	2.04362447656144
  (0, 24)	2.8738655875631265
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
416,"  (0, 0)	-0.6253319694924834
  (0, 1)	2.724542561136192
  (0, 2)	1.1452305089469421
  (0, 3)	-0.3588684334322683
  (0, 4)	-0.28892721823627
  (0, 5)	0.930299271123072
  (0, 6)	-0.6547277767084567
  (0, 14)	4.394704435480066
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
417,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.5004056217194531
  (0, 2)	-0.44929050681479943
  (0, 3)	1.6473211140615356
  (0, 4)	2.0466912005947675
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.19690686376605224
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 30)	2.0987118447552677
  (0, 32)	10.832093634122348"
418,"  (0, 0)	1.3673738759036498
  (0, 1)	-0.42139871523437183
  (0, 2)	-0.2952706478050651
  (0, 3)	0.16448536156611532
  (0, 4)	-0.45575710529562985
  (0, 5)	-0.508037884816935
  (0, 6)	-0.904305105972853
  (0, 8)	3.128039359299917
  (0, 19)	2.04362447656144
  (0, 21)	5.7001710839938475
  (0, 27)	2.000575788029838
  (0, 31)	7.326117094120656"
419,"  (0, 0)	2.164456214062103
  (0, 1)	0.6329275368337941
  (0, 2)	-0.18523397590106364
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.7226849245906055
  (0, 5)	2.6582319241437613
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
  (0, 19)	2.04362447656144
  (0, 23)	2.558776661823559
  (0, 29)	4.537951372605795
  (0, 40)	2.103542762656433"
420,"  (0, 0)	-0.22679080041325675
  (0, 1)	-0.30544985247488604
  (0, 2)	-0.3983178397966782
  (0, 3)	-0.4460940659319989
  (0, 4)	-0.6225869923549897
  (0, 5)	-0.6111894100753671
  (0, 6)	-0.7065630681710622
  (0, 15)	3.339872017081845
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
421,"  (0, 0)	-0.22679080041325675
  (0, 1)	1.2847227653496227
  (0, 2)	1.098629373616419
  (0, 3)	-0.2280299846826724
  (0, 4)	-0.355659173060014
  (0, 5)	1.0024089355093404
  (0, 6)	-0.14750985061881458
  (0, 18)	4.3212117576229225
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 30)	2.0987118447552677
  (0, 40)	2.103542762656433"
422,"  (0, 0)	-0.6253319694924834
  (0, 1)	0.2293860144775131
  (0, 2)	0.04181504007552604
  (0, 3)	-0.315255617182403
  (0, 4)	-0.12209733117691018
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.6630405218075553
  (0, 8)	3.128039359299917
  (0, 20)	2.0436244765614613
  (0, 26)	2.0436244765614613
  (0, 27)	2.000575788029838
  (0, 40)	2.103542762656433"
423,"  (0, 0)	-0.6253319694924834
  (0, 1)	-0.4998651223592043
  (0, 2)	-0.45188360110074677
  (0, 3)	0.12087254531625001
  (0, 4)	0.9789799234148648
  (0, 5)	-0.0051983000057367924
  (0, 6)	0.27254799278926156
  (0, 13)	2.5714532042009255
