country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
Côte d'Ivoire,From RDC,RDC,Air,240,6000,11520,1,0.01,3622,9181,India,9091
Vietnam,Direct Drop,EXW,Air,60,6493,11492,1,0.03,301,457,India,3157
South Africa,Direct Drop,DDP,Ocean,60,159000,443610,2,0.05,16729,24199,India,8074
Côte d'Ivoire,From RDC,RDC,Air,30,47614,196169,4,0.14,3453,8657,India,9091
"Congo, DRC",From RDC,RDC,Air,240,163,317,1,0.01,3622,9181,India,6583
Nigeria,Direct Drop,FCA,Air,120,5000,205500,41,0.34,1246,9490,Germany,4614
Zimbabwe,Direct Drop,EXW,Air,30,8000,180000,22,0.75,2460,12380,India,6980
Nigeria,From RDC,RDC,Air,30,41514,222515,5,0.18,4052,14459,India,7633
Nigeria,From RDC,RDC,Air,60,20000,224400,11,0.19,2406,5147,India,7633
South Africa,Direct Drop,DDP,Truck,30,32,475,14,0.5,3622,9181, Nashik,7527
Zimbabwe,Direct Drop,EXW,Ocean,60,204713,736966,3,0.06,11430,21059, Nashik,6420
Côte d'Ivoire,From RDC,RDC,Air,30,2610,58725,22,0.75,1195,7758, Nashik,8608
Haiti,From RDC,RDC,Air,60,180,2700,15,0.25,38,128,India,14446
Vietnam,Direct Drop,EXW,Air,60,19930,164422,8,0.14,3622,9181, Nashik,3641
Nigeria,From RDC,RDC,Air Charter,60,77333,867676,11,0.19,11276,42548,India,7633
Nigeria,From RDC,RDC,Air Charter,60,4314,49179,11,0.19,486,6445,India,7633
Nigeria,From RDC,RDC,Air Charter,60,2300,37812,16,0.27,336,5147,India,7633
Vietnam,Direct Drop,EXW,Air,60,3024,4384,1,0.02,202,615,India,3157
Nigeria,From RDC,RDC,Air Charter,60,15508,38925,2,0.04,1107,12398,India,7633
Côte d'Ivoire,From RDC,RDC,Air,60,9995,131434,13,0.22,3622,9181,India,9091
Vietnam,Direct Drop,EXW,Air,30,6552,42588,6,0.22,524,3453, Nashik,3641
Mozambique,From RDC,RDC,Air,60,17191,300842,17,0.29,3622,9181,India,6624
Mozambique,From RDC,RDC,Air,60,73012,540288,7,0.12,14083,10053,India,6624
Mozambique,From RDC,RDC,Truck,60,7700,86471,11,0.19,3622,9181, Nashik,6074
South Africa,Direct Drop,DDP,Ocean,60,6155,91894,14,0.25,590,-854,India,8074
Nigeria,From RDC,RDC,Air,30,21400,206082,9,0.32,3622,9181, Nashik,7134
Rwanda,Direct Drop,CIP,Air,60,34576,242032,7,0.12,3656,9500,India,5921
Rwanda,From RDC,RDC,Air,60,5869,65850,11,0.19,758,7929, Nashik,5355
Rwanda,From RDC,RDC,Truck,60,20124,45480,2,0.04,3622,9181,India,5921
Uganda,From RDC,RDC,Air,60,16575,145197,8,0.15,6843,6231, Nashik,4961
Uganda,From RDC,RDC,Air,240,11326,22085,1,0.01,4274,23213,India,5524
South Africa,Direct Drop,DDP,Truck,60,1800,5418,3,0.05,3622,9181,India,8074
Haiti,Direct Drop,FCA,Air,60,612,3635,5,0.1,76,286,Germany,7877
Mozambique,From RDC,RDC,Air,60,2510,9789,3,0.06,190,317,India,6624
Côte d'Ivoire,Direct Drop,CIP,Air,60,1887,17926,9,0.16,312,-219,France,4338
Rwanda,Direct Drop,CIP,Air,30,595,12048,20,0.68,87,-745,India,5921
Côte d'Ivoire,From RDC,RDC,Air,60,940,3290,3,0.06,69,4028, Nashik,8608
South Africa,Direct Drop,DDP,Truck,30,120,2745,22,0.76,3622,9181, Port Elizabeth,573
Zambia,From RDC,RDC,Air,60,32017,124866,3,0.06,2353,2210, Nashik,6339
Nigeria,From RDC,RDC,Air Charter,60,28,210,7,0.13,3622,9181,India,7633
Mozambique,From RDC,RDC,Truck,60,40070,324967,8,0.14,28111,17448, Nashik,6074
Haiti,From RDC,RDC,Air,200,1500,2100,1,0.01,235,2022,India,14446
South Africa,Direct Drop,DDP,Truck,240,26,493,19,0.08,3622,9181,India,8074
Zambia,From RDC,RDC,Truck,60,38000,589000,15,0.26,10847,14973, Nashik,6339
Mozambique,From RDC,RDC,Truck,240,24496,47767,1,0.01,9080,5483,India,6624
Vietnam,Direct Drop,EXW,Air,240,564,1099,1,0.01,5939,9770,India,3157
Zambia,From RDC,RDC,Truck,30,120200,2394384,19,0.66,13222,3471, Nashik,6339
South Africa,Direct Drop,DDP,Truck,90,190,4438,23,0.26,3622,9181,India,8074
Uganda,From RDC,RDC,Air,60,1300,3770,2,0.05,125,1697,India,5524
Haiti,From RDC,RDC,Air Charter,180,32,1600,50,0.28,3622,9181, Haarlem,7467
Haiti,Direct Drop,EXW,Air,30,8806,40419,4,0.15,979,5161,India,14446
Côte d'Ivoire,From RDC,RDC,Air,30,44000,88000,2,0.07,3622,9181,India,9091
Nigeria,From RDC,RDC,Air Charter,60,100000,258000,2,0.04,18672,24231,India,7633
South Africa,Direct Drop,DDP,Truck,120,23,592,25,0.21,3622,9181,Germany,8973
Nigeria,Direct Drop,CIP,Air,30,5900,297360,50,1.68,493,727, Haarlem,4754
Haiti,From RDC,RDC,Air,60,3150,25672,8,0.14,181,1944,India,14446
Mozambique,Direct Drop,CIP,Air,60,162,8991,55,0.92,3622,9181, Haarlem,8465
Rwanda,From RDC,RDC,Air,240,1489,18612,12,0.05,557,4044,India,5921
Tanzania,From RDC,RDC,Truck,60,9940,42245,4,0.07,562,5614, Nashik,5091
Tanzania,From RDC,RDC,Truck,30,31000,401760,12,0.43,3674,21904,India,5659
Haiti,From RDC,RDC,Air,180,325,5512,16,0.09,2085,22866, Haarlem,7467
Tanzania,From RDC,RDC,Truck,30,46066,500737,10,0.36,5175,2541, Nashik,5091
"Congo, DRC",From RDC,RDC,Air,60,2723,18325,6,0.11,3622,9181, Nashik,6020
South Africa,Direct Drop,DDP,Truck,30,2837,73030,25,0.86,3622,9181, Port Elizabeth,573
Uganda,From RDC,RDC,Truck,90,338,2467,7,0.08,25,-241,India,5524
Vietnam,Direct Drop,EXW,Air,30,18854,77301,4,0.14,1146,4977,India,3157
Zimbabwe,From RDC,RDC,Truck,60,9226,49635,5,0.09,3622,9181,India,6980
Uganda,From RDC,RDC,Air,60,3000,8190,2,0.05,3622,9181,India,5524
South Africa,Direct Drop,DDP,Truck,60,65,429,6,0.11,3622,9181,India,8074
Nigeria,From RDC,RDC,Air Charter,30,55488,605928,10,0.36,3622,9181, Nashik,7134
Vietnam,Direct Drop,EXW,Air,60,336,2520,7,0.12,3622,9181, Nashik,3641
Vietnam,Direct Drop,EXW,Air,30,3528,22932,6,0.22,383,162, Nashik,3641
Mozambique,Direct Drop,FCA,Air,60,616,4219,6,0.11,87,53,Germany,8163
Uganda,From RDC,RDC,Truck,60,5126,9841,1,0.03,3622,9181,India,5524
Vietnam,Direct Drop,EXW,Air,60,4032,34715,8,0.14,3622,9181,India,3157
South Africa,Direct Drop,DDP,Air,60,26400,77088,2,0.05,3113,4159,India,8074
South Africa,Direct Drop,DDP,Ocean,30,136980,589014,4,0.14,10832,9283,India,8074
Zimbabwe,From RDC,RDC,Truck,30,20160,244137,12,0.4,2268,8405, Nashik,6420
South Africa,Direct Drop,DDP,Ocean,30,87018,394191,4,0.15,3622,9181,India,8074
Haiti,From RDC,RDC,Air,100,588,2940,5,0.05,3622,9181,India,14446
"Congo, DRC",From RDC,RDC,Air,90,510,4743,9,0.1,3622,9181,India,6583
South Africa,Direct Drop,DDP,Truck,60,13,287,22,0.37,3622,9181,India,8074
Nigeria,From RDC,RDC,Air,60,1001,9359,9,0.16,82,151, Nashik,7134
Haiti,Direct Drop,CIP,Air,180,180,3052,16,0.09,3622,9181, Haarlem,7467
Uganda,From RDC,RDC,Air,60,75,255,3,0.06,10,865,India,5524
Zimbabwe,From RDC,RDC,Truck,30,4200,17724,4,0.14,257,-680,India,6980
Tanzania,Direct Drop,EXW,Air,90,9959,92618,9,0.1,630,2416,India,5659
Côte d'Ivoire,Direct Drop,EXW,Air,60,2080,58240,28,0.47,316,2095, Nashik,8608
South Africa,Direct Drop,DDP,Ocean,90,22643,225977,9,0.11,3000,3573,India,8074
Nigeria,From RDC,RDC,Air Charter,60,26616,303422,11,0.19,2993,14128,India,7633
Zimbabwe,Direct Drop,EXW,Air Charter,60,55000,114400,2,0.03,5810,45213,India,6980
South Africa,Direct Drop,DDP,Truck,30,12,261,21,0.73,3622,9181,India,8074
Rwanda,Direct Drop,EXW,Air,240,1992,4183,2,0.01,777,5400,India,5921
Nigeria,From RDC,RDC,Air Charter,30,8326,53119,6,0.21,3622,9181,India,7633
Nigeria,From RDC,RDC,Air Charter,180,400,20000,50,0.28,89,6329, Haarlem,4754
Vietnam,Direct Drop,EXW,Air,60,1200,9300,7,0.13,249,2719,India,3157
Uganda,From RDC,RDC,Air,240,4296,9021,2,0.01,1600,9314,India,5524
Nigeria,From RDC,RDC,Air Charter,120,19100,360990,18,0.16,4710,7228,Germany,4614
Mozambique,From RDC,RDC,Air,60,29959,524282,17,0.29,3622,9181,India,6624
South Africa,Direct Drop,DDP,Truck,60,3,197,65,1.1,3622,9181, Haarlem,9211
Tanzania,From RDC,RDC,Truck,60,1975,4542,2,0.04,3622,9181,India,5659
Mozambique,From RDC,RDC,Truck,240,2823,5928,2,0.01,1098,2567,India,6624
Uganda,From RDC,RDC,Air,90,257,1876,7,0.08,3622,9181,India,5524
South Africa,Direct Drop,DDP,Truck,240,12,94,7,0.03,3622,9181,India,8074
Nigeria,From RDC,RDC,Air Charter,60,6000,16380,2,0.05,577,9181,India,7633
Mozambique,From RDC,RDC,Air,30,1844,6306,3,0.11,3622,9181,Puerto Rico,11824
Uganda,From RDC,RDC,Air,60,3000,26280,8,0.15,3622,9181, Nashik,4961
Uganda,From RDC,RDC,Air,60,90,675,7,0.12,4,-479,India,5524
Nigeria,From RDC,RDC,Air Charter,90,1000,10070,10,0.11,119,9181,India,7633
Mozambique,Direct Drop,CIP,Air,84,520,5366,10,0.12,149,9181,France,8017
Mozambique,From RDC,RDC,Air,60,98396,700579,7,0.12,7426,1400,India,6624
Nigeria,From RDC,RDC,Air Charter,60,905,6787,7,0.12,47,9181, Nashik,7134
Nigeria,From RDC,RDC,Air,60,16610,220580,13,0.22,1832,10815,India,7633
Rwanda,Direct Drop,EXW,Ocean,30,131704,683543,5,0.17,10116,23250, Nashik,5355
South Africa,Direct Drop,DDP,Truck,60,19,574,30,0.5,3622,9181,India,8074
Nigeria,From RDC,RDC,Air Charter,60,142000,1218360,8,0.14,3622,9181,India,7633
Mozambique,From RDC,RDC,Truck,120,49000,926100,18,0.16,11107,4982,Germany,8163
Uganda,From RDC,RDC,Air,60,1511,10879,7,0.12,205,1202,India,5524
Mozambique,From RDC,RDC,Truck,30,76236,821824,10,0.36,3622,9181, Nashik,6074
South Africa,Direct Drop,DDP,Truck,60,82,4392,53,0.89,3622,9181,India,8074
South Africa,Direct Drop,DDP,Truck,120,12,424,35,0.29,3622,9181, Latina,7877
Rwanda,From RDC,RDC,Air,240,580,7250,12,0.05,214,1057,India,5921
Vietnam,Direct Drop,EXW,Air,240,837,1548,1,0.01,526,5368,India,3157
South Africa,Direct Drop,DDP,Truck,30,12,281,23,0.78,3622,9181,India,8074
Mozambique,From RDC,RDC,Truck,30,30860,99060,3,0.11,19965,13767,India,6624
South Africa,Direct Drop,DDP,Truck,30,1000,17020,17,0.57,3622,9181,India,8074
Zimbabwe,Direct Drop,EXW,Air,30,9810,132336,13,0.45,962,5773, Nashik,6420
Côte d'Ivoire,From RDC,RDC,Truck,60,18800,70500,3,0.06,802,3625,India,9091
Zimbabwe,From RDC,RDC,Truck,30,5900,26668,4,0.15,12810,14919,India,6980
Zimbabwe,From RDC,RDC,Truck,60,7867,57193,7,0.12,704,24568,India,6980
"Congo, DRC",From RDC,RDC,Air,60,980,1705,1,0.03,3622,9181,India,6583
Haiti,From RDC,RDC,Air,60,2305,5624,2,0.04,126,350,India,14446
Zimbabwe,Direct Drop,EXW,Ocean,60,41840,248529,5,0.1,4528,24189,Germany,7939
Uganda,From RDC,RDC,Air,60,4400,49368,11,0.19,527,3549,India,5524
Zambia,From RDC,RDC,Truck,60,1209,2696,2,0.04,609,2526,India,6906
"Congo, DRC",From RDC,RDC,Air,60,21,54,2,0.04,3622,9181,India,6583
Tanzania,From RDC,RDC,Truck,120,3679,123614,33,0.28,932,698,India,5659
Côte d'Ivoire,From RDC,RDC,Air,60,9500,38000,4,0.07,449,2051,India,9091
Côte d'Ivoire,From RDC,RDC,Air,30,1276,29348,23,0.77,117,83,India,9091
"Congo, DRC",From RDC,RDC,Air,60,1500,12390,8,0.14,147,182,India,6583
South Africa,Direct Drop,DDP,Truck,30,3,90,30,1.01,3622,9181,India,8074
Côte d'Ivoire,Direct Drop,FCA,Air,120,7600,274816,36,0.3,3622,9181,Germany,5008
South Africa,Direct Drop,DDP,Truck,60,8000,36968,4,0.08,3622,9181,India,8074
Mozambique,From RDC,RDC,Truck,60,17000,121040,7,0.12,4374,799,India,6624
Tanzania,From RDC,RDC,Air,100,28464,37003,1,0.01,3622,9181,India,5659
Côte d'Ivoire,From RDC,RDC,Air,30,6000,79680,13,0.44,3622,9181, Nashik,8608
Côte d'Ivoire,From RDC,RDC,Truck,60,17320,40355,2,0.04,1721,7758,India,9091
Zambia,From RDC,RDC,Air,60,16539,40355,2,0.04,796,3234,India,6906
"Congo, DRC",Direct Drop,EXW,Air,30,171,1453,8,0.28,81,1782,India,6583
South Africa,Direct Drop,DDP,Truck,30,251,4996,19,0.66,3622,9181,India,8074
Vietnam,Direct Drop,EXW,Air,60,35000,152250,4,0.07,3622,9181,India,3157
Nigeria,From RDC,RDC,Air Charter,30,8000,41040,5,0.17,687,9181,India,7633
"Congo, DRC",From RDC,RDC,Air,60,900,1791,1,0.03,3622,9181, Nashik,6020
Tanzania,Direct Drop,FCA,Air,60,1956,11618,5,0.1,230,1215,Germany,6837
Côte d'Ivoire,From RDC,RDC,Air,60,9024,60099,6,0.11,680,1698,India,9091
Nigeria,From RDC,RDC,Air,30,45000,1181250,26,0.88,3951,10584, Port Elizabeth,5168
"Congo, DRC",From RDC,RDC,Air,240,6032,11762,1,0.01,2572,15754,India,6583
Tanzania,From RDC,RDC,Air,120,2580,106038,41,0.34,587,153,Germany,6837
"Congo, DRC",From RDC,RDC,Air,60,226,2486,11,0.18,3622,9181, Nashik,6020
Vietnam,Direct Drop,EXW,Air,30,30339,348595,11,0.38,3419,14006, Nashik,3641
Uganda,Direct Drop,EXW,Air,30,1946,29190,15,0.5,122,249, Nashik,4961
Uganda,From RDC,RDC,Air,120,8494,210311,24,0.21,2089,16032,India,5524
Nigeria,From RDC,RDC,Air Charter,60,40000,284800,7,0.12,2970,6329,India,7633
Zimbabwe,From RDC,RDC,Truck,60,76000,541120,7,0.12,3622,9181,India,6980
Nigeria,From RDC,RDC,Air Charter,30,105014,1437641,13,0.46,13392,36242, Nashik,7134
South Africa,Direct Drop,DDP,Truck,200,4500,12317,2,0.01,3622,9181,India,8074
Uganda,From RDC,RDC,Truck,60,69202,776446,11,0.19,9299,53009,India,5524
Côte d'Ivoire,From RDC,RDC,Air,60,10500,39375,3,0.06,574,3063,India,9091
Mozambique,From RDC,RDC,Air,240,2744,6695,2,0.01,3622,9181,India,6624
Zimbabwe,From RDC,RDC,Truck,30,1860,23101,12,0.41,3951,12788,India,6980
Nigeria,From RDC,RDC,Air Charter,60,342,834,2,0.04,17,9181,India,7633
Côte d'Ivoire,Direct Drop,CIP,Air,60,415,2905,7,0.12,3622,9181,France,4338
South Africa,Direct Drop,DDP,Truck,60,450,10244,22,0.38,3622,9181,India,8074
South Africa,Direct Drop,DDP,Truck,60,1200,5772,4,0.08,3622,9181,South Africa,0
Tanzania,From RDC,RDC,Truck,100,56540,73502,1,0.01,3622,9181,India,5659
"Congo, DRC",From RDC,RDC,Air,60,965,3474,3,0.06,3622,9181,India,6583
Nigeria,From RDC,RDC,Air,60,187168,1444936,7,0.13,18234,50090,India,7633
Haiti,From RDC,RDC,Air,240,2757,5789,2,0.01,1038,10774,India,14446
Rwanda,From RDC,RDC,Air,240,33792,65894,1,0.01,12605,71991,India,5921
Mozambique,From RDC,RDC,Truck,60,23100,87780,3,0.06,3622,9181,India,6624
South Africa,Direct Drop,DDP,Ocean,60,33207,242411,7,0.12,1720,2787,India,8074
Vietnam,Direct Drop,FCA,Air,120,7078,430483,60,0.51,1724,4248,Germany,9157
Haiti,From RDC,RDC,Air,30,1528,3422,2,0.07,3622,9181,India,14446
Côte d'Ivoire,From RDC,RDC,Truck,240,106,222,2,0.01,3622,9181,India,9091
South Africa,Direct Drop,DDP,Air,240,346,1954,5,0.02,3622,9181,India,8074
South Africa,Direct Drop,DDP,Truck,30,152,2218,14,0.49,3622,9181,India,8074
Haiti,Direct Drop,CIP,Air,180,28,1400,50,0.28,7,-710, Haarlem,7467
Vietnam,Direct Drop,EXW,Air,60,520,13000,25,0.42,137,4260,India,3157
Uganda,From RDC,RDC,Truck,30,15155,62438,4,0.14,3622,9181,India,5524
Nigeria,From RDC,RDC,Air Charter,60,10000,26600,2,0.04,549,8736,India,7633
Vietnam,Direct Drop,EXW,Air,60,30000,313500,10,0.17,10210,16392,India,3157
Nigeria,From RDC,RDC,Air Charter,30,2178,23522,10,0.36,3622,9181,India,7633
Nigeria,From RDC,RDC,Air Charter,60,67842,773398,11,0.19,7627,10492,India,7633
Uganda,From RDC,RDC,Air,60,5924,14869,2,0.04,1421,3322,India,5524
Haiti,Direct Drop,EXW,Air,30,1000,18000,18,0.6,133,604,India,14446
South Africa,Direct Drop,DDP,Truck,30,38,428,11,0.38,3622,9181,India,8074
Côte d'Ivoire,Direct Drop,FCA,Air,60,5900,35046,5,0.1,701,6008,Germany,5008
Uganda,From RDC,RDC,Truck,60,50000,413000,8,0.14,3622,9181,India,5524
Zimbabwe,From RDC,RDC,Truck,60,61591,255602,4,0.07,2641,3529,India,6980
Rwanda,Direct Drop,EXW,Air,60,35820,256113,7,0.12,3114,17779,India,5921
Zambia,Direct Drop,EXW,Air,60,38534,423874,11,0.18,3622,9181,India,6906
Zimbabwe,Direct Drop,EXW,Air,90,5291,23386,4,0.05,800,4697,India,6980
Mozambique,From RDC,RDC,Truck,30,7044,74102,10,0.35,3622,9181, Nashik,6074
Vietnam,Direct Drop,FCA,Air,30,400,9304,23,0.78,40,-358,Germany,9157
Côte d'Ivoire,From RDC,RDC,Truck,60,7925,21080,2,0.04,18041,7953,India,9091
South Africa,Direct Drop,DDP,Truck,60,12,216,18,0.3,3622,9181,India,8074
Mozambique,From RDC,RDC,Truck,60,20000,224400,11,0.19,3622,9181, Nashik,6074
Zambia,From RDC,RDC,Truck,60,31240,273662,8,0.15,2832,3897,India,6906
Côte d'Ivoire,From RDC,RDC,Air,60,28170,319729,11,0.19,3622,9181,India,9091
Vietnam,Direct Drop,EXW,Air,60,5070,41827,8,0.14,3622,9181, Nashik,3641
Mozambique,From RDC,RDC,Truck,60,15000,97800,6,0.11,15659,9925,India,6624
Vietnam,Direct Drop,EXW,Air,30,48235,207410,4,0.14,3919,10372, Nashik,3641
Nigeria,From RDC,RDC,Air,90,87,1827,21,0.23,42,9181,India,7633
Nigeria,From RDC,RDC,Air Charter,60,129557,325188,2,0.04,14710,11601,India,7633
Vietnam,Direct Drop,EXW,Air,60,1556,4045,2,0.04,2113,9784, Nashik,3641
South Africa,Direct Drop,DDP,Truck,60,99,6830,68,1.15,3622,9181,India,8074
Uganda,From RDC,RDC,Air,30,29426,201568,6,0.23,2529,3031,India,5524
Vietnam,Direct Drop,EXW,Air,30,2016,27538,13,0.46,122,1867, Nashik,3641
South Africa,Direct Drop,DDP,Truck,30,9,196,21,0.73,3622,9181,India,8074
Zimbabwe,From RDC,RDC,Truck,30,78082,418519,5,0.18,3622,9181, Nashik,6420
South Africa,Direct Drop,DDP,Truck,60,82,5009,61,1.02,3622,9181,India,8074
Rwanda,From RDC,RDC,Air,30,200,710,3,0.12,12,301, Nashik,5355
Zambia,From RDC,RDC,Truck,30,169985,1665853,9,0.33,18994,20077, Nashik,6339
South Africa,Direct Drop,DDP,Ocean,60,150000,430500,2,0.05,9306,9511,India,8074
Haiti,From RDC,RDC,Air,240,4077,7746,1,0.01,1404,7329,India,14446
Haiti,From RDC,RDC,Air,60,5000,15200,3,0.05,3622,9181,India,14446
Côte d'Ivoire,From RDC,RDC,Air,240,2133,4479,2,0.01,1784,3017,India,9091
Haiti,Direct Drop,EXW,Ocean,60,33624,272354,8,0.13,3622,9181, Nashik,14325
Haiti,From RDC,RDC,Air,120,240,9864,41,0.34,3622,9181,Germany,7877
South Africa,Direct Drop,DDP,Truck,30,2700,52283,19,0.65,3622,9181,India,8074
Tanzania,From RDC,RDC,Air,30,3000,21900,7,0.24,269,647, Nashik,5091
Haiti,Direct Drop,EXW,Ocean,30,47970,676377,14,0.47,5438,22708, Nashik,14325
Rwanda,Direct Drop,EXW,Ocean,30,39330,511290,13,0.43,4426,65916, Nashik,5355
Haiti,From RDC,RDC,Air,30,36456,226756,6,0.21,3160,31104,India,14446
Uganda,From RDC,RDC,Air,30,1621,7699,4,0.16,3622,9181, Nashik,4961
South Africa,Direct Drop,DDP,Air,60,4023,46988,11,0.19,3622,9181,India,8074
Uganda,From RDC,RDC,Air,30,7300,50005,6,0.23,3622,9181,India,5524
Côte d'Ivoire,From RDC,RDC,Air,240,5800,12180,2,0.01,2177,4127,India,9091
South Africa,Direct Drop,DDP,Truck,30,125,1949,15,0.52,3622,9181,India,8074
Nigeria,From RDC,RDC,Air Charter,30,19356,261112,13,0.45,1960,6009, Nashik,7134
Vietnam,Direct Drop,EXW,Air,30,38300,641525,16,0.56,3622,9181,India,3157
Zimbabwe,From RDC,RDC,Truck,30,48072,171136,3,0.12,3622,9181, Nashik,6420
Haiti,Direct Drop,EXW,Air,30,2118,2647,1,0.04,134,987,India,14446
Haiti,From RDC,RDC,Air,240,160,2640,16,0.07,938,10340,India,14446
South Africa,Direct Drop,DDP,Truck,240,17,91,5,0.02,3622,9181,India,8074
Nigeria,From RDC,RDC,Air Charter,30,57749,630619,10,0.36,5554,12398,India,7633
Côte d'Ivoire,From RDC,RDC,Truck,60,43848,318774,7,0.12,3622,9181,India,9091
Vietnam,Direct Drop,EXW,Air,60,15000,38100,2,0.04,3622,9181,India,3157
Uganda,From RDC,RDC,Air,30,96480,321278,3,0.11,3622,9181,India,5524
Haiti,Direct Drop,EXW,Air,100,28,9800,350,3.5,109,-218,Thailand,16167
Haiti,From RDC,RDC,Air,240,2345,4455,1,0.01,3622,9181,India,14446
South Africa,Direct Drop,DDP,Truck,30,2157,33315,15,0.52,3622,9181,India,8074
South Africa,Direct Drop,DDP,Truck,240,446,10825,24,0.1,3622,9181,India,8074
Vietnam,Direct Drop,EXW,Air,60,5000,12500,2,0.04,3622,9181,India,3157
Vietnam,Direct Drop,EXW,Air,60,9000,21600,2,0.04,2228,8809,India,3157
South Africa,Direct Drop,DDP,Truck,120,62,1597,25,0.21,3622,9181,Germany,8973
South Africa,Direct Drop,DDP,Truck,60,19,515,27,0.45,3622,9181,India,8074
South Africa,Direct Drop,DDP,Air,120,3735,134385,35,0.3,3622,9181,Germany,8973
Zambia,From RDC,RDC,Truck,30,55000,660550,12,0.4,3925,1196, Nashik,6339
Haiti,From RDC,RDC,Air,90,210,3360,16,0.18,26,-3,India,14446
Zimbabwe,From RDC,RDC,Truck,60,4050,19035,4,0.08,3622,9181,India,6980
Zambia,From RDC,RDC,Truck,30,92000,1058000,11,0.38,7579,5759, Nashik,6339
South Africa,Direct Drop,DDP,Truck,30,154,1735,11,0.38,3622,9181,India,8074
Tanzania,Direct Drop,CIP,Air,240,132,1990,15,0.06,65,-367,Canada,13251
South Africa,Direct Drop,DDP,Ocean,30,58489,263785,4,0.15,4972,13439,India,8074
South Africa,Direct Drop,DDP,Truck,30,19,63,3,0.11,3622,9181,India,8074
South Africa,Direct Drop,DDP,Ocean,30,116218,526467,4,0.15,12410,9446,India,8074
Haiti,From RDC,RDC,Air,90,1000,15260,15,0.17,3622,9181,India,14446
Zambia,From RDC,RDC,Truck,60,120000,271200,2,0.04,11419,10941,India,6906
Rwanda,From RDC,RDC,Truck,60,11584,58962,5,0.08,1043,7819,India,5921
Haiti,Direct Drop,CIP,Air,180,342,5800,16,0.09,109,-710, Haarlem,7467
Nigeria,From RDC,RDC,Air,240,1283,3322,2,0.01,3622,9181,India,7633
Côte d'Ivoire,Direct Drop,CIP,Air,180,2000,100000,50,0.28,518,434, Haarlem,5009
Zambia,From RDC,RDC,Truck,30,110000,1100000,10,0.33,9221,7104, Nashik,6339
Zambia,From RDC,RDC,Air,240,1222,2175,1,0.01,825,5380,India,6906
Nigeria,From RDC,RDC,Air Charter,30,20000,398400,19,0.66,2181,19264, Nashik,7134
Côte d'Ivoire,From RDC,RDC,Truck,30,4292,16352,3,0.13,3622,9181,India,9091
Côte d'Ivoire,From RDC,RDC,Air,60,336,2614,7,0.13,27,845, Nashik,8608
Zambia,From RDC,RDC,Truck,30,60000,660000,11,0.37,5144,12853,India,6906
Haiti,Direct Drop,EXW,Air,30,2891,3613,1,0.04,156,887,India,14446
Nigeria,From RDC,RDC,Air Charter,60,11332,69238,6,0.1,855,9181,India,7633
"Congo, DRC",Direct Drop,EXW,Air,30,100,758,7,0.25,9,-266,India,6583
Rwanda,Direct Drop,CIP,Air,60,12730,246070,19,0.32,3622,9181,India,5921
Haiti,Direct Drop,EXW,Air,100,2100,10500,5,0.05,187,903,India,14446
Côte d'Ivoire,From RDC,RDC,Air,60,20000,196200,9,0.16,3622,9181,India,9091
Rwanda,From RDC,RDC,Truck,60,459,913,1,0.03,3622,9181,India,5921
Côte d'Ivoire,From RDC,RDC,Air,60,62410,700240,11,0.19,7701,26912,India,9091
Nigeria,From RDC,RDC,Air Charter,60,10773,94371,8,0.15,859,9181, Nashik,7134
Côte d'Ivoire,From RDC,RDC,Air,60,1620,2316,1,0.02,3622,9181,India,9091
Nigeria,Direct Drop,EXW,Air,60,25932,140810,5,0.09,1548,10663,India,7633
Zimbabwe,From RDC,RDC,Truck,30,20160,224784,11,0.37,2277,9942, Nashik,6420
Uganda,From RDC,RDC,Truck,120,8452,157545,18,0.16,3622,9181,Germany,5868
Nigeria,From RDC,RDC,Air Charter,120,15826,299111,18,0.16,3814,28674,Germany,4614
Vietnam,Direct Drop,EXW,Air,240,1000,2100,2,0.01,3622,9181,India,3157
Uganda,Direct Drop,CIP,Air,60,63,5764,91,1.52,7,-640, Haarlem,6190
South Africa,Direct Drop,DDP,Truck,30,1,22,22,0.75,3622,9181,India,8074
Zambia,From RDC,RDC,Truck,60,9100,29848,3,0.05,693,1997,India,6906
Côte d'Ivoire,Direct Drop,EXW,Air,30,3200,64000,20,0.67,430,2587, Nashik,8608
Zambia,From RDC,RDC,Truck,30,28271,127784,4,0.15,2507,8553,India,6906
Vietnam,Direct Drop,FCA,Air,120,8566,520984,60,0.51,2042,5969,Germany,9157
Uganda,From RDC,RDC,Air,30,6000,70500,11,0.39,493,6879, Nashik,4961
Rwanda,From RDC,RDC,Truck,30,50867,668901,13,0.44,4749,9181, Nashik,5355
Tanzania,From RDC,RDC,Truck,30,19014,260301,13,0.46,3622,9181, Nashik,5091
Zambia,Direct Drop,EXW,Air,30,11811,69684,5,0.2,1184,4904,India,6906
Nigeria,From RDC,RDC,Air,30,107489,1616634,15,0.5,13193,17461, Nashik,7134
Vietnam,Direct Drop,FCA,Air,30,572,13304,23,0.78,3622,9181,Germany,9157
"Congo, DRC",From RDC,RDC,Air,120,306,8968,29,0.24,3622,9181, Nashik,6020
Nigeria,From RDC,RDC,Air Charter,30,69356,1043114,15,0.5,8038,15532, Nashik,7134
