,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,mfg_site,weight,freight_cost,location,distance
2179,Uganda,Direct Drop,DDP,Air,120,93,7839.9,84.3,0,"Janssen-Cilag, Latina, IT",22,140, Latina,4823
2180,Vietnam,Direct Drop,EXW,Air,30,42699,490611.51,11.49,0,Mylan (formerly Matrix) Nashik,4806,18700.09, Nashik,3641
2181,Vietnam,Direct Drop,EXW,Air,240,309,648.9,2.1,0,"Aurobindo Unit III, India",See ASN-17572 (ID#:19630),See ASN-17572 (ID#:19630),India,3157
2182,South Africa,Direct Drop,DDP,Truck,60,1,61.16,61.16,1,"MSD, Haarlem, NL",Weight Captured Separately,Freight Included in Commodity Cost, Haarlem,9211
2183,Haiti,Direct Drop,EXW,Air,120,140,5040.0,36.0,0,"Janssen-Cilag, Latina, IT",Weight Captured Separately,Invoiced Separately, Latina,8250
2184,South Africa,Direct Drop,DDP,Truck,60,15,978.47,65.23,1,"Janssen-Cilag, Latina, IT",Weight Captured Separately,Freight Included in Commodity Cost, Latina,7877
2185,Vietnam,Direct Drop,EXW,Air,30,84,1092.0,13.0,0,"Aurobindo Unit III, India",6,363.96,India,3157
2186,Vietnam,Direct Drop,EXW,Air,60,388,5606.6,14.45,0,"Aurobindo Unit III, India",See ASN-13475 (ID#:15772),See ASN-13475 (ID#:15772),India,3157
2187,South Africa,Direct Drop,DDP,Truck,60,12,216.37,18.03,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2188,South Africa,Direct Drop,DDP,Truck,30,12,339.36,28.28,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2189,South Africa,Direct Drop,DDP,Ocean,60,356876,867208.68,2.43,0,"Strides, Bangalore, India.",16391,20258.29,India,8074
2190,South Africa,Direct Drop,DDP,Ocean,60,100000,730000.0,7.3,0,"Aurobindo Unit III, India",5177,10405.58,India,8074
2191,South Africa,Direct Drop,DDP,Ocean,30,88289,610076.99,6.91,0,"Aurobindo Unit III, India",7540,5460.48,India,8074
2192,Tanzania,Direct Drop,EXW,Air,30,64980,214434.0,3.3,0,"Aurobindo Unit III, India",5578,18826.62,India,5659
2193,South Africa,Direct Drop,DDP,Truck,60,161,1063.65,6.61,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2194,Vietnam,Direct Drop,FCA,Air,120,8566,520984.12,60.82,0,ABBVIE Ludwigshafen Germany,2042,6969.82,Germany,9157
2195,South Africa,Direct Drop,DDP,Ocean,30,48000,310560.0,6.47,0,"Cipla, Goa, India",3247,7180.16,India,8074
2196,South Africa,Direct Drop,DDP,Truck,30,44,532.12,12.09,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2197,Tanzania,Direct Drop,EXW,Air,60,150000,1215000.0,8.1,0,"Cipla, Goa, India",21674,90677.04,India,5659
2198,Tanzania,Direct Drop,EXW,Air,30,25741,84945.3,3.3,0,"Aurobindo Unit III, India",2210,9452.02,India,5659
2199,South Africa,Direct Drop,DDP,Ocean,240,14065,29817.8,2.12,0,"Aurobindo Unit III, India",6196,1220.84,India,8074
2200,Côte d'Ivoire,Direct Drop,CIP,Air,30,6120,308448.0,50.4,1,"MSD, Haarlem, NL",Weight Captured Separately,Freight Included in Commodity Cost, Haarlem,5009
2201,South Africa,Direct Drop,DDP,Ocean,60,17470,128055.1,7.33,0,"Aurobindo Unit III, India",7765,4835.17,India,8074
2202,Vietnam,Direct Drop,EXW,Air,60,5700,36993.0,6.49,0,Mylan (formerly Matrix) Nashik,498,1477.34, Nashik,3641
2203,South Africa,Direct Drop,DDP,Ocean,60,158124,384241.32,2.43,0,"Strides, Bangalore, India.",7467,20258.28,India,8074
2204,Tanzania,Direct Drop,EXW,Air,30,53149,1057665.1,19.9,0,Mylan (formerly Matrix) Nashik,5808,28514.49, Nashik,5091
2205,South Africa,Direct Drop,DDP,Ocean,30,119251,508009.26,4.26,0,"Aurobindo Unit III, India",9461,7292.27,India,8074
2206,South Africa,Direct Drop,DDP,Truck,30,5049,19974.44,3.96,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2207,South Africa,Direct Drop,DDP,Truck,120,31,798.55,25.76,0,ABBVIE Ludwigshafen Germany,Weight Captured Separately,Freight Included in Commodity Cost,Germany,8973
2208,South Africa,Direct Drop,DDP,Truck,60,24,329.7,13.74,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2209,Zambia,Direct Drop,EXW,Air,60,40000,240000.0,6.0,0,"Cipla, Patalganga, India",3533,20188.13,India,6906
2210,South Africa,Direct Drop,DDP,Ocean,60,150000,373500.0,2.49,0,"Strides, Bangalore, India.",7670,8256.97,India,8074
2211,South Africa,Direct Drop,DDP,Truck,90,10,170.44,17.04,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2212,South Africa,Direct Drop,DDP,Truck,120,8000,375880.98,46.99,0,ABBVIE Ludwigshafen Germany,Weight Captured Separately,Freight Included in Commodity Cost,Germany,8973
2213,South Africa,Direct Drop,DDP,Air,60,26369,76997.48,2.92,0,"Aurobindo Unit III, India",3110,5159.33,India,8074
2214,Uganda,Direct Drop,EXW,Air,30,6000,120000.0,20.0,0,Mylan (formerly Matrix) Nashik,811,4139.95, Nashik,4961
2215,Uganda,Direct Drop,EXW,Air,30,132,2640.0,20.0,0,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",12,1025.37,India,5524
2216,South Africa,Direct Drop,DDP,Air,30,40319,278604.29,6.91,0,"Aurobindo Unit III, India",3545,5953.38,India,8074
2217,South Africa,Direct Drop,DDP,Truck,30,1131,17468.66,15.45,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2218,Rwanda,Direct Drop,EXW,Air,30,1680,33600.0,20.0,0,"Aurobindo Unit III, India",131,2004.44,India,5921
2219,Vietnam,Direct Drop,FCA,Air,120,3885,236285.7,60.82,0,ABBVIE Ludwigshafen Germany,930,8303.48,Germany,9157
2220,Uganda,Direct Drop,CIP,Air,60,63,5764.5,91.5,1,"MSD, Haarlem, NL",7,360, Haarlem,6190
2221,Haiti,Direct Drop,EXW,Ocean,60,2550,5074.5,1.99,0,"Mylan,  H-12 & H-13, India",199,5215.49,India,14446
2222,South Africa,Direct Drop,DDP,Truck,60,146,964.58,6.61,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2223,Vietnam,Direct Drop,EXW,Air,60,809,9222.6,11.4,0,"Aurobindo Unit III, India",81,459.72,India,3157
2224,Haiti,Direct Drop,EXW,Air,60,600,32400.0,54.0,0,"Janssen-Cilag, Latina, IT",120,1140.71, Latina,8250
2225,South Africa,Direct Drop,DDP,Ocean,60,69125,192858.75,2.79,0,"Cipla, Goa, India",7346,19261.02,India,8074
2226,South Africa,Direct Drop,DDP,Truck,200,300,753.67,2.51,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2227,Vietnam,Direct Drop,EXW,Air,60,800,14000.0,17.5,0,Mylan (formerly Matrix) Nashik,3002,6808.99, Nashik,3641
2228,Vietnam,Direct Drop,EXW,Air,60,6000,13500.0,2.25,0,"Aurobindo Unit III, India",594,1113.01,India,3157
2229,South Africa,Direct Drop,DDP,Truck,30,10000,173493.01,17.35,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2230,South Africa,Direct Drop,DDP,Truck,60,10,177.47,17.75,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2231,Vietnam,Direct Drop,EXW,Air,30,3696,24948.0,6.75,0,Mylan (formerly Matrix) Nashik,314,4885.33, Nashik,3641
2232,Vietnam,Direct Drop,EXW,Air,60,900,9981.0,11.09,0,Mylan (formerly Matrix) Nashik,100,2504.65, Nashik,3641
2233,Haiti,Direct Drop,EXW,Air,60,26608,215524.8,8.1,0,Mylan (formerly Matrix) Nashik,3699,21146.04, Nashik,14325
2234,Rwanda,Direct Drop,EXW,Ocean,60,171925,388550.5,2.26,0,"Micro labs, Verna, Goa, India",15683,36173.15,India,5921
2235,Haiti,Direct Drop,CIP,Air,60,40,380.0,9.5,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,7294
2236,Haiti,Direct Drop,EXW,Ocean,100,1200,5520.0,4.6,0,"Aurobindo Unit III, India",6433,7727.85,India,14446
2237,Vietnam,Direct Drop,EXW,Air,30,40000,520000.0,13.0,0,Mylan (formerly Matrix) Nashik,4233,6878.63, Nashik,3641
2238,Haiti,Direct Drop,EXW,Air,60,1926,6933.6,3.6,0,"Cipla, Goa, India",192,2971.3,India,14446
2239,South Africa,Direct Drop,DDP,Ocean,60,238627,565545.99,2.37,0,"Aurobindo Unit III, India",12045,17266.59,India,8074
2240,South Africa,Direct Drop,DDP,Truck,200,500,3894.27,7.79,0,GSK Mississauga (Canada),Weight Captured Separately,Freight Included in Commodity Cost,Canada,15035
2241,Haiti,Direct Drop,EXW,Air,240,255,1741.65,6.83,0,"Aurobindo Unit III, India",See ASN-19520 (ID#:18405),See ASN-19520 (ID#:18405),India,14446
2242,Vietnam,Direct Drop,EXW,Air,60,270,4050.0,15.0,0,Mylan (formerly Matrix) Nashik,358,5294.24, Nashik,3641
2243,South Africa,Direct Drop,DDP,Truck,30,3,90.63,30.21,1,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2244,Uganda,Direct Drop,EXW,Air,30,677,8801.0,13.0,0,"Aurobindo Unit III, India",46,1458.88,India,5524
2245,Vietnam,Direct Drop,EXW,Air,60,168,1218.0,7.25,0,"Aurobindo Unit III, India",See ASN-8909 (ID#:19905),See ASN-8909 (ID#:19905),India,3157
2246,South Africa,Direct Drop,DDP,Truck,30,7,105.7,15.1,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2247,South Africa,Direct Drop,DDP,Truck,30,154,1735.52,11.27,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2248,Uganda,Direct Drop,FCA,Air,60,295,2020.75,6.85,0,ABBVIE Ludwigshafen Germany,36,876.99,Germany,5868
2249,Tanzania,Direct Drop,FCA,Air,60,546,3243.24,5.94,0,ABBVIE Ludwigshafen Germany,See ASN-27718 (ID#:24358),See ASN-27718 (ID#:24358),Germany,6837
2250,Côte d'Ivoire,Direct Drop,CIP,Air,60,300,2850.0,9.5,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,4338
2251,Vietnam,Direct Drop,EXW,Air,60,200,3148.0,15.74,0,Mylan (formerly Matrix) Nashik,22,3587.81, Nashik,3641
2252,Rwanda,Direct Drop,EXW,Air,30,1008,20160.0,20.0,0,"Aurobindo Unit III, India",213,3024.36,India,5921
2253,Rwanda,Direct Drop,EXW,Air,240,1992,4183.2,2.1,0,"Aurobindo Unit III, India",777,6400.44,India,5921
2254,Rwanda,Direct Drop,EXW,Air,60,26441,59492.25,2.25,0,"Aurobindo Unit III, India",2520,25593.87,India,5921
2255,South Africa,Direct Drop,DDP,Truck,60,12,212.96,17.75,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2256,Vietnam,Direct Drop,EXW,Air,60,4065,10569.0,2.6,0,"Strides, Bangalore, India.",497,6269.65,India,3157
2257,Haiti,Direct Drop,FCA,Air,60,240,1644.0,6.85,0,ABBVIE Ludwigshafen Germany,30,877.61,Germany,7877
2258,South Africa,Direct Drop,DDP,Truck,200,500,1368.58,2.74,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2259,South Africa,Direct Drop,DDP,Truck,60,45,1175.15,26.11,0,"Cipla, Patalganga, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2260,South Africa,Direct Drop,DDP,Truck,90,10,182.5,18.25,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2261,Vietnam,Direct Drop,EXW,Air,60,632,8216.0,13.0,0,Mylan (formerly Matrix) Nashik,4669,8334.77, Nashik,3641
2262,South Africa,Direct Drop,DDP,Air,30,40135,187430.45,4.67,0,"Aurobindo Unit III, India",3764,4263.07,India,8074
2263,South Africa,Direct Drop,DDP,Truck,30,2700,52283.01,19.36,0,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2264,South Africa,Direct Drop,DDP,Truck,30,12,261.97,21.83,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2265,South Africa,Direct Drop,DDP,Truck,90,40,1303.06,32.58,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2266,Zimbabwe,Direct Drop,EXW,Air,60,813,2845.5,3.5,0,Mylan (formerly Matrix) Nashik,60,1344.94, Nashik,6420
2267,Vietnam,Direct Drop,EXW,Air,30,22232,225654.8,10.15,0,Mylan (formerly Matrix) Nashik,2510,4363.06, Nashik,3641
2268,Rwanda,Direct Drop,EXW,Air,30,16585,298530.0,18.0,0,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Weight Captured Separately,Invoiced Separately,India,5921
2269,South Africa,Direct Drop,DDP,Air,240,9630,30334.5,3.15,0,"Aurobindo Unit III, India",3732,4876.34,India,8074
2270,Vietnam,Direct Drop,FCA,Air,30,429,9978.54,23.26,0,ABBVIE Ludwigshafen Germany,43,421.24,Germany,9157
2271,South Africa,Direct Drop,DDP,Truck,30,3700,98942.55,26.74,0,"Aspen-OSD, Port Elizabeth, SA",Weight Captured Separately,Freight Included in Commodity Cost, Port Elizabeth,573
2272,Vietnam,Direct Drop,EXW,Air,60,18406,202466.0,11.0,0,Mylan (formerly Matrix) Nashik,2571,13880.57, Nashik,3641
2273,Vietnam,Direct Drop,EXW,Air,60,9030,95718.0,10.6,0,"Strides, Bangalore, India.",1054,5726.24,India,3157
2274,Vietnam,Direct Drop,EXW,Air,60,13877,57589.55,4.15,0,Mylan (formerly Matrix) Nashik,See ASN-14757 (ID#:30618),See ASN-14757 (ID#:30618), Nashik,3641
2275,Rwanda,Direct Drop,FCA,Air,60,3500,23975.0,6.85,0,ABBVIE Ludwigshafen Germany,442,6776.8,Germany,6174
2276,South Africa,Direct Drop,DDP,Truck,30,9,27.05,3.01,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2277,"Congo, DRC",Direct Drop,EXW,Air,1000,1370,37401.0,27.3,0,"Guilin OSD site, No 17, China",1125,9693.68,China,9399
2278,South Africa,Direct Drop,DDP,Truck,240,4,27.35,6.84,0,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2279,Vietnam,Direct Drop,FCA,Air,30,100,2326.0,23.26,0,ABBVIE Ludwigshafen Germany,Weight Captured Separately,Invoiced Separately,Germany,9157
2280,Rwanda,Direct Drop,CIP,Air,30,610,8082.5,13.25,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,5921
2281,South Africa,Direct Drop,DDP,Truck,240,35,959.72,27.42,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2282,South Africa,Direct Drop,DDP,Ocean,60,6000,16320.0,2.72,0,"Cipla, Goa, India",638,654.72,India,8074
2283,South Africa,Direct Drop,DDP,Truck,60,19,515.11,27.11,0,Mylan (formerly Matrix) Nashik,Weight Captured Separately,Freight Included in Commodity Cost, Nashik,7527
2284,South Africa,Direct Drop,DDP,Ocean,30,7610,49236.7,6.47,0,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2285,Rwanda,Direct Drop,CIP,Air,30,59609,357057.91,5.99,0,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",4227,33008.05,India,5921
2286,South Africa,Direct Drop,DDP,Truck,90,21,357.92,17.04,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2287,South Africa,Direct Drop,DDP,Ocean,90,19214,191755.72,9.98,0,"Aurobindo Unit III, India",See ASN-9477 (ID#:26879),See ASN-9477 (ID#:26879),India,8074
2288,Rwanda,Direct Drop,CIP,Air,60,61290,698706.0,11.4,0,Mylan (formerly Matrix) Nashik,7965,65851.29, Nashik,5355
2289,Côte d'Ivoire,Direct Drop,FCA,Air,60,760,5206.0,6.85,0,ABBVIE Ludwigshafen Germany,97,1575.13,Germany,5008
2290,Vietnam,Direct Drop,EXW,Air,30,1760,3555.2,2.02,0,"Micro labs, Verna, Goa, India",126,798.95,India,3157
2291,South Africa,Direct Drop,DDP,Ocean,240,6736,13606.72,2.02,0,"Aurobindo Unit III, India",See ASN-9486 (ID#:24187),See ASN-9486 (ID#:24187),India,8074
2292,Uganda,Direct Drop,CIP,Air,120,807,53746.2,66.6,0,"Aspen-OSD, Port Elizabeth, SA",119,321.94, Port Elizabeth,3989
2293,South Africa,Direct Drop,DDP,Truck,30,6,102.14,17.02,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2294,Haiti,Direct Drop,EXW,Ocean,30,43309,140321.16,3.24,0,"Cipla, Goa, India",5000,6914.44,India,14446
2295,South Africa,Direct Drop,DDP,Truck,90,1,4.97,4.97,0,ABBVIE (Abbott) France,Weight Captured Separately,Freight Included in Commodity Cost,France,8670
2296,South Africa,Direct Drop,DDP,Truck,90,24,632.85,26.37,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2297,Vietnam,Direct Drop,EXW,Air,60,292,4231.08,14.49,0,Mylan (formerly Matrix) Nashik,30,4525.05, Nashik,3641
2298,Zimbabwe,Direct Drop,CIP,Air,60,164950,593820.0,3.6,0,Mylan (formerly Matrix) Nashik,9210,7510, Nashik,6420
2299,Côte d'Ivoire,Direct Drop,FCA,Air,120,4809,162063.3,33.7,0,ABBVIE Ludwigshafen Germany,1196,17068.84,Germany,5008
2300,South Africa,Direct Drop,DDP,Truck,30,2,30.85,15.42,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2301,Nigeria,Direct Drop,FCA,Air,60,448,3068.8,6.85,0,ABBVIE Ludwigshafen Germany,68,1123.14,Germany,4614
2302,Côte d'Ivoire,Direct Drop,CIP,Air,30,6100,307440.0,50.4,1,"MSD, Haarlem, NL",928,2093.32, Haarlem,5009
2303,"Congo, DRC",Direct Drop,EXW,Air,240,367,734.0,2.0,0,"Aurobindo Unit III, India",161,2038.97,India,6583
2304,Vietnam,Direct Drop,EXW,Air,30,23520,105604.8,4.49,0,Mylan (formerly Matrix) Nashik,See ASN-6341 (ID#:29298),See ASN-6341 (ID#:29298), Nashik,3641
2305,Vietnam,Direct Drop,FCA,Air,120,300,18240.0,60.8,0,ABBVIE Ludwigshafen Germany,Weight Captured Separately,Invoiced Separately,Germany,9157
2306,South Africa,Direct Drop,DDP,Truck,30,110,3051.72,27.74,0,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,France,8670
2307,Rwanda,Direct Drop,CIP,Air,30,595,12048.75,20.25,0,"Aurobindo Unit III, India",87,255,India,5921
2308,South Africa,Direct Drop,DDP,Air,60,29402,218456.86,7.43,0,"Aurobindo Unit III, India",1577,1697.9,India,8074
2309,Haiti,Direct Drop,CIP,Air,180,525,8904.0,16.96,0,"MSD, Haarlem, NL",159,290, Haarlem,7467
2310,Uganda,Direct Drop,FCA,Air,60,6390,37956.6,5.94,0,ABBVIE Ludwigshafen Germany,733,6255.87,Germany,5868
2311,South Africa,Direct Drop,DDP,Ocean,30,113000,731110.0,6.47,0,"Cipla, Goa, India",7569,11986.59,India,8074
2312,Tanzania,Direct Drop,CIP,Air,30,15619,369701.73,23.67,0,"BMS Meymac, France",See ASN-5364 (ID#:16097),See ASN-5364 (ID#:16097),France,6771
2313,Vietnam,Direct Drop,EXW,Air,60,4848,31463.52,6.49,0,Mylan (formerly Matrix) Nashik,415,1009.6, Nashik,3641
2314,South Africa,Direct Drop,DDP,Ocean,30,50000,122000.0,2.44,0,"Aurobindo Unit III, India",2953,6409.91,India,8074
2315,Uganda,Direct Drop,FCA,Air,60,2880,17107.2,5.94,0,ABBVIE Ludwigshafen Germany,335,3446.07,Germany,5868
2316,South Africa,Direct Drop,DDP,Truck,30,9,19.55,2.17,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2317,South Africa,Direct Drop,DDP,Ocean,30,128887,549058.62,4.26,0,"Aurobindo Unit III, India",10956,16429.12,India,8074
2318,Vietnam,Direct Drop,FCA,Air,30,81,1884.06,23.26,0,ABBVIE Ludwigshafen Germany,6,3549.7,Germany,9157
2319,Rwanda,Direct Drop,EXW,Ocean,30,46613,605969.0,13.0,0,Mylan (formerly Matrix) Nashik,5245,11186.24, Nashik,5355
2320,Vietnam,Direct Drop,EXW,Air,60,1416,10266.0,7.25,0,Mylan (formerly Matrix) Nashik,See ASN-11024 (ID#:15149),See ASN-11024 (ID#:15149), Nashik,3641
2321,Vietnam,Direct Drop,FCA,Air,120,2000,121640.0,60.82,0,ABBVIE Ludwigshafen Germany,499,1467.82,Germany,9157
2322,South Africa,Direct Drop,DDP,Air,60,24000,70080.0,2.92,0,"Aurobindo Unit III, India",2830,5159.34,India,8074
2323,South Africa,Direct Drop,DDP,Truck,60,19,592.65,31.19,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2324,South Africa,Direct Drop,DDP,Truck,30,50,1528.18,30.56,1,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2325,Rwanda,Direct Drop,EXW,Air,30,40705,549110.45,13.49,0,Mylan (formerly Matrix) Nashik,3948,24035.49, Nashik,5355
2326,Côte d'Ivoire,Direct Drop,FCA,Air,60,5900,35046.0,5.94,0,ABBVIE Ludwigshafen Germany,701,7008.1,Germany,5008
2327,South Africa,Direct Drop,DDP,Truck,60,30,1972.56,65.75,1,"MSD, Haarlem, NL",Weight Captured Separately,Freight Included in Commodity Cost, Haarlem,9211
2328,South Africa,Direct Drop,DDP,Truck,120,76,5844.58,76.9,0,"Janssen-Cilag, Latina, IT",Weight Captured Separately,Freight Included in Commodity Cost, Latina,7877
2329,South Africa,Direct Drop,DDP,Air,60,7600,121448.0,15.98,0,"Aurobindo Unit III, India",782,2534.68,India,8074
2330,Vietnam,Direct Drop,EXW,Air,30,4536,34020.0,7.5,0,Mylan (formerly Matrix) Nashik,266,3678.45, Nashik,3641
2331,Tanzania,Direct Drop,EXW,Air,30,4779,107527.5,22.5,0,Mylan (formerly Matrix) Nashik,643,4142.07, Nashik,5091
2332,South Africa,Direct Drop,DDP,Truck,60,3,19.82,6.61,0,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,India,8074
2333,Haiti,Direct Drop,EXW,Ocean,240,3300,4983.0,1.51,0,"Aurobindo Unit III, India",Weight Captured Separately,Invoiced Separately,India,14446
2334,Uganda,Direct Drop,EXW,Air,30,1801,36020.0,20.0,0,Mylan (formerly Matrix) Nashik,225,1726.75, Nashik,4961
2335,Uganda,Direct Drop,DDP,Air,120,95,8780.85,92.43,0,"Aspen-OSD, Port Elizabeth, SA",14,171, Port Elizabeth,3989
2336,South Africa,Direct Drop,DDP,Ocean,30,113000,731110.0,6.47,0,"Cipla, Goa, India",7663,9560.03,India,8074
