,index,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,mfg_site,weight,freight_cost,location,distance
1156,2017,Vietnam,Direct Drop,EXW,Air,30,23251,278779.49,11.99,0.4,Mylan (formerly Matrix) Nashik,2641.0,4503.42, Nashik,3641.0
1157,2020,South Africa,Direct Drop,DDP,Ocean,90,22643,225977.14,9.98,0.11,"Aurobindo Unit III, India",3000.0,4573.21,India,8074.0
1158,2021,Nigeria,Direct Drop,EXW,Air,60,2221,13192.74,5.94,0.1,ABBVIE Ludwigshafen Germany,252.0,2969.34,Germany,4614.0
1159,2022,South Africa,Direct Drop,DDP,Ocean,30,64316,290065.16,4.51,0.15,"Aurobindo Unit III, India",5467.0,9323.3,India,8074.0
1160,2023,Haiti,Direct Drop,FCA,Air,60,2697,16020.18,5.94,0.1,ABBVIE Ludwigshafen Germany,1825.0,4126.9,Germany,7877.0
1161,2025,Vietnam,Direct Drop,EXW,Air,60,19600,120540.0,6.15,0.1,"Cipla, Goa, India",1926.0,12423.96,India,3157.0
1162,2027,"Congo, DRC",Direct Drop,EXW,Air,60,980,7947.8,8.11,0.14,"Strides, Bangalore, India.",116.0,2322.08,India,6583.0
1163,2028,South Africa,Direct Drop,DDP,Ocean,30,128620,547921.2,4.26,0.14,"Aurobindo Unit III, India",10643.0,7292.26,India,8074.0
1164,2029,Rwanda,Direct Drop,EXW,Air,30,150,3000.0,20.0,0.67,"Aurobindo Unit III, India",197.0,5906.43,India,5921.0
1165,2030,Haiti,Direct Drop,EXW,Air,60,19835,160663.5,8.1,0.13,"Cipla, Goa, India",2866.0,17036.99,India,14446.0
1166,2031,Uganda,Direct Drop,DDP,Air,120,259,24123.26,93.14,0.78,"Aspen-OSD, Port Elizabeth, SA",43.0,466, Port Elizabeth,3989.0
1167,2032,Vietnam,Direct Drop,EXW,Air,30,30912,200928.0,6.5,0.22,Mylan (formerly Matrix) Nashik,2405.0,11448.01, Nashik,3641.0
1168,2033,"Congo, DRC",Direct Drop,EXW,Air,30,1100,12100.0,11.0,0.37,"Aurobindo Unit III, India",95.0,2453.16,India,6583.0
1169,2034,South Africa,Direct Drop,DDP,Ocean,60,1033,7571.89,7.33,0.12,"Aurobindo Unit III, India",52.0,4295.61,India,8074.0
1170,2035,Haiti,Direct Drop,EXW,Air,30,252,2142.0,8.5,0.28,"Aurobindo Unit III, India",16.0,1471.46,India,14446.0
1171,2037,South Africa,Direct Drop,DDP,Air,60,294346,756469.22,2.57,0.04,"Strides, Bangalore, India.",14550.0,20706.21,India,8074.0
1172,2039,Rwanda,Direct Drop,EXW,Ocean,60,37350,438862.5,11.75,0.2,Mylan (formerly Matrix) Nashik,3860.0,59186.46, Nashik,5355.0
1173,2041,Côte d'Ivoire,Direct Drop,FCA,Air,60,760,5206.0,6.85,0.11,ABBVIE Ludwigshafen Germany,99.0,1462.71,Germany,5008.0
1174,2042,Tanzania,Direct Drop,EXW,Air,60,16245,131584.5,8.1,0.13,"Cipla, Goa, India",2368.0,11363.07,India,5659.0
1175,2045,Haiti,Direct Drop,EXW,Ocean,60,75816,492045.84,6.49,0.11,Mylan (formerly Matrix) Nashik,6452.0,10477.63, Nashik,14325.0
1176,2046,Haiti,Direct Drop,FCA,Air,60,160,1120.0,7.0,0.12,"BMS Meymac, France",43.0,1082.89,France,7294.0
1177,2048,South Africa,Direct Drop,DDP,Ocean,30,110291,497412.41,4.51,0.15,"Aurobindo Unit III, India",9375.0,9951.38,India,8074.0
1178,2051,South Africa,Direct Drop,DDP,Air,30,57600,268992.0,4.67,0.16,"Aurobindo Unit III, India",4872.0,5886.9,India,8074.0
1179,2052,South Africa,Direct Drop,DDP,Air,60,2004,5070.12,2.53,0.04,"Aurobindo Unit III, India",3.0,1791.41,India,8074.0
1180,2053,Rwanda,Direct Drop,EXW,Air,60,912,18240.0,20.0,0.33,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",102.0,1600.98,India,5921.0
1181,2054,Nigeria,Direct Drop,EXW,Air,30,300,477.0,1.59,0.05,"Micro Labs Ltd. (Brown & Burk), India",14.0,350.02,India,7633.0
1182,2055,Rwanda,Direct Drop,CIP,Air,30,558,8174.7,14.65,0.49,"Aurobindo Unit III, India",1297.0,23760.45,India,5921.0
1183,2056,Zimbabwe,Direct Drop,EXW,Air,30,9810,132336.9,13.49,0.45,Mylan (formerly Matrix) Nashik,962.0,6773.13, Nashik,6420.0
1184,2058,Côte d'Ivoire,Direct Drop,EXW,Air,30,2100,42000.0,20.0,0.67,Mylan (formerly Matrix) Nashik,293.0,3316.79, Nashik,8608.0
1185,2059,Rwanda,Direct Drop,CIP,Air,120,2240,83686.4,37.36,0.31,"Aurobindo Unit III, India",554.0,7531.78,India,5921.0
1186,2060,South Africa,Direct Drop,DDP,Ocean,60,89674,243913.28,2.72,0.05,"Cipla, Goa, India",9667.0,17703.62,India,8074.0
1187,2062,Côte d'Ivoire,Direct Drop,CIP,Air,180,1184,20080.64,16.96,0.09,"MSD, Haarlem, NL",361.0,783.22, Haarlem,5009.0
1188,2064,Uganda,Direct Drop,CIP,Air,180,48,2400.0,50.0,0.28,"MSD, Haarlem, NL",11.0,48, Haarlem,6190.0
1189,2066,Vietnam,Direct Drop,EXW,Air,30,42836,184194.8,4.3,0.14,Mylan (formerly Matrix) Nashik,3494.0,10711.06, Nashik,3641.0
1190,2068,Vietnam,Direct Drop,EXW,Air,30,30118,97281.14,3.23,0.11,"Micro labs, Verna, Goa, India",1782.0,9648.44,India,3157.0
1191,2069,South Africa,Direct Drop,DDP,Ocean,240,20000,185600.0,9.28,0.04,GSK Mississauga (Canada),7656.0,9650.6,Canada,15035.0
1192,2073,Vietnam,Direct Drop,FCA,Air,120,560,46032.0,82.2,0.68,ABBVIE Ludwigshafen Germany,83.0,436.86,Germany,9157.0
1193,2074,Côte d'Ivoire,Direct Drop,FCA,Ocean,120,20580,634275.6,30.82,0.26,ABBVIE Ludwigshafen Germany,5139.0,40289,Germany,5008.0
1194,2075,Vietnam,Direct Drop,EXW,Air,60,168,1260.0,7.5,0.12,Mylan (formerly Matrix) Nashik,9.0,4138.11, Nashik,3641.0
1195,2076,South Africa,Direct Drop,DDP,Ocean,30,249500,1125245.0,4.51,0.15,"Aurobindo Unit III, India",21205.0,25129.15,India,8074.0
1196,2079,Zimbabwe,Direct Drop,FCA,Air,60,9670,57439.8,5.94,0.1,ABBVIE Ludwigshafen Germany,1128.0,13330.73,Germany,7939.0
1197,2081,South Africa,Direct Drop,DDP,Ocean,30,116218,526467.54,4.53,0.15,"Aurobindo Unit III, India",12410.0,10446.37,India,8074.0
1198,2082,South Africa,Direct Drop,DDP,Air,60,34067,86189.51,2.53,0.04,"Aurobindo Unit III, India",1828.0,1791.42,India,8074.0
1199,2084,"Congo, DRC",Direct Drop,EXW,Air,1000,1070,25680.0,24.0,0.02,"Micro Labs, Hosur, India",902.0,5914,India,6583.0
1200,2086,South Africa,Direct Drop,DDP,Air,60,303125,779031.25,2.57,0.04,"Strides, Bangalore, India.",15006.0,20134.62,India,8074.0
1201,2087,Vietnam,Direct Drop,EXW,Air,60,20651,227161.0,11.0,0.18,"Strides, Bangalore, India.",2367.0,10648.45,India,3157.0
1202,2088,Tanzania,Direct Drop,FCA,Air,60,5273,31321.62,5.94,0.1,ABBVIE Ludwigshafen Germany,668.0,4835.39,Germany,6837.0
1203,2089,Haiti,Direct Drop,EXW,Air,240,5730,10887.0,1.9,0.01,"Aurobindo Unit III, India",2254.0,12791.34,India,14446.0
1204,2090,Rwanda,Direct Drop,CIP,Air,30,5520,47251.2,8.56,0.29,"Aurobindo Unit III, India",516.0,2355.52,India,5921.0
1205,2091,Uganda,Direct Drop,DAP,Air,120,288,19180.8,66.6,0.55,"Aspen-OSD, Port Elizabeth, SA",94.0,1061, Port Elizabeth,3989.0
1206,2093,Uganda,Direct Drop,DDP,Air,120,144,10800.0,75.0,0.62,"Janssen-Cilag, Latina, IT",47.0,449, Latina,4823.0
1207,2096,Vietnam,Direct Drop,FCA,Air,120,3010,247422.0,82.2,0.68,ABBVIE Ludwigshafen Germany,756.0,9193.82,Germany,9157.0
1208,2097,Côte d'Ivoire,Direct Drop,CIP,Air,180,2737,46419.52,16.96,0.09,"MSD, Haarlem, NL",805.0,1659.71, Haarlem,5009.0
1209,2100,South Africa,Direct Drop,DDP,Air,60,60234,447538.62,7.43,0.12,"Aurobindo Unit III, India",3221.0,3296.57,India,8074.0
1210,2101,Vietnam,Direct Drop,FCA,Air,120,4164,253254.48,60.82,0.51,ABBVIE Ludwigshafen Germany,992.0,3212.25,Germany,9157.0
1211,2102,Vietnam,Direct Drop,EXW,Air,60,27900,225990.0,8.1,0.13,Mylan (formerly Matrix) Nashik,3868.0,7238.46, Nashik,3641.0
1212,2103,Zambia,Direct Drop,EXW,Air,30,100000,735000.0,7.35,0.24,"Aurobindo Unit III, India",9369.0,50030.37,India,6906.0
1213,2104,Uganda,Direct Drop,EXW,Air,100,10368,13478.4,1.3,0.01,"Aurobindo Unit III, India",2127.0,10898.13,India,5524.0
1214,2107,Rwanda,Direct Drop,CIP,Air,30,1630,13952.8,8.56,0.29,"Aurobindo Unit III, India",153.0,2483.49,India,5921.0
1215,2109,South Africa,Direct Drop,DDP,Ocean,30,71984,478693.6,6.65,0.22,"Aurobindo Unit III, India",6719.0,9726.54,India,8074.0
1216,2113,Vietnam,Direct Drop,EXW,Air,60,16500,183975.0,11.15,0.19,"Aurobindo Unit III, India",3802.0,26084.14,India,3157.0
1217,2114,South Africa,Direct Drop,DDP,Ocean,30,174500,786995.0,4.51,0.15,"Aurobindo Unit III, India",14833.0,21555.16,India,8074.0
1218,2115,Rwanda,Direct Drop,CIP,Air,60,34464,310176.0,9.0,0.15,Mylan (formerly Matrix) Nashik,2768.0,29603.24, Nashik,5355.0
1219,2118,Uganda,Direct Drop,DDP,Air,120,63,4195.8,66.6,0.55,"Aspen-OSD, Port Elizabeth, SA",57.0,548.2, Port Elizabeth,3989.0
1220,2120,Uganda,Direct Drop,CIP,Air,60,274,25071.0,91.5,1.52,"MSD, Haarlem, NL",28.0,501, Haarlem,6190.0
1221,2121,South Africa,Direct Drop,DDP,Ocean,60,10357,75916.81,7.33,0.12,"Aurobindo Unit III, India",523.0,3161.68,India,8074.0
1222,2122,Nigeria,Direct Drop,EXW,Air,60,7325,36625.0,5.0,0.08,"Cipla, Patalganga, India",455.0,4967.03,India,7633.0
1223,2125,Uganda,Direct Drop,EXW,Air,60,15021,60084.0,4.0,0.07,"Cipla, Goa, India",1411.0,13983.98,India,5524.0
1224,2126,Zimbabwe,Direct Drop,EXW,Air Charter,60,55000,114400.0,2.08,0.03,"Micro labs, Verna, Goa, India",5810.0,46213.4,India,6980.0
1225,2128,Haiti,Direct Drop,EXW,Air,30,4816,96320.0,20.0,0.67,Mylan (formerly Matrix) Nashik,647.0,4444.33, Nashik,14325.0
1226,2129,Rwanda,Direct Drop,CIP,Air,60,26100,424125.0,16.25,0.27,Mylan (formerly Matrix) Nashik,2586.0,1170.2, Nashik,5355.0
1227,2130,South Africa,Direct Drop,DDP,Air,30,38890,304119.8,7.82,0.26,"Cipla, Goa, India",2649.0,3908.55,India,8074.0
1228,2131,Vietnam,Direct Drop,EXW,Air,60,1247,3167.38,2.54,0.04,"Strides, Bangalore, India.",71.0,4035.45,India,3157.0
1229,2132,Vietnam,Direct Drop,EXW,Air,60,23063,155675.25,6.75,0.11,Mylan (formerly Matrix) Nashik,1984.0,3225.12, Nashik,3641.0
1230,2133,Vietnam,Direct Drop,EXW,Air,60,12488,101777.2,8.15,0.14,"Aurobindo Unit III, India",1846.0,3314.03,India,3157.0
1231,2134,South Africa,Direct Drop,DDP,Ocean,30,12346,84693.56,6.86,0.23,"Cipla, Goa, India",820.0,9177.19,India,8074.0
1232,2135,South Africa,Direct Drop,DDP,Air,240,11640,34920.0,3.0,0.01,"Aurobindo Unit III, India",4386.0,12917.3,India,8074.0
1233,2136,Vietnam,Direct Drop,EXW,Air,60,8500,94775.0,11.15,0.19,"Aurobindo Unit III, India",3099.0,5018.69,India,3157.0
1234,2138,Rwanda,Direct Drop,EXW,Air,60,57364,129069.0,2.25,0.04,"Aurobindo Unit III, India",5468.0,48501.5,India,5921.0
1235,2141,Rwanda,Direct Drop,CIP,Air,30,276,2362.56,8.56,0.29,"Aurobindo Unit III, India",26.0,2187.01,India,5921.0
1236,2142,Vietnam,Direct Drop,EXW,Air,30,18616,188952.4,10.15,0.34,Mylan (formerly Matrix) Nashik,2101.0,4384.01, Nashik,3641.0
1237,2145,Nigeria,Direct Drop,EXW,Air,30,1200,1836.0,1.53,0.05,"Micro Labs Ltd. (Brown & Burk), India",52.0,428.66,India,7633.0
1238,2146,Nigeria,Direct Drop,EXW,Air,30,300,330.0,1.1,0.04,"Remedica, Limassol, Cyprus",13.0,365.48,Cyprus,3799.0
1239,2148,South Africa,Direct Drop,DDP,Air,30,53954,251965.18,4.67,0.16,"Aurobindo Unit III, India",4564.0,6105.79,India,8074.0
1240,2149,Uganda,Direct Drop,CIP,Air,60,189,10489.5,55.5,0.92,"MSD, Haarlem, NL",19.0,710, Haarlem,6190.0
1241,2154,South Africa,Direct Drop,DDP,Air,30,44717,349686.94,7.82,0.26,"Cipla, Goa, India",3071.0,3646.13,India,8074.0
1242,2156,South Africa,Direct Drop,DDP,Ocean,240,10233,21693.96,2.12,0.01,"Aurobindo Unit III, India",3542.0,6660.05,India,8074.0
1243,2158,Haiti,Direct Drop,FCA,Air,120,1008,18809.28,18.66,0.16,ABBVIE Ludwigshafen Germany,406.0,2562.6,Germany,7877.0
1244,2159,Uganda,Direct Drop,FCA,Air,60,579,3966.15,6.85,0.11,ABBVIE Ludwigshafen Germany,83.0,800,Germany,5868.0
1245,2162,Côte d'Ivoire,Direct Drop,EXW,Air,30,1400,31500.0,22.5,0.75,Mylan (formerly Matrix) Nashik,364.0,4171.65, Nashik,8608.0
1246,2163,South Africa,Direct Drop,DDP,Air,30,2016,15765.12,7.82,0.26,"Cipla, Goa, India",136.0,1881.24,India,8074.0
1247,2164,Uganda,Direct Drop,FCA,Air,60,2565,15236.1,5.94,0.1,ABBVIE Ludwigshafen Germany,304.0,2808.12,Germany,5868.0
1248,2165,South Africa,Direct Drop,DDP,Ocean,90,300,2451.0,8.17,0.09,"Aurobindo Unit III, India",40.0,422.84,India,8074.0
1249,2167,Rwanda,Direct Drop,EXW,Air,60,607,4880.28,8.04,0.13,"Aurobindo Unit III, India",66.0,1026.4,India,5921.0
1250,2170,Rwanda,Direct Drop,FCA,Air,60,1514,10370.9,6.85,0.11,ABBVIE Ludwigshafen Germany,204.0,1949.64,Germany,6174.0
1251,2173,South Africa,Direct Drop,DDP,Ocean,30,28330,188394.5,6.65,0.22,"Aurobindo Unit III, India",2645.0,5112.92,India,8074.0
1252,2174,Rwanda,Direct Drop,EXW,Air,30,3000,60000.0,20.0,0.67,Mylan (formerly Matrix) Nashik,405.0,3484.48, Nashik,5355.0
1253,2175,Haiti,Direct Drop,EXW,Air,30,1052,18936.0,18.0,0.6,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",138.0,1719.78,India,14446.0
1254,2176,Uganda,Direct Drop,EXW,Air,30,61150,195068.5,3.19,0.11,"Strides, Bangalore, India.",3858.0,20553.85,India,5524.0
1255,2179,Uganda,Direct Drop,DDP,Air,120,93,7839.9,84.3,0.7,"Janssen-Cilag, Latina, IT",22.0,140, Latina,4823.0
1256,2180,Vietnam,Direct Drop,EXW,Air,30,42699,490611.51,11.49,0.38,Mylan (formerly Matrix) Nashik,4806.0,18700.09, Nashik,3641.0
1257,2185,Vietnam,Direct Drop,EXW,Air,30,84,1092.0,13.0,0.43,"Aurobindo Unit III, India",6.0,363.96,India,3157.0
1258,2189,South Africa,Direct Drop,DDP,Ocean,60,356876,867208.68,2.43,0.04,"Strides, Bangalore, India.",16391.0,20258.29,India,8074.0
1259,2190,South Africa,Direct Drop,DDP,Ocean,60,100000,730000.0,7.3,0.12,"Aurobindo Unit III, India",5177.0,10405.58,India,8074.0
1260,2191,South Africa,Direct Drop,DDP,Ocean,30,88289,610076.99,6.91,0.23,"Aurobindo Unit III, India",7540.0,5460.48,India,8074.0
1261,2192,Tanzania,Direct Drop,EXW,Air,30,64980,214434.0,3.3,0.11,"Aurobindo Unit III, India",5578.0,18826.62,India,5659.0
1262,2194,Vietnam,Direct Drop,FCA,Air,120,8566,520984.12,60.82,0.51,ABBVIE Ludwigshafen Germany,2042.0,6969.82,Germany,9157.0
1263,2195,South Africa,Direct Drop,DDP,Ocean,30,48000,310560.0,6.47,0.22,"Cipla, Goa, India",3247.0,7180.16,India,8074.0
1264,2197,Tanzania,Direct Drop,EXW,Air,60,150000,1215000.0,8.1,0.13,"Cipla, Goa, India",21674.0,90677.04,India,5659.0
1265,2198,Tanzania,Direct Drop,EXW,Air,30,25741,84945.3,3.3,0.11,"Aurobindo Unit III, India",2210.0,9452.02,India,5659.0
1266,2199,South Africa,Direct Drop,DDP,Ocean,240,14065,29817.8,2.12,0.01,"Aurobindo Unit III, India",6196.0,1220.84,India,8074.0
1267,2201,South Africa,Direct Drop,DDP,Ocean,60,17470,128055.1,7.33,0.12,"Aurobindo Unit III, India",7765.0,4835.17,India,8074.0
1268,2202,Vietnam,Direct Drop,EXW,Air,60,5700,36993.0,6.49,0.11,Mylan (formerly Matrix) Nashik,498.0,1477.34, Nashik,3641.0
1269,2203,South Africa,Direct Drop,DDP,Ocean,60,158124,384241.32,2.43,0.04,"Strides, Bangalore, India.",7467.0,20258.28,India,8074.0
1270,2204,Tanzania,Direct Drop,EXW,Air,30,53149,1057665.1,19.9,0.66,Mylan (formerly Matrix) Nashik,5808.0,28514.49, Nashik,5091.0
1271,2205,South Africa,Direct Drop,DDP,Ocean,30,119251,508009.26,4.26,0.14,"Aurobindo Unit III, India",9461.0,7292.27,India,8074.0
1272,2209,Zambia,Direct Drop,EXW,Air,60,40000,240000.0,6.0,0.1,"Cipla, Patalganga, India",3533.0,20188.13,India,6906.0
1273,2210,South Africa,Direct Drop,DDP,Ocean,60,150000,373500.0,2.49,0.04,"Strides, Bangalore, India.",7670.0,8256.97,India,8074.0
1274,2213,South Africa,Direct Drop,DDP,Air,60,26369,76997.48,2.92,0.05,"Aurobindo Unit III, India",3110.0,5159.33,India,8074.0
1275,2214,Uganda,Direct Drop,EXW,Air,30,6000,120000.0,20.0,0.67,Mylan (formerly Matrix) Nashik,811.0,4139.95, Nashik,4961.0
1276,2215,Uganda,Direct Drop,EXW,Air,30,132,2640.0,20.0,0.67,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",12.0,1025.37,India,5524.0
1277,2216,South Africa,Direct Drop,DDP,Air,30,40319,278604.29,6.91,0.23,"Aurobindo Unit III, India",3545.0,5953.38,India,8074.0
1278,2218,Rwanda,Direct Drop,EXW,Air,30,1680,33600.0,20.0,0.67,"Aurobindo Unit III, India",131.0,2004.44,India,5921.0
1279,2219,Vietnam,Direct Drop,FCA,Air,120,3885,236285.7,60.82,0.51,ABBVIE Ludwigshafen Germany,930.0,8303.48,Germany,9157.0
1280,2220,Uganda,Direct Drop,CIP,Air,60,63,5764.5,91.5,1.52,"MSD, Haarlem, NL",7.0,360, Haarlem,6190.0
1281,2221,Haiti,Direct Drop,EXW,Ocean,60,2550,5074.5,1.99,0.03,"Mylan,  H-12 & H-13, India",199.0,5215.49,India,14446.0
1282,2223,Vietnam,Direct Drop,EXW,Air,60,809,9222.6,11.4,0.19,"Aurobindo Unit III, India",81.0,459.72,India,3157.0
1283,2224,Haiti,Direct Drop,EXW,Air,60,600,32400.0,54.0,0.9,"Janssen-Cilag, Latina, IT",120.0,1140.71, Latina,8250.0
1284,2225,South Africa,Direct Drop,DDP,Ocean,60,69125,192858.75,2.79,0.05,"Cipla, Goa, India",7346.0,19261.02,India,8074.0
1285,2227,Vietnam,Direct Drop,EXW,Air,60,800,14000.0,17.5,0.29,Mylan (formerly Matrix) Nashik,3002.0,6808.99, Nashik,3641.0
1286,2228,Vietnam,Direct Drop,EXW,Air,60,6000,13500.0,2.25,0.04,"Aurobindo Unit III, India",594.0,1113.01,India,3157.0
1287,2231,Vietnam,Direct Drop,EXW,Air,30,3696,24948.0,6.75,0.22,Mylan (formerly Matrix) Nashik,314.0,4885.33, Nashik,3641.0
1288,2232,Vietnam,Direct Drop,EXW,Air,60,900,9981.0,11.09,0.18,Mylan (formerly Matrix) Nashik,100.0,2504.65, Nashik,3641.0
1289,2233,Haiti,Direct Drop,EXW,Air,60,26608,215524.8,8.1,0.13,Mylan (formerly Matrix) Nashik,3699.0,21146.04, Nashik,14325.0
1290,2234,Rwanda,Direct Drop,EXW,Ocean,60,171925,388550.5,2.26,0.04,"Micro labs, Verna, Goa, India",15683.0,36173.15,India,5921.0
1291,2236,Haiti,Direct Drop,EXW,Ocean,100,1200,5520.0,4.6,0.05,"Aurobindo Unit III, India",6433.0,7727.85,India,14446.0
1292,2237,Vietnam,Direct Drop,EXW,Air,30,40000,520000.0,13.0,0.43,Mylan (formerly Matrix) Nashik,4233.0,6878.63, Nashik,3641.0
1293,2238,Haiti,Direct Drop,EXW,Air,60,1926,6933.6,3.6,0.06,"Cipla, Goa, India",192.0,2971.3,India,14446.0
1294,2239,South Africa,Direct Drop,DDP,Ocean,60,238627,565545.99,2.37,0.04,"Aurobindo Unit III, India",12045.0,17266.59,India,8074.0
1295,2242,Vietnam,Direct Drop,EXW,Air,60,270,4050.0,15.0,0.25,Mylan (formerly Matrix) Nashik,358.0,5294.24, Nashik,3641.0
1296,2244,Uganda,Direct Drop,EXW,Air,30,677,8801.0,13.0,0.43,"Aurobindo Unit III, India",46.0,1458.88,India,5524.0
1297,2248,Uganda,Direct Drop,FCA,Air,60,295,2020.75,6.85,0.11,ABBVIE Ludwigshafen Germany,36.0,876.99,Germany,5868.0
1298,2251,Vietnam,Direct Drop,EXW,Air,60,200,3148.0,15.74,0.26,Mylan (formerly Matrix) Nashik,22.0,3587.81, Nashik,3641.0
1299,2252,Rwanda,Direct Drop,EXW,Air,30,1008,20160.0,20.0,0.67,"Aurobindo Unit III, India",213.0,3024.36,India,5921.0
1300,2253,Rwanda,Direct Drop,EXW,Air,240,1992,4183.2,2.1,0.01,"Aurobindo Unit III, India",777.0,6400.44,India,5921.0
1301,2254,Rwanda,Direct Drop,EXW,Air,60,26441,59492.25,2.25,0.04,"Aurobindo Unit III, India",2520.0,25593.87,India,5921.0
1302,2256,Vietnam,Direct Drop,EXW,Air,60,4065,10569.0,2.6,0.04,"Strides, Bangalore, India.",497.0,6269.65,India,3157.0
1303,2257,Haiti,Direct Drop,FCA,Air,60,240,1644.0,6.85,0.11,ABBVIE Ludwigshafen Germany,30.0,877.61,Germany,7877.0
1304,2261,Vietnam,Direct Drop,EXW,Air,60,632,8216.0,13.0,0.22,Mylan (formerly Matrix) Nashik,4669.0,8334.77, Nashik,3641.0
1305,2262,South Africa,Direct Drop,DDP,Air,30,40135,187430.45,4.67,0.16,"Aurobindo Unit III, India",3764.0,4263.07,India,8074.0
1306,2266,Zimbabwe,Direct Drop,EXW,Air,60,813,2845.5,3.5,0.06,Mylan (formerly Matrix) Nashik,60.0,1344.94, Nashik,6420.0
1307,2267,Vietnam,Direct Drop,EXW,Air,30,22232,225654.8,10.15,0.34,Mylan (formerly Matrix) Nashik,2510.0,4363.06, Nashik,3641.0
1308,2269,South Africa,Direct Drop,DDP,Air,240,9630,30334.5,3.15,0.01,"Aurobindo Unit III, India",3732.0,4876.34,India,8074.0
1309,2270,Vietnam,Direct Drop,FCA,Air,30,429,9978.54,23.26,0.78,ABBVIE Ludwigshafen Germany,43.0,421.24,Germany,9157.0
1310,2272,Vietnam,Direct Drop,EXW,Air,60,18406,202466.0,11.0,0.18,Mylan (formerly Matrix) Nashik,2571.0,13880.57, Nashik,3641.0
1311,2273,Vietnam,Direct Drop,EXW,Air,60,9030,95718.0,10.6,0.18,"Strides, Bangalore, India.",1054.0,5726.24,India,3157.0
1312,2275,Rwanda,Direct Drop,FCA,Air,60,3500,23975.0,6.85,0.11,ABBVIE Ludwigshafen Germany,442.0,6776.8,Germany,6174.0
1313,2277,"Congo, DRC",Direct Drop,EXW,Air,1000,1370,37401.0,27.3,0.03,"Guilin OSD site, No 17, China",1125.0,9693.68,China,9399.0
1314,2282,South Africa,Direct Drop,DDP,Ocean,60,6000,16320.0,2.72,0.05,"Cipla, Goa, India",638.0,654.72,India,8074.0
1315,2285,Rwanda,Direct Drop,CIP,Air,30,59609,357057.91,5.99,0.2,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",4227.0,33008.05,India,5921.0
1316,2288,Rwanda,Direct Drop,CIP,Air,60,61290,698706.0,11.4,0.19,Mylan (formerly Matrix) Nashik,7965.0,65851.29, Nashik,5355.0
1317,2289,Côte d'Ivoire,Direct Drop,FCA,Air,60,760,5206.0,6.85,0.11,ABBVIE Ludwigshafen Germany,97.0,1575.13,Germany,5008.0
1318,2290,Vietnam,Direct Drop,EXW,Air,30,1760,3555.2,2.02,0.07,"Micro labs, Verna, Goa, India",126.0,798.95,India,3157.0
1319,2292,Uganda,Direct Drop,CIP,Air,120,807,53746.2,66.6,0.55,"Aspen-OSD, Port Elizabeth, SA",119.0,321.94, Port Elizabeth,3989.0
1320,2294,Haiti,Direct Drop,EXW,Ocean,30,43309,140321.16,3.24,0.11,"Cipla, Goa, India",5000.0,6914.44,India,14446.0
1321,2297,Vietnam,Direct Drop,EXW,Air,60,292,4231.08,14.49,0.24,Mylan (formerly Matrix) Nashik,30.0,4525.05, Nashik,3641.0
1322,2298,Zimbabwe,Direct Drop,CIP,Air,60,164950,593820.0,3.6,0.06,Mylan (formerly Matrix) Nashik,9210.0,7510, Nashik,6420.0
1323,2299,Côte d'Ivoire,Direct Drop,FCA,Air,120,4809,162063.3,33.7,0.28,ABBVIE Ludwigshafen Germany,1196.0,17068.84,Germany,5008.0
1324,2301,Nigeria,Direct Drop,FCA,Air,60,448,3068.8,6.85,0.11,ABBVIE Ludwigshafen Germany,68.0,1123.14,Germany,4614.0
1325,2302,Côte d'Ivoire,Direct Drop,CIP,Air,30,6100,307440.0,50.4,1.68,"MSD, Haarlem, NL",928.0,2093.32, Haarlem,5009.0
1326,2303,"Congo, DRC",Direct Drop,EXW,Air,240,367,734.0,2.0,0.01,"Aurobindo Unit III, India",161.0,2038.97,India,6583.0
1327,2307,Rwanda,Direct Drop,CIP,Air,30,595,12048.75,20.25,0.68,"Aurobindo Unit III, India",87.0,255,India,5921.0
1328,2308,South Africa,Direct Drop,DDP,Air,60,29402,218456.86,7.43,0.12,"Aurobindo Unit III, India",1577.0,1697.9,India,8074.0
1329,2309,Haiti,Direct Drop,CIP,Air,180,525,8904.0,16.96,0.09,"MSD, Haarlem, NL",159.0,290, Haarlem,7467.0
1330,2310,Uganda,Direct Drop,FCA,Air,60,6390,37956.6,5.94,0.1,ABBVIE Ludwigshafen Germany,733.0,6255.87,Germany,5868.0
1331,2311,South Africa,Direct Drop,DDP,Ocean,30,113000,731110.0,6.47,0.22,"Cipla, Goa, India",7569.0,11986.59,India,8074.0
1332,2313,Vietnam,Direct Drop,EXW,Air,60,4848,31463.52,6.49,0.11,Mylan (formerly Matrix) Nashik,415.0,1009.6, Nashik,3641.0
1333,2314,South Africa,Direct Drop,DDP,Ocean,30,50000,122000.0,2.44,0.08,"Aurobindo Unit III, India",2953.0,6409.91,India,8074.0
