,index,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,mfg_site,weight,freight_cost,location,distance,fair_cost
915,1605,Mozambique,From RDC,N/A - From RDC,Air,60,98396,700579.52,7.12,0.12,"Strides, Bangalore, India.",7426.0,2400.25,India,6624.0,49742.52
916,1606,Nigeria,From RDC,N/A - From RDC,Air Charter,30,121280,1425040.0,11.75,0.39,Mylan (formerly Matrix) Nashik,9813.0,9341.49, Nashik,7134.0,69708.04
917,1607,Tanzania,From RDC,N/A - From RDC,Truck,60,15900,404655.0,25.45,0.42,Mylan (formerly Matrix) Nashik,1630.0,2217.5, Nashik,5091.0,8216.81
918,1608,Haiti,From RDC,N/A - From RDC,Air,30,36456,226756.32,6.22,0.21,"Aurobindo Unit III, India",3160.0,32104.3,India,14446.0,46236.49
919,1609,Mozambique,From RDC,N/A - From RDC,Air,60,945,1408.05,1.49,0.02,"Aurobindo Unit III, India",62.0,1074.8,India,6624.0,330.76
920,1611,Mozambique,From RDC,N/A - From RDC,Air,60,735,1073.1,1.46,0.02,"Aurobindo Unit III, India",47.0,955.36,India,6624.0,255.89
921,1613,Zambia,From RDC,N/A - From RDC,,30,16033,260536.25,16.25,0.54,"Aurobindo Unit III, India",536.0,3807.29,India,6906.0,3690.23
922,1615,Zambia,From RDC,N/A - From RDC,,60,43470,155187.9,3.57,0.06,"Ranbaxy, Paonta Shahib, India",4398.0,18137.64,India,6906.0,30627.82
923,1616,Zambia,From RDC,N/A - From RDC,,30,1030,3574.1,3.47,0.12,"MSD Manati, Puerto Rico, (USA)",48.0,574.56,Puerto Rico,10928.0,544.2
924,1617,Rwanda,From RDC,N/A - From RDC,Air,60,38463,383860.74,9.98,0.17,"Cipla, Goa, India",3450.0,20896.5,India,5921.0,20877.75
925,1618,Zambia,From RDC,N/A - From RDC,,60,3334,11035.54,3.31,0.06,"Ranbaxy, Paonta Shahib, India",179.0,1170.16,India,6906.0,1344.48
926,1619,Côte d'Ivoire,From RDC,N/A - From RDC,,30,8148,132405.0,16.25,0.54,"Aurobindo Unit III, India",743.0,2660.0,India,9091.0,6733.83
927,1620,Côte d'Ivoire,From RDC,N/A - From RDC,,60,9000,67500.0,7.5,0.12,"Cipla, Goa, India",974.0,3166.0,India,9091.0,8500.45
928,1621,Mozambique,From RDC,N/A - From RDC,Air,60,62000,458800.0,7.4,0.12,"Cipla, Goa, India",5778.0,20299.0,India,6624.0,37239.05
929,1622,Côte d'Ivoire,From RDC,N/A - From RDC,,60,35074,374590.32,10.68,0.18,"Aurobindo Unit III, India",3116.0,1478.0,India,9091.0,28645.84
930,1624,Côte d'Ivoire,From RDC,N/A - From RDC,,120,3090,127122.6,41.14,0.34,ABBVIE Ludwigshafen Germany,650.0,2457.0,Germany,5008.0,3228.3
931,1627,Côte d'Ivoire,From RDC,N/A - From RDC,,60,22047,67022.88,3.04,0.05,"Ranbaxy, Paonta Shahib, India",1057.0,3348.0,India,9091.0,9482.75
932,1628,Rwanda,From RDC,N/A - From RDC,Air,30,2034,33561.0,16.5,0.55,Premier Med. Corp Ltd. India,768.0,4465.1,India,5921.0,4547.33
933,1635,Zimbabwe,From RDC,N/A - From RDC,Truck,60,1560,14820.0,9.5,0.16,"Aurobindo Unit III, India",90.0,1106.0,India,6980.0,634.81
934,1637,Uganda,From RDC,N/A - From RDC,,60,1350,12825.0,9.5,0.16,"Aurobindo Unit III, India",80.0,739.0,India,5524.0,446.57
935,1639,Zambia,From RDC,N/A - From RDC,,120,4078,167605.8,41.1,0.34,ABBVIE Ludwigshafen Germany,885.0,4119.6,Germany,7464.0,6557.42
936,1640,Zambia,From RDC,N/A - From RDC,,240,10996,68175.2,6.2,0.03,"Aurobindo Unit III, India",3967.0,13094.92,India,6906.0,31814.83
937,1648,Zambia,From RDC,N/A - From RDC,,60,18974,140407.6,7.4,0.12,"Cipla, Goa, India",1928.0,7194.3,India,6906.0,12954.91
938,1651,Côte d'Ivoire,From RDC,N/A - From RDC,Air,120,403,16563.3,41.1,0.34,ABBVIE Ludwigshafen Germany,88.0,1603.44,Germany,5008.0,437.49
939,1654,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,40000,296000.0,7.4,0.12,"Cipla, Goa, India",4026.0,13325.0,India,9091.0,35611.17
940,1656,Uganda,From RDC,N/A - From RDC,,60,1860,13764.0,7.4,0.12,"Cipla, Goa, India",192.0,1617.52,India,5524.0,1031.94
941,1661,Uganda,From RDC,N/A - From RDC,Air,60,6500,48100.0,7.4,0.12,"Cipla, Goa, India",667.0,3609.2,India,5524.0,3584.93
942,1663,Côte d'Ivoire,From RDC,N/A - From RDC,Air,200,2326,3535.52,1.52,0.01,"Aurobindo Unit III, India",232.0,1704.79,India,9091.0,2775.15
943,1666,Haiti,From RDC,N/A - From RDC,Air,60,14995,141702.75,9.45,0.16,"Cipla, Goa, India",1586.0,17289.0,India,14446.0,23275.03
944,1668,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,3847,28467.8,7.4,0.12,"Cipla, Goa, India",408.0,1514.68,India,9091.0,3608.88
945,1674,Tanzania,From RDC,N/A - From RDC,Air,60,40000,296000.0,7.4,0.12,"Cipla, Goa, India",4289.0,24594.29,India,5659.0,23615.47
946,1676,Haiti,From RDC,N/A - From RDC,Air,60,270,7433.1,27.53,0.46,Mylan (formerly Matrix) Nashik,862.0,9711.2, Nashik,14325.0,12379.55
947,1679,Zambia,From RDC,N/A - From RDC,Air,30,81198,162396.0,2.0,0.07,"Cipla, Goa, India",4678.0,30610.2,India,6906.0,33921.58
948,1681,Nigeria,From RDC,N/A - From RDC,Air,30,48,816.0,17.0,0.57,"Aspen-OSD, Port Elizabeth, SA",4.0,213.75, Port Elizabeth,5168.0,20.79
949,1684,Zimbabwe,From RDC,N/A - From RDC,Truck,60,3180,25917.0,8.15,0.14,"Aurobindo Unit III, India",182.0,1593.48,India,6980.0,1309.33
950,1685,Uganda,From RDC,N/A - From RDC,Air,240,127,243.84,1.92,0.01,"Aurobindo Unit III, India",46.0,740.34,India,5524.0,317.63
951,1686,Uganda,From RDC,N/A - From RDC,Air,60,1400,18900.0,13.5,0.22,"Aurobindo Unit III, India",156.0,1282.6,India,5524.0,842.59
952,1687,Zambia,From RDC,N/A - From RDC,Truck,30,35000,420350.0,12.01,0.4,Mylan (formerly Matrix) Nashik,2641.0,2938.92, Nashik,6339.0,16727.36
953,1688,Zambia,From RDC,N/A - From RDC,Truck,60,50000,472500.0,9.45,0.16,"Aurobindo Unit III, India",4585.0,2938.92,India,6906.0,32166.61
954,1690,Tanzania,From RDC,N/A - From RDC,Truck,60,32544,94703.04,2.91,0.05,"Aurobindo Unit III, India",1608.0,1700.32,India,5659.0,9381.11
955,1691,Haiti,From RDC,N/A - From RDC,Air,200,1500,2100.0,1.4,0.01,"Aurobindo Unit III, India",235.0,3022.74,India,14446.0,4849.73
956,1694,Nigeria,From RDC,N/A - From RDC,Air,60,1152,4492.8,3.9,0.06,Mylan (formerly Matrix) Nashik,85.0,1266.05, Nashik,7134.0,559.74
957,1696,Nigeria,From RDC,N/A - From RDC,Air,60,784,3057.6,3.9,0.06,Mylan (formerly Matrix) Nashik,58.0,1102.98, Nashik,7134.0,381.94
958,1697,Nigeria,From RDC,N/A - From RDC,Air,120,94,3863.4,41.1,0.34,ABBVIE Ludwigshafen Germany,27.0,1058.0,Germany,4614.0,123.67
959,1703,Uganda,From RDC,N/A - From RDC,Air,60,14600,172280.0,11.8,0.2,"Aurobindo Unit III, India",1657.0,9995.55,India,5524.0,9308.41
960,1709,Zambia,From RDC,N/A - From RDC,Air,60,9408,31987.2,3.4,0.06,"Aurobindo Unit III, India",893.0,6269.7,India,6906.0,6529.83
961,1710,Nigeria,From RDC,N/A - From RDC,Air,30,12696,333270.0,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",1114.0,7641.1, Port Elizabeth,5168.0,5790.05
962,1712,Tanzania,From RDC,N/A - From RDC,Air,60,76427,722235.15,9.45,0.16,"Aurobindo Unit III, India",7017.0,5367.09,India,5659.0,40339.51
963,1714,Nigeria,From RDC,N/A - From RDC,Air,60,7876,12207.8,1.55,0.03,"Aurobindo Unit III, India",521.0,4608.92,India,7633.0,4618.21
965,1717,Nigeria,From RDC,N/A - From RDC,Air Charter,60,67842,773398.8,11.4,0.19,"Aurobindo Unit III, India",7627.0,11492.86,India,7633.0,58216.89
966,1718,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,28624,267634.4,9.35,0.16,"Aurobindo Unit III, India",2583.0,7608.7,India,9091.0,24109.92
967,1719,Zimbabwe,From RDC,N/A - From RDC,Truck,30,8000,16000.0,2.0,0.07,"Cipla, Goa, India",483.0,2947.59,India,6980.0,3539.91
968,1723,Mozambique,From RDC,N/A - From RDC,Truck,60,135000,972000.0,7.2,0.12,"Strides, Bangalore, India.",10053.0,10211.52,India,6624.0,66591.07
969,1725,Nigeria,From RDC,N/A - From RDC,Air,60,248,793.6,3.2,0.05,"Aurobindo Unit III, India",24.0,1547.94,India,7633.0,171.74
970,1726,Nigeria,From RDC,N/A - From RDC,Air Charter,60,35000,327250.0,9.35,0.16,"Aurobindo Unit III, India",3162.0,15128.37,India,7633.0,24780.88
971,1729,Uganda,From RDC,N/A - From RDC,Air,60,3895,27732.4,7.12,0.12,"Strides, Bangalore, India.",289.0,2798.7,India,5524.0,1614.37
972,1730,Nigeria,From RDC,N/A - From RDC,Air Charter,180,400,20000.0,50.0,0.28,"MSD, Haarlem, NL",89.0,7329.83, Haarlem,4754.0,426.49
973,1731,Nigeria,From RDC,N/A - From RDC,Air Charter,60,3190,36366.0,11.4,0.19,"Aurobindo Unit III, India",361.0,7329.83,India,7633.0,2755.51
974,1733,Zambia,From RDC,N/A - From RDC,Air,30,22260,244860.0,11.0,0.37,"Aurobindo Unit III, India",1921.0,2448.71,India,6906.0,13387.03
975,1735,Nigeria,From RDC,N/A - From RDC,Air Charter,60,1268,14455.2,11.4,0.19,"Aurobindo Unit III, India",143.0,7445.8,India,7633.0,1091.52
976,1736,Zambia,From RDC,N/A - From RDC,Truck,30,27941,307351.0,11.0,0.37,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",1970.0,6759.28,India,6906.0,13728.5
977,1737,Haiti,From RDC,N/A - From RDC,Air,240,2757,5789.7,2.1,0.01,"Aurobindo Unit III, India",1038.0,11774.5,India,14446.0,17137.08
978,1740,Côte d'Ivoire,From RDC,N/A - From RDC,Air,60,18180,206343.0,11.35,0.19,"Aurobindo Unit III, India",2047.0,6739.08,India,9091.0,18691.26
979,1742,Uganda,From RDC,N/A - From RDC,Ocean,60,8784,99698.4,11.35,0.19,Mylan (formerly Matrix) Nashik,1118.0,7338.54, Nashik,4961.0,5570.83
980,1745,Uganda,From RDC,N/A - From RDC,Air,30,29426,201568.1,6.85,0.23,"Aurobindo Unit III, India",2529.0,4031.3,India,5524.0,14072.17
981,1747,Nigeria,From RDC,N/A - From RDC,Air Charter,60,17000,193800.0,11.4,0.19,"Aurobindo Unit III, India",1914.0,9341.49,India,7633.0,14609.56
982,1748,Nigeria,From RDC,N/A - From RDC,Air Charter,60,3001,34211.4,11.4,0.19,"Aurobindo Unit III, India",338.0,9341.49,India,7633.0,2579.95
983,1749,Nigeria,From RDC,N/A - From RDC,Air Charter,30,240,2820.0,11.75,0.39,Mylan (formerly Matrix) Nashik,22.0,9341.49, Nashik,7134.0,156.28
984,1750,Nigeria,From RDC,N/A - From RDC,Air Charter,60,25281,288203.4,11.4,0.19,"Aurobindo Unit III, India",2847.0,9341.49,India,7633.0,21731.15
985,1751,Nigeria,From RDC,N/A - From RDC,Air Charter,60,16912,192796.8,11.4,0.19,"Aurobindo Unit III, India",1905.0,9341.49,India,7633.0,14540.86
986,1753,Mozambique,From RDC,N/A - From RDC,Truck,60,1604,11420.48,7.12,0.12,"Strides, Bangalore, India.",120.0,1799.88,India,6624.0,803.81
987,1754,Haiti,From RDC,N/A - From RDC,Air,60,4410,6438.6,1.46,0.02,"Aurobindo Unit III, India",286.0,3842.22,India,14446.0,3395.8
988,1755,Vietnam,Direct Drop,EXW,Air,60,11092,74871.0,6.75,0.11,Mylan (formerly Matrix) Nashik,957.0,1869.41, Nashik,3641.0,3407.01
989,1756,Haiti,Direct Drop,EXW,Air,60,298,685.4,2.3,0.04,"Cipla, Goa, India",21.0,304.62,India,14446.0,316.56
990,1757,Mozambique,Direct Drop,FCA,Air,60,400,2740.0,6.85,0.11,ABBVIE Ludwigshafen Germany,62.0,642.99,Germany,8163.0,487.63
991,1758,South Africa,Direct Drop,DDP,Ocean,30,54768,133633.92,2.44,0.08,"Aurobindo Unit III, India",3237.0,10923.46,India,8074.0,25707.09
992,1761,Vietnam,Direct Drop,EXW,Air,30,11500,132135.0,11.49,0.38,Mylan (formerly Matrix) Nashik,1295.0,2021.05, Nashik,3641.0,4678.16
993,1763,South Africa,Direct Drop,DDP,Air,30,56877,265615.59,4.67,0.16,"Aurobindo Unit III, India",4815.0,5886.9,India,8074.0,39958.52
994,1765,Vietnam,Direct Drop,EXW,Air,30,1680,13860.0,8.25,0.28,Mylan (formerly Matrix) Nashik,110.0,791.43, Nashik,3641.0,407.79
995,1766,Rwanda,Direct Drop,CIP,Air,30,138422,1211192.5,8.75,0.29,Mylan (formerly Matrix) Nashik,13147.0,4781.8, Nashik,5355.0,69999.89
997,1769,Haiti,Direct Drop,EXW,Ocean,30,25000,256000.0,10.24,0.34,Mylan (formerly Matrix) Nashik,3034.0,7658.27, Nashik,14325.0,43292.28
998,1770,Vietnam,Direct Drop,EXW,Air,60,13000,105300.0,8.1,0.13,Mylan (formerly Matrix) Nashik,2672.0,2504.64, Nashik,3641.0,9368.43
999,1772,Uganda,Direct Drop,DDP,Air,120,121,9075.0,75.0,0.62,"Janssen-Cilag, Latina, IT",43.0,199.0, Latina,4823.0,205.73
1000,1773,Vietnam,Direct Drop,EXW,Air,30,21504,139776.0,6.5,0.22,Mylan (formerly Matrix) Nashik,1849.0,4191.83, Nashik,3641.0,6835.78
1001,1774,Haiti,Direct Drop,EXW,Ocean,240,1832,3847.2,2.1,0.01,"Aurobindo Unit III, India",3504.0,7117.39,India,14446.0,57850.04
1002,1775,Vietnam,Direct Drop,FCA,Air,30,174,4047.24,23.26,0.78,ABBVIE Ludwigshafen Germany,21.0,583.66,Germany,9157.0,193.45
1003,1777,Rwanda,Direct Drop,CIP,Air,30,62209,681188.55,10.95,0.36,Mylan (formerly Matrix) Nashik,5795.0,63600.4, Nashik,5355.0,30607.13
1004,1778,"Congo, DRC",Direct Drop,EXW,Air,30,940,1175.0,1.25,0.04,"Aurobindo Unit III, India",132.0,2516.57,India,6583.0,834.2
1005,1780,Haiti,Direct Drop,EXW,Air,30,14448,46667.04,3.23,0.11,"Micro labs, Verna, Goa, India",2284.0,13257.25,India,14446.0,33709.72
1006,1781,Uganda,Direct Drop,CIP,Air,120,108,3888.0,36.0,0.3,"Janssen-Cilag, Latina, IT",22.0,265.0, Latina,4823.0,106.11
1007,1783,Tanzania,Direct Drop,EXW,Air,30,5925,9243.0,1.56,0.05,"Aurobindo Unit III, India",394.0,3245.39,India,5659.0,2143.89
1008,1784,Vietnam,Direct Drop,EXW,Air,60,9800,63602.0,6.49,0.11,Mylan (formerly Matrix) Nashik,2235.0,3708.72, Nashik,3641.0,8275.56
1009,1785,South Africa,Direct Drop,DDP,Air,30,19992,156337.44,7.82,0.26,"Cipla, Goa, India",1378.0,3646.1,India,8074.0,11097.52
1010,1786,Zambia,Direct Drop,EXW,Air,60,10000,19900.0,1.99,0.03,"Mylan,  H-12 & H-13, India",849.0,4316.34,India,6906.0,5303.39
1011,1787,Vietnam,Direct Drop,EXW,Air,60,7600,15808.0,2.08,0.03,"Micro labs, Verna, Goa, India",1292.0,2800.95,India,3157.0,3529.77
1012,1789,Vietnam,Direct Drop,EXW,Air,30,3528,27342.0,7.75,0.26,"Aurobindo Unit III, India",395.0,3538.57,India,3157.0,1255.06
1013,1791,Côte d'Ivoire,Direct Drop,EXW,Air,60,4000,112000.0,28.0,0.47,Mylan (formerly Matrix) Nashik,655.0,5300.24, Nashik,8608.0,5678.51
1014,1792,Mozambique,Direct Drop,EXW,Air,30,800,6064.0,7.58,0.25,"Aurobindo Unit III, India",77.0,979.14,India,6624.0,504.66
1015,1793,Uganda,Direct Drop,EXW,Air,60,7445,16676.8,2.24,0.04,"Cipla, Goa, India",574.0,3868.24,India,5524.0,3397.26
1016,1794,Vietnam,Direct Drop,EXW,Air,240,263,486.55,1.85,0.01,"Aurobindo Unit III, India",182.0,5970.85,India,3157.0,745.39
1017,1795,Vietnam,Direct Drop,FCA,Air,120,3812,231845.84,60.82,0.51,ABBVIE Ludwigshafen Germany,824.0,3216.15,Germany,9157.0,7592.51
1018,1796,Vietnam,Direct Drop,EXW,Air,30,3528,22932.0,6.5,0.22,Mylan (formerly Matrix) Nashik,383.0,1162.52, Nashik,3641.0,1415.96
1019,1798,Tanzania,Direct Drop,EXW,Air,30,20867,32552.52,1.56,0.05,"Aurobindo Unit III, India",1337.0,8403.67,India,5659.0,7275.08
1020,1799,South Africa,Direct Drop,DDP,Ocean,60,150000,430500.0,2.87,0.05,"Strides, Bangalore, India.",9306.0,10511.33,India,8074.0,78540.05
1021,1800,South Africa,Direct Drop,DDP,Ocean,60,159000,443610.0,2.79,0.05,"Cipla, Goa, India",16729.0,25199.31,India,8074.0,145236.5
1022,1804,South Africa,Direct Drop,DDP,Ocean,30,5745,25909.95,4.51,0.15,"Aurobindo Unit III, India",488.0,4232.71,India,8074.0,3931.38
1023,1807,Haiti,Direct Drop,EXW,Ocean,90,3680,20240.0,5.5,0.06,"Aurobindo Unit III, India",6385.0,8768.76,India,14446.0,90560.66
1024,1809,Côte d'Ivoire,Direct Drop,CIP,Air,60,6000,57000.0,9.5,0.16,"BMS Meymac, France",1278.0,1742.12,France,4338.0,5602.32
1025,1810,Haiti,Direct Drop,EXW,Air,30,29908,89125.84,2.98,0.1,"Micro labs, Verna, Goa, India",2423.0,14650.41,India,14446.0,35237.58
1026,1811,South Africa,Direct Drop,DDP,Ocean,60,87500,641375.0,7.33,0.12,"Aurobindo Unit III, India",4416.0,7334.83,India,8074.0,35022.43
1028,1813,Vietnam,Direct Drop,EXW,Air,60,1769,3714.9,2.1,0.04,Mylan (formerly Matrix) Nashik,1961.0,7308.37, Nashik,3641.0,8160.0
1029,1816,Tanzania,Direct Drop,EXW,Air,30,9000,179100.0,19.9,0.66,Mylan (formerly Matrix) Nashik,1081.0,5834.1, Nashik,5091.0,5475.72
1030,1817,Uganda,Direct Drop,CIP,Air,180,75,3750.0,50.0,0.28,"MSD, Haarlem, NL",19.0,435.0, Haarlem,6190.0,118.55
1031,1821,South Africa,Direct Drop,DDP,Ocean,60,2452,17899.6,7.3,0.12,"Aurobindo Unit III, India",127.0,47101.63,India,8074.0,1011.35
1032,1823,South Africa,Direct Drop,DDP,Air,30,11510,53751.7,4.67,0.16,"Aurobindo Unit III, India",993.0,4263.07,India,8074.0,8240.67
1033,1824,Vietnam,Direct Drop,EXW,Air,60,20000,40000.0,2.0,0.03,Mylan (formerly Matrix) Nashik,2806.0,18207.5, Nashik,3641.0,9194.98
1034,1826,Haiti,Direct Drop,EXW,Air,240,375,2561.25,6.83,0.03,"Aurobindo Unit III, India",300.0,2949.23,India,14446.0,4568.57
1035,1828,Vietnam,Direct Drop,EXW,Air,60,16300,181745.0,11.15,0.19,"Aurobindo Unit III, India",2011.0,11648.31,India,3157.0,6491.08
1036,1830,Vietnam,Direct Drop,EXW,Air,240,464,858.4,1.85,0.01,"Aurobindo Unit III, India",437.0,1222.31,India,3157.0,1789.76
1037,1831,Vietnam,Direct Drop,EXW,Air,60,24480,58752.0,2.4,0.04,"Aurobindo Unit III, India",3536.0,20910.43,India,3157.0,11163.15
1038,1832,Nigeria,Direct Drop,EXW,Air,60,10000,65000.0,6.5,0.11,Mylan (formerly Matrix) Nashik,574.0,4760.43, Nashik,7134.0,4157.91
1039,1833,South Africa,Direct Drop,DDP,Air,240,2162,6810.3,3.15,0.01,"Aurobindo Unit III, India",838.0,4876.31,India,8074.0,5155.06
1040,1834,South Africa,Direct Drop,DDP,Air,240,8474,25422.0,3.0,0.01,"Aurobindo Unit III, India",3206.0,2154.51,India,8074.0,20708.2
1041,1835,Rwanda,Direct Drop,EXW,Air,60,46530,581159.7,12.49,0.21,Mylan (formerly Matrix) Nashik,4810.0,27894.81, Nashik,5355.0,25984.4
1042,1836,Vietnam,Direct Drop,FCA,Air,30,400,9304.0,23.26,0.78,ABBVIE Ludwigshafen Germany,40.0,642.45,Germany,9157.0,368.48
1043,1837,Vietnam,Direct Drop,EXW,Air,60,30000,313500.0,10.45,0.17,"Aurobindo Unit III, India",10210.0,17392.05,India,3157.0,31461.85
1044,1840,Rwanda,Direct Drop,EXW,Ocean,30,117359,997551.5,8.5,0.28,Mylan (formerly Matrix) Nashik,10329.0,32530.22, Nashik,5355.0,54661.07
1045,1841,Vietnam,Direct Drop,EXW,Air,60,20500,228575.0,11.15,0.19,"Aurobindo Unit III, India",2904.0,14223.39,India,3157.0,9373.49
1046,1843,South Africa,Direct Drop,DDP,Ocean,30,137654,944306.44,6.86,0.23,"Cipla, Goa, India",9147.0,11314.2,India,8074.0,74283.51
1047,1844,Haiti,Direct Drop,EXW,Air,240,705,1064.55,1.51,0.01,"Aurobindo Unit III, India",346.0,3429.78,India,14446.0,7944.34
1048,1845,Tanzania,Direct Drop,EXW,Air,60,36426,296143.38,8.13,0.14,"Aurobindo Unit III, India",4609.0,17581.92,India,5659.0,26948.53
1049,1847,Tanzania,Direct Drop,CIP,Air,30,18544,340096.96,18.34,0.61,"BMS Meymac, France",1478.0,1312.2,France,6771.0,9985.71
1050,1848,Haiti,Direct Drop,EXW,Ocean,60,3300,13035.0,3.95,0.07,Mylan (formerly Matrix) Nashik,16350.0,16028.78, Nashik,14325.0,249037.41
1051,1849,South Africa,Direct Drop,DDP,Ocean,90,1515,15119.7,9.98,0.11,"Aurobindo Unit III, India",201.0,4134.92,India,8074.0,1609.86
1052,1850,Vietnam,Direct Drop,EXW,Air,60,21858,184044.36,8.42,0.14,"Strides, Bangalore, India.",2777.0,4461.72,India,3157.0,8746.16
1053,1851,Haiti,Direct Drop,EXW,Air,30,2894,3617.5,1.25,0.04,"Aurobindo Unit III, India",1486.0,12749.39,India,14446.0,20608.09
1054,1854,South Africa,Direct Drop,DDP,Ocean,60,37870,103006.4,2.72,0.05,"Cipla, Goa, India",4121.0,4957.81,India,8074.0,36698.11
1055,1855,Haiti,Direct Drop,EXW,Ocean,60,889,3200.4,3.6,0.06,Mylan (formerly Matrix) Nashik,94.0,2350.55, Nashik,14325.0,1346.55
1056,1856,Zambia,Direct Drop,EXW,Air,60,20000,43000.0,2.15,0.04,"Aurobindo Unit III, India",1044.0,5145.69,India,6906.0,8048.22
1057,1857,Vietnam,Direct Drop,FCA,Air,120,1969,119754.58,60.82,0.51,ABBVIE Ludwigshafen Germany,484.0,1565.1,Germany,9157.0,4459.68
1058,1858,Zambia,Direct Drop,EXW,Air,30,11811,69684.9,5.9,0.2,"Aurobindo Unit III, India",1184.0,5904.94,India,6906.0,8315.29
1059,1859,Vietnam,Direct Drop,EXW,Air,30,3000,6720.0,2.24,0.07,"Aurobindo Unit III, India",436.0,1238.16,India,3157.0,1290.42
1060,1860,Rwanda,Direct Drop,EXW,Air,240,9690,14631.9,1.51,0.01,"Aurobindo Unit III, India",3790.0,66260.33,India,5921.0,35667.16
1061,1861,Vietnam,Direct Drop,EXW,Air,60,100,1750.0,17.5,0.29,Mylan (formerly Matrix) Nashik,2128.0,7784.92, Nashik,3641.0,7703.77
1062,1863,Vietnam,Direct Drop,EXW,Air,60,112,1618.4,14.45,0.24,"Aurobindo Unit III, India",1701.0,4288.83,India,3157.0,5351.48
1063,1865,Nigeria,Direct Drop,EXW,Air,30,10150,228375.0,22.5,0.75,Mylan (formerly Matrix) Nashik,1360.0,7665.38, Nashik,7134.0,9702.24
1064,1867,Vietnam,Direct Drop,FCA,Air,30,319,7419.94,23.26,0.78,ABBVIE Ludwigshafen Germany,1736.0,5265.22,Germany,9157.0,15992.23
1065,1868,Tanzania,Direct Drop,EXW,Air,60,28663,74523.8,2.6,0.04,"Aurobindo Unit III, India",3380.0,17603.58,India,5659.0,17656.08
1066,1869,Mozambique,Direct Drop,FCA,Air,60,120,822.0,6.85,0.11,ABBVIE Ludwigshafen Germany,22.0,828.76,Germany,8163.0,173.03
1067,1870,Vietnam,Direct Drop,EXW,Air,30,84000,965160.0,11.49,0.38,Mylan (formerly Matrix) Nashik,9479.0,14402.92, Nashik,3641.0,34242.7
1068,1871,Haiti,Direct Drop,EXW,Air,30,5000,100000.0,20.0,0.67,Mylan (formerly Matrix) Nashik,670.0,4909.72, Nashik,14325.0,9645.74
1069,1872,Vietnam,Direct Drop,EXW,Air,60,336,2520.0,7.5,0.12,Mylan (formerly Matrix) Nashik,120.0,9013.85, Nashik,3641.0,419.44
1070,1873,South Africa,Direct Drop,DDP,Ocean,30,43280,287812.0,6.65,0.22,"Aurobindo Unit III, India",4040.0,6121.42,India,8074.0,32373.7
1071,1875,Côte d'Ivoire,Direct Drop,FCA,Air,60,7850,46629.0,5.94,0.1,ABBVIE Ludwigshafen Germany,909.0,6020.53,Germany,5008.0,4598.25
1072,1876,South Africa,Direct Drop,DDP,Ocean,60,152535,361507.95,2.37,0.04,"Aurobindo Unit III, India",7698.0,11372.23,India,8074.0,62940.41
1073,1879,Vietnam,Direct Drop,EXW,Air,60,19920,114340.8,5.74,0.1,"Cipla, Goa, India",1936.0,5314.56,India,3157.0,6388.8
1074,1881,South Africa,Direct Drop,DDP,Air,30,47625,372427.5,7.82,0.26,"Cipla, Goa, India",3243.0,1881.24,India,8074.0,26117.02
1075,1882,South Africa,Direct Drop,DDP,Ocean,30,32280,146228.4,4.53,0.15,"Aurobindo Unit III, India",7017.0,11372.23,India,8074.0,56280.06
1076,1883,South Africa,Direct Drop,DDP,Air,30,26991,211069.62,7.82,0.26,"Cipla, Goa, India",1842.0,5298.03,India,8074.0,14834.27
1077,1887,South Africa,Direct Drop,DDP,Ocean,90,25000,204250.0,8.17,0.09,"Aurobindo Unit III, India",3313.0,4689.6,India,8074.0,26519.98
1078,1889,Vietnam,Direct Drop,EXW,Air,60,25000,65000.0,2.6,0.04,Mylan (formerly Matrix) Nashik,3098.0,12745.06, Nashik,3641.0,10412.14
1079,1890,Zimbabwe,Direct Drop,EXW,Air,90,14164,131725.2,9.3,0.1,"Strides, Bangalore, India.",884.0,8280.73,India,6980.0,5971.28
1080,1891,Haiti,Direct Drop,EXW,Ocean,240,1295,1955.45,1.51,0.01,"Aurobindo Unit III, India",536.0,1893.24,India,14446.0,12306.84
1081,1894,Haiti,Direct Drop,EXW,Air,240,2052,3098.52,1.51,0.01,"Aurobindo Unit III, India",908.0,6438.91,India,14446.0,20848.16
1082,1895,Zambia,Direct Drop,CIP,Air,120,10000,369100.0,36.91,0.31,ABBVIE Ludwigshafen Germany,2294.0,1100.2,Germany,7464.0,17256.95
1083,1896,Vietnam,Direct Drop,FCA,Air,120,4280,351816.0,82.2,0.68,ABBVIE Ludwigshafen Germany,1063.0,11167.45,Germany,9157.0,9662.84
1084,1897,South Africa,Direct Drop,DDP,Ocean,30,64269,427388.85,6.65,0.22,"Aurobindo Unit III, India",5999.0,13829.58,India,8074.0,48071.75
