,country,fulfill_via,vendor,shipment_mode,unit_of_measure,line_item_quantity,line_item_value,pack_price,unit_price,weight,freight_cost,location,distance
1772,Uganda,Direct Drop,DDP,Air,120,121,9075,75,0.62,43,199, Latina,4823
1773,Vietnam,Direct Drop,EXW,Air,30,21504,139776,6,0.22,1849,4191, Nashik,3641
1774,Haiti,Direct Drop,EXW,Ocean,240,1832,3847,2,0.01,3504,7117,India,14446
1775,Vietnam,Direct Drop,FCA,Air,30,174,4047,23,0.78,21,583,Germany,9157
1776,Nigeria,Direct Drop,EXW,Air,30,4560,82080,18,0.6,3622,10181,India,7633
1777,Rwanda,Direct Drop,CIP,Air,30,62209,681188,10,0.36,5795,63600, Nashik,5355
1778,"Congo, DRC",Direct Drop,EXW,Air,30,940,1175,1,0.04,132,2516,India,6583
1779,South Africa,Direct Drop,DDP,Truck,60,33,1671,50,0.84,3622,10181, Latina,7877
1780,Haiti,Direct Drop,EXW,Air,30,14448,46667,3,0.11,2284,13257,India,14446
1781,Uganda,Direct Drop,CIP,Air,120,108,3888,36,0.3,22,265, Latina,4823
1782,South Africa,Direct Drop,DDP,Truck,90,16,272,17,0.19,3622,10181,India,8074
1783,Tanzania,Direct Drop,EXW,Air,30,5925,9243,1,0.05,394,3245,India,5659
1784,Vietnam,Direct Drop,EXW,Air,60,9800,63602,6,0.11,2235,3708, Nashik,3641
1785,South Africa,Direct Drop,DDP,Air,30,19992,156337,7,0.26,1378,3646,India,8074
1786,Zambia,Direct Drop,EXW,Air,60,10000,19900,1,0.03,849,4316,India,6906
1787,Vietnam,Direct Drop,EXW,Air,60,7600,15808,2,0.03,1292,2800,India,3157
1788,South Africa,Direct Drop,DDP,Truck,90,100,3297,32,0.37,3622,10181,India,8074
1789,Vietnam,Direct Drop,EXW,Air,30,3528,27342,7,0.26,395,3538,India,3157
1790,South Africa,Direct Drop,DDP,Truck,60,59,1653,28,0.47,3622,10181,India,8074
1791,Côte d'Ivoire,Direct Drop,EXW,Air,60,4000,112000,28,0.47,655,5300, Nashik,8608
1792,Mozambique,Direct Drop,EXW,Air,30,800,6064,7,0.25,77,979,India,6624
1793,Uganda,Direct Drop,EXW,Air,60,7445,16676,2,0.04,574,3868,India,5524
1794,Vietnam,Direct Drop,EXW,Air,240,263,486,1,0.01,182,5970,India,3157
1795,Vietnam,Direct Drop,FCA,Air,120,3812,231845,60,0.51,824,3216,Germany,9157
1796,Vietnam,Direct Drop,EXW,Air,30,3528,22932,6,0.22,383,1162, Nashik,3641
1797,South Africa,Direct Drop,DDP,Truck,60,9,620,68,1.15,3622,10181,India,8074
1798,Tanzania,Direct Drop,EXW,Air,30,20867,32552,1,0.05,1337,8403,India,5659
1799,South Africa,Direct Drop,DDP,Ocean,60,150000,430500,2,0.05,9306,10511,India,8074
1800,South Africa,Direct Drop,DDP,Ocean,60,159000,443610,2,0.05,16729,25199,India,8074
1801,South Africa,Direct Drop,DDP,Truck,60,24,2031,84,1.41,3622,10181, Haarlem,9211
1802,South Africa,Direct Drop,DDP,Truck,30,100,4669,46,1.56,3622,10181, Port Elizabeth,573
1803,South Africa,Direct Drop,DDP,Air,240,28000,280560,10,0.04,3622,10181,Canada,15035
1804,South Africa,Direct Drop,DDP,Ocean,30,5745,25909,4,0.15,488,4232,India,8074
1805,South Africa,Direct Drop,DDP,Air,240,6395,19185,3,0.01,3622,10181,India,8074
1806,South Africa,Direct Drop,DDP,Truck,60,7,126,18,0.3,3622,10181,India,8074
1807,Haiti,Direct Drop,EXW,Ocean,90,3680,20240,5,0.06,6385,8768,India,14446
1808,South Africa,Direct Drop,DDP,Truck,120,48,1236,25,0.21,3622,10181,Germany,8973
1809,Côte d'Ivoire,Direct Drop,CIP,Air,60,6000,57000,9,0.16,1278,1742,France,4338
1810,Haiti,Direct Drop,EXW,Air,30,29908,89125,2,0.1,2423,14650,India,14446
1811,South Africa,Direct Drop,DDP,Ocean,60,87500,641375,7,0.12,4416,7334,India,8074
1812,Rwanda,Direct Drop,EXW,Air,240,9720,14677,1,0.01,4365,10181,India,5921
1813,Vietnam,Direct Drop,EXW,Air,60,1769,3714,2,0.04,1961,7308, Nashik,3641
1814,South Africa,Direct Drop,DDP,Air,240,26000,392080,15,0.06,3622,7707,Canada,15035
1815,South Africa,Direct Drop,DDP,Truck,30,9,342,38,1.27,3622,10181, Nashik,7527
1816,Tanzania,Direct Drop,EXW,Air,30,9000,179100,19,0.66,1081,5834, Nashik,5091
1817,Uganda,Direct Drop,CIP,Air,180,75,3750,50,0.28,19,435, Haarlem,6190
1818,Haiti,Direct Drop,CIP,Air,200,192,2417,12,0.06,3622,10181,France,7294
1819,South Africa,Direct Drop,DDP,Truck,240,599,11964,19,0.08,3622,10181,Canada,15035
1820,Rwanda,Direct Drop,CIP,Air,30,9653,168734,17,0.58,3622,10181, Nashik,5355
1821,South Africa,Direct Drop,DDP,Ocean,60,2452,17899,7,0.12,127,47101,India,8074
1822,South Africa,Direct Drop,DDP,Truck,30,6,71,11,0.39,3622,10181,India,8074
1823,South Africa,Direct Drop,DDP,Air,30,11510,53751,4,0.16,993,4263,India,8074
1824,Vietnam,Direct Drop,EXW,Air,60,20000,40000,2,0.03,2806,18207, Nashik,3641
1825,South Africa,Direct Drop,DDP,Ocean,30,12000,54120,4,0.15,3622,10181,India,8074
1826,Haiti,Direct Drop,EXW,Air,240,375,2561,6,0.03,300,2949,India,14446
1827,South Africa,Direct Drop,DDP,Truck,30,1368,21995,16,0.54,3622,10181,India,8074
1828,Vietnam,Direct Drop,EXW,Air,60,16300,181745,11,0.19,2011,11648,India,3157
1829,South Africa,Direct Drop,DDP,Truck,30,7,99,14,0.47,3622,10181,India,8074
1830,Vietnam,Direct Drop,EXW,Air,240,464,858,1,0.01,437,1222,India,3157
1831,Vietnam,Direct Drop,EXW,Air,60,24480,58752,2,0.04,3536,20910,India,3157
1832,Nigeria,Direct Drop,EXW,Air,60,10000,65000,6,0.11,574,4760, Nashik,7134
1833,South Africa,Direct Drop,DDP,Air,240,2162,6810,3,0.01,838,4876,India,8074
1834,South Africa,Direct Drop,DDP,Air,240,8474,25422,3,0.01,3206,2154,India,8074
1835,Rwanda,Direct Drop,EXW,Air,60,46530,581159,12,0.21,4810,27894, Nashik,5355
1836,Vietnam,Direct Drop,FCA,Air,30,400,9304,23,0.78,40,642,Germany,9157
1837,Vietnam,Direct Drop,EXW,Air,60,30000,313500,10,0.17,10210,17392,India,3157
1838,South Africa,Direct Drop,DDP,Truck,60,12,216,18,0.3,3622,10181,India,8074
1839,South Africa,Direct Drop,DDP,Truck,200,2200,3914,1,0.01,3622,10181,France,8670
1840,Rwanda,Direct Drop,EXW,Ocean,30,117359,997551,8,0.28,10329,32530, Nashik,5355
1841,Vietnam,Direct Drop,EXW,Air,60,20500,228575,11,0.19,2904,14223,India,3157
1842,South Africa,Direct Drop,DDP,Truck,30,9612,183096,19,0.64,3622,10181,India,8074
1843,South Africa,Direct Drop,DDP,Ocean,30,137654,944306,6,0.23,9147,11314,India,8074
1844,Haiti,Direct Drop,EXW,Air,240,705,1064,1,0.01,346,3429,India,14446
1845,Tanzania,Direct Drop,EXW,Air,60,36426,296143,8,0.14,4609,17581,India,5659
1846,South Africa,Direct Drop,DDP,Truck,30,1,11,11,0.37,3622,10181,India,8074
1847,Tanzania,Direct Drop,CIP,Air,30,18544,340096,18,0.61,1478,1312,France,6771
1848,Haiti,Direct Drop,EXW,Ocean,60,3300,13035,3,0.07,16350,16028, Nashik,14325
1849,South Africa,Direct Drop,DDP,Ocean,90,1515,15119,9,0.11,201,4134,India,8074
1850,Vietnam,Direct Drop,EXW,Air,60,21858,184044,8,0.14,2777,4461,India,3157
1851,Haiti,Direct Drop,EXW,Air,30,2894,3617,1,0.04,1486,12749,India,14446
1852,South Africa,Direct Drop,DDP,Truck,120,27,742,27,0.23,3622,10181, Latina,7877
1853,South Africa,Direct Drop,DDP,Truck,120,36,2509,69,0.58,3622,10181, Latina,7877
1854,South Africa,Direct Drop,DDP,Ocean,60,37870,103006,2,0.05,4121,4957,India,8074
1855,Haiti,Direct Drop,EXW,Ocean,60,889,3200,3,0.06,94,2350, Nashik,14325
1856,Zambia,Direct Drop,EXW,Air,60,20000,43000,2,0.04,1044,5145,India,6906
1857,Vietnam,Direct Drop,FCA,Air,120,1969,119754,60,0.51,484,1565,Germany,9157
1858,Zambia,Direct Drop,EXW,Air,30,11811,69684,5,0.2,1184,5904,India,6906
1859,Vietnam,Direct Drop,EXW,Air,30,3000,6720,2,0.07,436,1238,India,3157
1860,Rwanda,Direct Drop,EXW,Air,240,9690,14631,1,0.01,3790,66260,India,5921
1861,Vietnam,Direct Drop,EXW,Air,60,100,1750,17,0.29,2128,7784, Nashik,3641
1862,Haiti,Direct Drop,EXW,Ocean,240,2040,4080,2,0.01,3622,10181,India,14446
1863,Vietnam,Direct Drop,EXW,Air,60,112,1618,14,0.24,1701,4288,India,3157
1864,Vietnam,Direct Drop,EXW,Air,30,11592,52048,4,0.15,3622,10181, Nashik,3641
1865,Nigeria,Direct Drop,EXW,Air,30,10150,228375,22,0.75,1360,7665, Nashik,7134
1866,South Africa,Direct Drop,DDP,Truck,60,143,2313,16,0.27,3622,10181,India,8074
1867,Vietnam,Direct Drop,FCA,Air,30,319,7419,23,0.78,1736,5265,Germany,9157
1868,Tanzania,Direct Drop,EXW,Air,60,28663,74523,2,0.04,3380,17603,India,5659
1869,Mozambique,Direct Drop,FCA,Air,60,120,822,6,0.11,22,828,Germany,8163
1870,Vietnam,Direct Drop,EXW,Air,30,84000,965160,11,0.38,9479,14402, Nashik,3641
1871,Haiti,Direct Drop,EXW,Air,30,5000,100000,20,0.67,670,4909, Nashik,14325
1872,Vietnam,Direct Drop,EXW,Air,60,336,2520,7,0.12,120,9013, Nashik,3641
1873,South Africa,Direct Drop,DDP,Ocean,30,43280,287812,6,0.22,4040,6121,India,8074
1874,South Africa,Direct Drop,DDP,Truck,30,300,1046,3,0.12,3622,10181,India,8074
1875,Côte d'Ivoire,Direct Drop,FCA,Air,60,7850,46629,5,0.1,909,6020,Germany,5008
1876,South Africa,Direct Drop,DDP,Ocean,60,152535,361507,2,0.04,7698,11372,India,8074
1877,South Africa,Direct Drop,DDP,Truck,30,12,281,23,0.78,3622,10181,India,8074
1878,South Africa,Direct Drop,DDP,Truck,30,3,42,14,0.47,3622,10181,India,8074
1879,Vietnam,Direct Drop,EXW,Air,60,19920,114340,5,0.1,1936,5314,India,3157
1880,South Africa,Direct Drop,DDP,Truck,200,500,1303,2,0.01,3622,10181,India,8074
1881,South Africa,Direct Drop,DDP,Air,30,47625,372427,7,0.26,3243,1881,India,8074
1882,South Africa,Direct Drop,DDP,Ocean,30,32280,146228,4,0.15,7017,11372,India,8074
1883,South Africa,Direct Drop,DDP,Air,30,26991,211069,7,0.26,1842,5298,India,8074
1884,South Africa,Direct Drop,DDP,Truck,240,29,228,7,0.03,3622,10181,India,8074
1885,South Africa,Direct Drop,DDP,Truck,30,39,117,3,0.1,3622,10181,India,8074
1886,South Africa,Direct Drop,DDP,Truck,30,206,4365,21,0.71,3622,10181,India,8074
1887,South Africa,Direct Drop,DDP,Ocean,90,25000,204250,8,0.09,3313,4689,India,8074
1888,South Africa,Direct Drop,DDP,Truck,60,19,407,21,0.36,3622,10181,India,8074
1889,Vietnam,Direct Drop,EXW,Air,60,25000,65000,2,0.04,3098,12745, Nashik,3641
1890,Zimbabwe,Direct Drop,EXW,Air,90,14164,131725,9,0.1,884,8280,India,6980
1891,Haiti,Direct Drop,EXW,Ocean,240,1295,1955,1,0.01,536,1893,India,14446
1892,Vietnam,Direct Drop,EXW,Air,30,3548,14369,4,0.13,3622,10181,India,3157
1893,Haiti,Direct Drop,EXW,Ocean,60,16435,133123,8,0.13,3622,10181,India,14446
1894,Haiti,Direct Drop,EXW,Air,240,2052,3098,1,0.01,908,6438,India,14446
1895,Zambia,Direct Drop,CIP,Air,120,10000,369100,36,0.31,2294,1100,Germany,7464
1896,Vietnam,Direct Drop,FCA,Air,120,4280,351816,82,0.68,1063,11167,Germany,9157
1897,South Africa,Direct Drop,DDP,Ocean,30,64269,427388,6,0.22,5999,13829,India,8074
1898,South Africa,Direct Drop,DDP,Truck,30,4,44,11,0.37,3622,10181,India,8074
1899,Tanzania,Direct Drop,EXW,Air,90,15041,139881,9,0.1,949,4673,India,5659
1900,Vietnam,Direct Drop,EXW,Air,30,6549,92340,14,0.47,1208,3306, Nashik,3641
1901,Vietnam,Direct Drop,EXW,Air,60,9000,72900,8,0.13,3622,10181, Nashik,3641
1902,Tanzania,Direct Drop,CIP,Air,30,1000,23670,23,0.79,335,888,France,6771
1903,South Africa,Direct Drop,DDP,Truck,60,216,5512,25,0.43,3622,10181,India,8074
1904,Côte d'Ivoire,Direct Drop,FCA,Air,60,4600,27324,5,0.1,535,5924,Germany,5008
1905,Tanzania,Direct Drop,EXW,Air,60,426,11114,26,0.43,45,1013,India,5659
1906,South Africa,Direct Drop,DDP,Air,60,33338,84345,2,0.04,1791,1791,India,8074
1907,Haiti,Direct Drop,FCA,Air,120,15560,287393,18,0.15,3834,16386,Germany,7877
1908,Rwanda,Direct Drop,EXW,Air,240,4534,38539,8,0.04,1631,13116,India,5921
1909,Vietnam,Direct Drop,FCA,Air,30,373,8675,23,0.78,55,17,Germany,9157
1910,South Africa,Direct Drop,DDP,Truck,60,11,198,18,0.3,3622,10181,India,8074
1911,South Africa,Direct Drop,DDP,Truck,240,16,367,22,0.1,3622,10181,India,8074
1912,Tanzania,Direct Drop,EXW,Air,30,5175,116437,22,0.75,775,4136, Nashik,5091
1913,Côte d'Ivoire,Direct Drop,CIP,Air,60,4245,40327,9,0.16,833,1134,France,4338
1914,South Africa,Direct Drop,DDP,Truck,30,800,21392,26,0.89,3622,10181, Port Elizabeth,573
1915,Haiti,Direct Drop,FCA,Air,120,646,12480,19,0.16,166,737,Germany,7877
1916,South Africa,Direct Drop,DDP,Truck,30,11,332,30,1.01,3622,10181,India,8074
1917,Vietnam,Direct Drop,EXW,Air,30,5451,76859,14,0.47,1675,3401, Nashik,3641
1918,South Africa,Direct Drop,DDP,Truck,60,16,499,31,0.52,3622,10181,India,8074
1919,Côte d'Ivoire,Direct Drop,FCA,Air,120,7320,264691,36,0.3,1838,13562,Germany,5008
1920,Vietnam,Direct Drop,EXW,Air,240,136,251,1,0.01,173,1079,India,3157
1921,South Africa,Direct Drop,DDP,Ocean,240,20000,185600,9,0.04,7664,17022,Canada,15035
1922,South Africa,Direct Drop,DDP,Ocean,60,168711,416716,2,0.04,8183,12225,India,8074
1923,South Africa,Direct Drop,DDP,Truck,60,82,4392,53,0.89,3622,10181,India,8074
1924,Vietnam,Direct Drop,FCA,Air,120,5530,454566,82,0.68,1348,10670,Germany,9157
1925,South Africa,Direct Drop,DDP,Ocean,30,2247,5482,2,0.08,3622,10181,India,8074
1926,Uganda,Direct Drop,EXW,Air,100,11310,14703,1,0.01,2454,10898,India,5524
1927,South Africa,Direct Drop,DDP,Truck,60,23,528,23,0.38,3622,10181,India,8074
1928,South Africa,Direct Drop,DDP,Truck,60,23,315,13,0.23,3622,10181,India,8074
1929,South Africa,Direct Drop,DDP,Ocean,240,55000,114400,2,0.01,20419,17267,India,8074
1930,Vietnam,Direct Drop,EXW,Air,60,20000,165000,8,0.14,1951,13083,India,3157
1931,Vietnam,Direct Drop,EXW,Air,60,20000,129800,6,0.11,1725,3273, Nashik,3641
1932,South Africa,Direct Drop,DDP,Truck,60,203,1855,9,0.15,3622,10181,India,8074
1933,South Africa,Direct Drop,DDP,Truck,240,1000,6669,6,0.03,3622,10181,Canada,15035
1934,Uganda,Direct Drop,FCA,Air,120,60,2169,36,0.3,36,814,Germany,5868
1935,"Congo, DRC",Direct Drop,EXW,Air,30,550,6050,11,0.37,3622,10181,India,6583
1936,Uganda,Direct Drop,DDP,Air,120,150,11250,75,0.62,49,475, Latina,4823
1937,South Africa,Direct Drop,DDP,Truck,30,540,25796,47,1.59,3622,10181, Port Elizabeth,573
1938,Zambia,Direct Drop,EXW,Air,30,300000,1722000,5,0.19,24233,119474, Nashik,6339
1939,Vietnam,Direct Drop,EXW,Air,60,331,4220,12,0.21,2951,7211, Nashik,3641
1940,Vietnam,Direct Drop,EXW,Air,30,30704,137860,4,0.15,3622,10181, Nashik,3641
1941,Vietnam,Direct Drop,EXW,Air,60,1302,5403,4,0.07,4587,11252, Nashik,3641
1942,Haiti,Direct Drop,EXW,Ocean,60,34080,318648,9,0.16,4726,7208, Nashik,14325
1943,South Africa,Direct Drop,DDP,Truck,30,42,507,12,0.4,3622,10181,India,8074
1944,South Africa,Direct Drop,DDP,Ocean,30,106589,480716,4,0.15,9061,9323,India,8074
1945,"Congo, DRC",Direct Drop,EXW,Air,30,171,1453,8,0.28,81,2782,India,6583
1946,Rwanda,Direct Drop,EXW,Air,60,1411,46563,33,0.55,145,1950,India,5921
1947,South Africa,Direct Drop,DDP,Truck,30,121,1671,13,0.46,3622,10181, Nashik,7527
1948,Mozambique,Direct Drop,CIP,Air,60,276,14904,54,0.9,3622,10181, Latina,7096
1949,Nigeria,Direct Drop,FCA,Air,120,500,18080,36,0.3,130,1599,Germany,4614
1950,Uganda,Direct Drop,EXW,Air,100,1503,1953,1,0.01,3622,10181,India,5524
1951,South Africa,Direct Drop,DDP,Ocean,30,91772,390948,4,0.14,7797,7292,India,8074
1952,South Africa,Direct Drop,DDP,Truck,30,153,1724,11,0.38,3622,10181,India,8074
1953,Vietnam,Direct Drop,EXW,Air,240,564,1099,1,0.01,5939,10770,India,3157
1954,South Africa,Direct Drop,DDP,Truck,30,7,99,14,0.47,3622,10181,India,8074
1955,Uganda,Direct Drop,CIP,Air,60,1299,72094,55,0.92,137,309, Haarlem,6190
1956,South Africa,Direct Drop,DDP,Truck,60,119,839,7,0.12,3622,10181,India,8074
1957,Haiti,Direct Drop,EXW,Air,120,5240,157200,30,0.25,3622,10181,India,14446
1958,South Africa,Direct Drop,DDP,Truck,240,43,339,7,0.03,3622,10181,India,8074
1959,South Africa,Direct Drop,DDP,Truck,30,135,1865,13,0.46,3622,10181, Nashik,7527
1960,South Africa,Direct Drop,DDP,Truck,30,4,78,19,0.66,3622,10181,India,8074
1961,Vietnam,Direct Drop,EXW,Air,30,27122,311631,11,0.38,2843,9740, Nashik,3641
1962,South Africa,Direct Drop,DDP,Truck,30,1,22,22,0.75,3622,10181,India,8074
1963,Haiti,Direct Drop,FCA,Air,60,520,3088,5,0.1,65,892,Germany,7877
1964,South Africa,Direct Drop,DDP,Truck,30,23,499,21,0.72,3622,10181,India,8074
1965,Uganda,Direct Drop,CIP,Air,60,55,5032,91,1.52,6,99, Haarlem,6190
1966,Vietnam,Direct Drop,EXW,Air,60,1652,10721,6,0.11,146,746, Nashik,3641
1967,Haiti,Direct Drop,EXW,Ocean,60,5324,22094,4,0.07,4654,8538, Nashik,14325
1968,South Africa,Direct Drop,DDP,Air,30,34560,161395,4,0.16,3240,4263,India,8074
1969,Tanzania,Direct Drop,EXW,Air,60,1135,29612,26,0.43,103,1308,India,5659
1970,Côte d'Ivoire,Direct Drop,FCA,Air,120,11480,415116,36,0.3,4794,28238,Germany,5008
1971,Tanzania,Direct Drop,EXW,Air,60,36000,129600,3,0.06,2205,9815, Nashik,5091
1972,South Africa,Direct Drop,DDP,Ocean,240,4529,9601,2,0.01,1679,3524,India,8074
1973,"Congo, DRC",Direct Drop,EXW,Air,30,984,1230,1,0.04,53,938,India,6583
1974,Tanzania,Direct Drop,EXW,Air,60,1065,27785,26,0.43,112,1122,India,5659
1975,South Africa,Direct Drop,DDP,Truck,30,1500,29714,19,0.66,3622,10181,India,8074
1976,South Africa,Direct Drop,DDP,Truck,60,39,746,19,0.32,3622,10181,Poland,8994
1977,Uganda,Direct Drop,EXW,Air,100,10368,13478,1,0.01,3622,10181,India,5524
1978,Vietnam,Direct Drop,EXW,Air,60,1200,13308,11,0.18,128,1069, Nashik,3641
1979,South Africa,Direct Drop,DDP,Truck,60,191,1261,6,0.11,3622,10181,India,8074
1980,Uganda,Direct Drop,EXW,Air,60,60929,493524,8,0.13,8638,30764,India,5524
1981,South Africa,Direct Drop,DDP,Truck,240,24,588,24,0.1,3622,10181,India,8074
1982,South Africa,Direct Drop,DDP,Truck,240,60,1470,24,0.1,3622,10181,India,8074
1983,South Africa,Direct Drop,DDP,Truck,60,17,460,27,0.45,3622,10181,India,8074
1984,Vietnam,Direct Drop,EXW,Air,240,837,1548,1,0.01,526,6368,India,3157
1985,Tanzania,Direct Drop,EXW,Ocean,60,115000,414000,3,0.06,10504,28270, Nashik,5091
1986,Vietnam,Direct Drop,FCA,Air,120,5600,340592,60,0.51,1368,4489,Germany,9157
1987,Côte d'Ivoire,Direct Drop,CIP,Air,60,415,2905,7,0.12,3622,10181,France,4338
1988,South Africa,Direct Drop,DDP,Ocean,240,3971,8418,2,0.01,1472,3524,India,8074
1989,Zambia,Direct Drop,EXW,Air,60,42813,96329,2,0.04,4369,22508,India,6906
1990,Vietnam,Direct Drop,EXW,Air,30,5000,16500,3,0.11,3622,10181,India,3157
1991,Vietnam,Direct Drop,EXW,Air,60,15211,120927,7,0.13,3622,10181,India,3157
1992,Vietnam,Direct Drop,EXW,Air,30,23389,268739,11,0.38,2741,4802, Nashik,3641
1993,Vietnam,Direct Drop,EXW,Air,30,252,3276,13,0.43,1553,13320,India,3157
1994,South Africa,Direct Drop,DDP,Truck,120,12,424,35,0.29,3622,10181, Latina,7877
1995,Vietnam,Direct Drop,EXW,Air,60,15040,86329,5,0.1,1481,6390,India,3157
1996,Uganda,Direct Drop,FCA,Air,60,417,2856,6,0.11,65,887,Germany,5868
1997,South Africa,Direct Drop,DDP,Truck,30,20,434,21,0.72,3622,10181,India,8074
1998,South Africa,Direct Drop,DDP,Ocean,60,50000,421000,8,0.14,4603,8033,India,8074
1999,Tanzania,Direct Drop,EXW,Air,90,9959,92618,9,0.1,630,3416,India,5659
2000,Vietnam,Direct Drop,EXW,Air,60,12000,87000,7,0.12,664,6247, Nashik,3641
2001,South Africa,Direct Drop,DDP,Truck,60,3,38,12,0.21,3622,10181,India,8074
2002,Haiti,Direct Drop,EXW,Ocean,60,14520,99026,6,0.11,3622,10181,India,14446
2003,South Africa,Direct Drop,DDP,Truck,30,4292,17235,4,0.13,3622,10181,India,8074
2004,Uganda,Direct Drop,EXW,Air,30,50000,162000,3,0.11,5593,19759,India,5524
2005,Vietnam,Direct Drop,FCA,Air,120,5188,315534,60,0.51,1138,3622,Germany,9157
2006,Mozambique,Direct Drop,FCA,Air,60,2464,16878,6,0.11,361,3669,Germany,8163
2007,South Africa,Direct Drop,DDP,Ocean,30,63967,289770,4,0.15,5491,15331,India,8074
2008,Haiti,Direct Drop,EXW,Ocean,30,46500,499410,10,0.36,5342,9195, Nashik,14325
2009,South Africa,Direct Drop,DDP,Truck,30,15,45,3,0.1,3622,10181,India,8074
2010,Vietnam,Direct Drop,EXW,Air,60,1008,8678,8,0.14,1015,3796,India,3157
2011,Vietnam,Direct Drop,EXW,Air,30,21000,62580,2,0.1,3244,6195,India,3157
2012,South Africa,Direct Drop,DDP,Truck,60,18,405,22,0.38,3622,10181,India,8074
2013,"Congo, DRC",Direct Drop,EXW,Air,60,150,322,2,0.04,25,1765,India,6583
2014,South Africa,Direct Drop,DDP,Ocean,60,100000,282000,2,0.05,6297,7526,India,8074
2015,South Africa,Direct Drop,DDP,Truck,240,17,91,5,0.02,3622,10181,India,8074
2016,South Africa,Direct Drop,DDP,Ocean,30,108129,489824,4,0.15,9280,15331,India,8074
2017,Vietnam,Direct Drop,EXW,Air,30,23251,278779,11,0.4,2641,4503, Nashik,3641
2018,Haiti,Direct Drop,CIP,Air,120,22,1465,66,0.55,3622,10181,Puerto Rico,627
2019,South Africa,Direct Drop,DDP,Truck,30,112,2141,19,0.64,3622,10181, Nashik,7527
2020,South Africa,Direct Drop,DDP,Ocean,90,22643,225977,9,0.11,3000,4573,India,8074
2021,Nigeria,Direct Drop,EXW,Air,60,2221,13192,5,0.1,252,2969,Germany,4614
2022,South Africa,Direct Drop,DDP,Ocean,30,64316,290065,4,0.15,5467,9323,India,8074
2023,Haiti,Direct Drop,FCA,Air,60,2697,16020,5,0.1,1825,4126,Germany,7877
2024,South Africa,Direct Drop,DDP,Truck,240,13,103,8,0.03,3622,10181,India,8074
2025,Vietnam,Direct Drop,EXW,Air,60,19600,120540,6,0.1,1926,12423,India,3157
2026,Côte d'Ivoire,Direct Drop,FCA,Ocean,120,9800,302036,30,0.26,3622,10181,Germany,5008
2027,"Congo, DRC",Direct Drop,EXW,Air,60,980,7947,8,0.14,116,2322,India,6583
2028,South Africa,Direct Drop,DDP,Ocean,30,128620,547921,4,0.14,10643,7292,India,8074
2029,Rwanda,Direct Drop,EXW,Air,30,150,3000,20,0.67,197,5906,India,5921
2030,Haiti,Direct Drop,EXW,Air,60,19835,160663,8,0.13,2866,17036,India,14446
2031,Uganda,Direct Drop,DDP,Air,120,259,24123,93,0.78,43,466, Port Elizabeth,3989
2032,Vietnam,Direct Drop,EXW,Air,30,30912,200928,6,0.22,2405,11448, Nashik,3641
2033,"Congo, DRC",Direct Drop,EXW,Air,30,1100,12100,11,0.37,95,2453,India,6583
2034,South Africa,Direct Drop,DDP,Ocean,60,1033,7571,7,0.12,52,4295,India,8074
2035,Haiti,Direct Drop,EXW,Air,30,252,2142,8,0.28,16,1471,India,14446
2036,Vietnam,Direct Drop,FCA,Air,30,400,9304,23,0.78,3622,10181,Germany,9157
2037,South Africa,Direct Drop,DDP,Air,60,294346,756469,2,0.04,14550,20706,India,8074
2038,Vietnam,Direct Drop,FCA,Air,30,200,4652,23,0.78,3622,10181,Germany,9157
2039,Rwanda,Direct Drop,EXW,Ocean,60,37350,438862,11,0.2,3860,59186, Nashik,5355
2040,South Africa,Direct Drop,DDP,Truck,120,27,742,27,0.23,3622,10181, Latina,7877
2041,Côte d'Ivoire,Direct Drop,FCA,Air,60,760,5206,6,0.11,99,1462,Germany,5008
2042,Tanzania,Direct Drop,EXW,Air,60,16245,131584,8,0.13,2368,11363,India,5659
2043,South Africa,Direct Drop,DDP,Truck,60,1,65,65,1.1,3622,10181, Haarlem,9211
2044,South Africa,Direct Drop,DDP,Truck,30,36,534,14,0.5,3622,10181, Nashik,7527
2045,Haiti,Direct Drop,EXW,Ocean,60,75816,492045,6,0.11,6452,10477, Nashik,14325
2046,Haiti,Direct Drop,FCA,Air,60,160,1120,7,0.12,43,1082,France,7294
2047,Tanzania,Direct Drop,EXW,Ocean,30,35000,410900,11,0.39,3622,10181, Nashik,5091
2048,South Africa,Direct Drop,DDP,Ocean,30,110291,497412,4,0.15,9375,9951,India,8074
2049,Haiti,Direct Drop,EXW,Ocean,60,2160,8532,3,0.07,3622,10181, Nashik,14325
2050,South Africa,Direct Drop,DDP,Truck,30,92,305,3,0.11,3622,10181,India,8074
2051,South Africa,Direct Drop,DDP,Air,30,57600,268992,4,0.16,4872,5886,India,8074
2052,South Africa,Direct Drop,DDP,Air,60,2004,5070,2,0.04,3,1791,India,8074
2053,Rwanda,Direct Drop,EXW,Air,60,912,18240,20,0.33,102,1600,India,5921
2054,Nigeria,Direct Drop,EXW,Air,30,300,477,1,0.05,14,350,India,7633
2055,Rwanda,Direct Drop,CIP,Air,30,558,8174,14,0.49,1297,23760,India,5921
2056,Zimbabwe,Direct Drop,EXW,Air,30,9810,132336,13,0.45,962,6773, Nashik,6420
2057,South Africa,Direct Drop,DDP,Truck,60,74,521,7,0.12,3622,10181,India,8074
